"old","new"
"ホッホッホ、一年ぶりだな
君もレスタニアの民も元気だったかな？
さぁ、今年もこの季節がやってきたぞ","Ho ho ho, it's been a year, hasn't it? 
I trust you and the people of Lestania are well. 
Now, this season has come once more!"
"ただ、今回わしらには“とある探し物”もあってな
「クリスマスには不思議な流れ星が落ちてくる」
という伝説があるのを知っているかな？","However, this time we also seek to find
""a certain something."" Do you happen to know
of the legend that goes, ""On Christmas,
a mysterious shooting star will fall?"""
"元々はわしらの暮らす地方に伝わる伝承だが
なんでもその“不思議な流れ星”が
こちらの地方に落ちてきたという噂があるのだ","Originally, it was folklore from our region.
But, there are rumors that the
""mysterious shooting star""
has fallen somewhere in this land."
"クリスマスの準備はもちろんだが
この流れ星の情報収集も手伝ってもらえないかね？","We are, of course, preparing for Christmas, but 
would you be able to help us gather information 
about this shooting star?"
"それではまず、やることはわかっているかな？
そうだ、クリスマスに相応しい恰好から入るのだ","Now, do you know what needs to be done first? 
That's right, we start by dressing in a way
befitting the Christmas spirit."
"“昨年と同じクリスマスの装い”
“キャメロンの店に入荷したクリスマスの武器”
“好きな装備を赤く染めたもの”
どれでも一つ、君の好きな物を選んで着てきなさい","""Last year's Christmas attire."" 
""The Christmas weapons
now in stock at Cameron's shop."" 
""Any equipment dyed red, to your liking."" 
Choose one and wear it here, Ser."
"もちろん、昨年プレゼントした《プレゼントサック》
《トナカイのコイフ》でもよいぞ","Of course, 
the ""Present Sack"" I gave you last year, 
or the ""Reindeer's Coif"" would also be fine, Ser."
"おお、着替えてきたか！
ふむふむ今年もバッチリのようだ","Ah, you've changed clothes, I see! 
Hmm, yes, you look absolutely perfect
this year too, Ser."
"では、本格的にクリスマスの準備開始といこう
流れ星の行方についても探ってもらいたいが
なぁに、準備のついででかまわんよ","Now, let us begin the real preparations
for Christmas; I'd like you to find out
where the shooting star has fallen.
Yes, Ser. Find out while you're at it.
I do not mind."
"今年はどんなクリスマスになるのか
ワクワクするじゃないか
ホッホッホ","What kind of Christmas will this year bring? 
It's truly exciting, isn’t it? Ho ho ho!"
"今年もこの季節がやってきましたよ！
私たちもやってきましたよ！
さぁさぁ、お揃いの服で決めましょう！","It's that time of year again!
We're here, too!
Come on, come on, 
let's decide on matching outfits!"
"「何事も、まずは恰好から入るべきである」
――これが我が主の信念でございます","""One must always begin with their appearance."" 
This is the creed of my Master."
