"old","new"
"覚者様、流れ星の調査はいかがでしょうか
我々も方々探しまわっているのですが
なかなか有益な情報にはつながらず――","Ser Arisen, how is the investigation into the 
shooting stars coming along? We've been 
scouring all over, but it’s difficult to find 
any useful leads…"
"聞けば、神殿の皆さまをお手伝いする過程で
“不思議な石の欠片”を入手されたとか","I hear that, while assisting the people of the 
temple, you obtained a “fragment of a mysterious 
stone”..."
"この調子でよりたくさんの願いを叶えれば
いつかは流れ星が見つかるかもしれません","If you continue granting more wishes like this, 
perhaps one day the falling star will be found."
"丁度そこにいらっしゃる
シーベル様がなにやらお困りのご様子――","Right over there, 
Master Seabell appears to be in 
some sort of trouble."
"もっと多くの方の願いを叶えれば
きっと流れ星が見つかるのではないでしょうか","Perhaps, if we fulfill more wishes, we’ll be 
able to find the shooting star."
"いえ、もしかしたら
人々のお願いを叶えるからこそ
その人のもとに流れ星が現れるのかもしれません","No, perhaps it is precisely because we grant 
the wishes of others that the shooting star 
appears."
"ああ～何ということでしょう
わたしとしたことがまさかのスランプとは！
新曲のクリスマスソングのイメージが
全く湧いてこないのです！","Ah, what a disaster! 
I can't believe I'm in such a slump! 
I can't get any inspiration for a 
new Christmas song."
"人々を勇気づけ、応援するような歌詞ッ！
そして幸せなホリデーシーズンにふさわしい旋律ッ！
ああ～どうしてもイメージが湧いてこない～","Songs that uplift and cheer the people! 
And a melody worthy of a joyful holiday season! 
Ah, why can't I get the image to come to me~"
"おお～、素晴らしい応援！
あなたの応援で、私にイメージがッ！
どんどんイメージが湧いてきます～
これでクリスマスソングも無事に完成ッ！","Ohh～, such wonderful support! 
Your encouragement has sparked the image in me! 
The image keeps coming to me, little by little～
With this, the Christmas song is finally complete!"
"あなたの素晴らしいポージングに感謝して
お礼にこちらを差し上げましょう――！
先日、異国の旅人が私の歌のお代にと
置いていった不思議な石でございます","In gratitude for your wonderful posing, 
allow me to present you with this――! 
It is a mysterious stone that an overseas 
traveler left behind as payment for my song."
"私にその価値はわかりませんが
それをもっていると不思議と
胸が温かくなってくるのです
その幸せをあなたにもお裾分けしましょう～","I do not understand its value, 
but when I hold it, it somehow fills 
my heart with warmth. I will share 
this happiness with you as well~"
