"old",""
"こんにちは、覚者さん
あの――ええと――","Hello, Ser Arisen.
Um... well..."
"ここじゃジョゼフおじさまの
目が光っていて――","Here, Joseph's eyes are shining..."
"《テラス》に来てください！
お願いします！","Please come to the Terrace! 
If you would be so kind!"
"《テラス》でお話ししたいんです
お願いします！","I'd like to talk to you on 《Terrace》please!"
"メイリーフがすっかりなついたようだな
まあ、よろしく頼む","Mayleaf seems to have taken a liking, huh.
Well, I'm counting on you."
"すっかりレオさんの片腕だね
いろんな情報が入ると思うけど――
僕にも流してくれるとうれしいよ","You've become Ser Leo's right hand, huh?
I think a lot of information will come in, but...
I'd be happy if you could share it with me too."
"白竜様の眠りは今日もお深く――
竜力の回復、さぞ進むことでしょう","Lord White Dragon's slumber is once again 
deep today - 
Surely the recovery of Dragon Force progresses."
"ええと――
わたし、また森へ行きたくて――","Um... I want to go back to the forest again..."
"ミスリウの森の奥深くに
大切な場所があるの","Deep within the forest of Mysree,
there is a precious place."
"でも、ちょっと怖いから
見張りをお願いしたくて――","But, because I'm a little scared,
I want to ask for someone to stand guard..."
"ううん、送ってくれなくてもいいの
きっとわたしの方が早く着くから
ミスリウの森の奥の、お墓で待ってるね","No, you don't have to escort me.
I'm sure I'll get there faster on my own.
I'll wait at the tomb deep in the Mysree Forest."
"メイリーフがソワソワしているんです
また何か企んでいるのかも――","Mayleaf seems restless.
Perhaps she is plotting something again..."
"メイリーフ！？
メイリーフをお見かけしませんでしたか？","Mayleaf!?
Have you seen Mayleaf around?"
"あのね――
お友達に贈る、お花が欲しいんだ
覚者さん、探してくれる？","You know...
I want a flower to give to my friend.
Will you help me find one, Ser Arisen?"
"わたしったら、お花を忘れてくるなんて――
覚者さん、どこに咲いてるかな？","Oh, I forgot to bring the flowers... 
Do you know where they're blooming, Ser Arisen?"
"わあ、ありがとう！
あなたにお願いして良かった！","Wow, thank you!
I'm glad I asked you!"
"ジョゼフおじさまにバレてないよね？","Uncle Joseph doesn't know, does he?"
"もう、メイリーフったら――
姿が見えないと、叱られるのはわたしなのに――","Oh, Mayleaf! 
If she's not around, 
I'm the one who gets in trouble."
"メイリーフがいなくなったとパメラが――
ああ、戻ったのですね？　安心しました","Mayleaf is gone and Pamela... 
Ah, you've returned? I'm relieved."
"メイリーフはどこかに閉じ込めた方が
いいんじゃないかな
あ、冗談だよ、冗談！","I think Mayleaf should be locked up somewhere...

Oh, I'm kidding, I'm kidding!"
"メイリーフが世話になったな","Mayleaf took care of you."
"おそらくすでに
知っているだろうが――","You probably already know this, but..."
"あの子の正体は
他言しないでくれ","The true identity of that child.
Please don't speak about it to others."
"誰が知っていて
誰が知らないのか――","Who knows and who doesn't--"
"その詮索もしてはならない","You must not pry into such matters."
"いいな
メイリーフのためだ","Good. 
It's for Mayleaf."
"頼んだぞ","I'm asking you."
