"old","new"
"はあい！　ハッピーハロウィン！
仮装楽しんでる～？
皆で盛り上がれば楽しさ倍増よ！","Yay! Happy Halloween! 
Are you having fun with your costumes? 
When everyone gets hyped together, 
the joy will double!"
"とは言ったものの、実はね
私自身がちょっと困ってるのよ
話を聞いてくれない？","That said, the truth is 
I’m actually a bit troubled. 
Will you listen to me?"
"子供たちに配るために
確保しておいたお菓子が、いつの間にやら
やけに少なくなっている気がするの","I feel like the sweets I set aside 
to distribute to the children have 
somehow become quite scarce."
"気のせいにするには――流石に多いのよね
この白竜神殿で盗難だなんて
ちょっと穏やかじゃないわ！
もしかしたら盗賊が忍び込んでいるのかも","It's too much to just be my imagination— 
thefts occurring in the White Dragon 
Temple are quite unsettling! Perhaps 
there are thieves sneaking in after all."
"私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","If I were to act openly, the thieves 
might catch on, so I’d like to ask 
you to conduct a discreet investigation 
for me, alright? Please, I’m counting on you!"
"白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","If it’s information about the 
White Dragon Temple, that priest in 
the audience chamber might know 
something. For now, let’s start 
by asking the priest!"
"私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","If I were to act openly, the thieves 
might catch on, so I’d like to ask 
you to conduct a discreet investigation 
for me, alright? Please, I’m counting on you!"
"白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","If it’s information about the 
White Dragon Temple, that priest in 
the audience chamber might know 
something. For now, let’s start 
by asking the priest!"
"どうした？
険しい顔をしているな
何かあったのか？","What’s the matter? 
You look troubled. 
Is something wrong?"
"なに？　最近怪しい者を見なかったか、だと？
ふむ、わしのところへはそれらしき
報告は入ってきておらぬが――","What? Have you seen any suspicious 
characters recently? Well, I've 
not received any such reports here――"
"しかし――そういえば兵士たちの間で
近頃、不気味な話題が流行っているとは聞いた
任務そっちのけで噂話などもっての外――
と思ったが、どうやら単なる噂ではないようだな","But―come to think of it, I have heard that an 
eerie topic has been going around among the 
soldiers lately. Ignoring their missions for idle 
chatter is out of the question―
but it seems this is not just mere gossip."
"噂の出所は《商店区》の方らしい
あの辺りを重点的にあたってみたらどうだ","The rumor appears to originate from the 
《Shopping District》. Why not 
target your search in that area?"
"何か用か？　ああ、例の噂か
この目で確かに見たんだ
怪しいヤツをな――","Is there something you need? Oh, the 
rumor, is it? I can confirm that I 
saw a suspicious figure with my own 
eyes――"
"怪しいヤツというか――
あれは――“ヤツ”なのか？
人だったのかどうかもよく分からん","I mean, that weird guy-- was it-- was it a ""him""? 
I don't even know if it was a person."
"夜中に商店区を巡回していた時のことだ
暗がりだったこともあってよく見えなかったが
――俺が声をかけたら、消えたんだ！","I was patrolling the shopping district in the 
middle of the night, and I couldn't see much, 
partly because it was dark--
I called out to it, and it disappeared!"
"見間違いだろうとも言われたが
噴水の方に消えていくのを確かに見た","They said I must have seen wrong, 
but I'm certain I saw it disappear 
towards the fountain."
"証拠もあるぞ
消えた後にはほら、この菓子が
落っこちてたんだ","I have evidence. 
Look, this sweet dropped where it disappeared."
"おや、覚者さま！　なにかご用でしょうか？
怪しいヤツの情報？
ああ、それでしたら、私も目撃いたしましたぞ","Oh, Master Arisen!　Can I help you?
Information about a suspicious character?
Oh, yes, I've seen it myself."
"“アレ”は人ではなく、その――
何とも言い難い形状でフワフワしていて
この辺りを歩いていると
気付くと陰に潜んでいて――","The “thing” is not a person, but a...
It's a shape that's hard to describe. It's fluffy.
I'd be walking around here and I'd notice it 
lurking in the shadows..."
