"old","new"
"ほっほっほ、久しぶりだな
今年もレスタニアにホリデーシーズンの
お知らせを運んできたぞ
さて、まずはいつもの挨拶からかな","Ho Ho Ho, it's been a while.
We bring news of another holiday season
to Lestania this year. Well now,
let's begin with our usual greetings."
"さて、まずはいつもの挨拶からかな","Well, let's start with our usual greetings."
"ほっほっほ、メリークリスマス！
では本題に入ろう
今年のクリスマスプレゼントについてなんだが","Ho Ho Ho, Merry Christmas!
Let's get down to business
about this year's Christmas gift."
"この大陸中の子供たちに
手作りのクリスマスツリーを
プレゼントしようと思っておるのだ","I'm thinking of giving
handmade Christmas trees
to children all over this continent!"
"しかしレスタニア中となるとそれはもう
大量のツリーが必要になる
そこで、お主の出番と言う訳だ","However, for Lestania, it's come to that point
where I still require a large number of trees!
That's where you, Good Ser, come into play."
"ツリーになる適度な大きさの木を
大量に集める方法はないだろうか
木の枝を採取するだけでは到底間に合わん","Is there any way for you to gather up
a large amount of trees of the right size?
We'll never make it just by collecting
mere tree branches!"
"お前さんは顔が広そうだが、知り合いの中に
この大陸の情報に詳しくて
木材のありかを知っていそうな人はいないかね","You, Ser, you seem well-connected.
Is there anyone amongst your acquaintances
who might know of such lumber?"
"どうにかして“大量の木材を手に入れる方法”
それを探してきてほしい
大陸中の情報に詳しいような人が
お前さんの知人にいないかね","By any means, I want you to look for a way
to ""obtain a large amount of wood.""
There must be someone you know
who knows the continent well."
"俺に聞きたいこと？
いいぜ、俺の知る範囲内でなら
何でも答えようじゃないか","You need my help?
Sure, I'll answer to the best of my knowledge.
Ask me anything."
"――ふむ、大量の木を手に入れたい、と
確かに木材の“採取”だけじゃ時間がかかりすぎる
まあ、少々荒っぽい手段にはなるが
リンウッドの近くなら、あるいは――","...Hm, gathering a lot of lumber, eh?
Cutting wood alone would take too much time.
Well, it's a bit a crude method, but by Lynwood,
perhaps, that way..."
