"old",""
"【ヒント：マイ拠点の登録方法】","【Hint: How to Register a Favorite】"
"①各拠点に設置された《拠点の礎》に触れて解放","Touch the ""Portcrystal"" placed at 
each location to unlock it."
"②タッチアクションから《マイ拠点に登録》を選択
※以降《リム転移》でいつでも瞬間移動できます","Select ""Register to My Favorites"" 
from the touch action.
※ Afterwards, you can teleport 
instantly using ""Rift Teleport"" at any time."
"帰還、遠距離移動には《リム転移》が便利です","Rift Teleport, or ""Rift Teleportation,"" 
is useful for returning and long-distance travel."
"【ヒント：リム転移の使い方】","【Hint: How to use Rift Teleport】"
"①ゲームメニューのワールドで《リム転移》を選択","Select ""Rift Teleport"" in the Game Menu's World."
"②移動したい場所を選択
※白竜神殿への帰還はノーコストです","Select the location you want to move to.
※Returning to the White Dragon Temple is free of cost."
"【ヒント：スポット情報の見方】","【Hint: How to read spot information】"
"採取アイテムや討伐対象の魔物を探すには、
エリアマスターの《スポット情報》が便利です","To search for items and 
target monsters for suppression,
the Area Master's ""Spot Info"" is convenient."
"①《エリア情報》から《スポット情報》を選択","Select ""Spot Info"" from ""Area Information""."
"②スポット情報で、「入手可能アイテム」と
　「魔物情報」を確認","In the spot information, 
check the ""Available Items"" and ""Enemies""."
"テル村の場所は地図で確認してくれ","Please check the location 
of Tel Village on the map."
"白竜様はまどろみの中――
お変わりはありません","Lord White Dragon is in a slumber―― 
No changes have occurred."
"白竜は自らを守るために
大勢の覚者を生み出した――","The White Dragon, in order to protect itself, 
gave birth to a multitude of Arisen――"
"白竜自身の言葉だから
異論を唱えるものは誰もいない","Because it is the White Dragon's own words,
there is no one who voices dissent."
"これは太古の昔から竜とともに戦ってきた
白衛騎士団を否定するものではないのだが
面白くないと思っている騎士もおり――","This is not to deny the White Guard Knights, 
who have fought alongside dragons since ancient 
times, but some knights find it boring――"
"おまけに思い上がった覚者も少なくはない","Moreover, 
there are also quite a few arrogant Arisen."
"わたしから見ると実にくだらない反目だが
だからといって鼻で笑うわけにもいかない
厄介な問題――というわけだ","From my perspective, it's a truly trivial rivalry,
but that doesn't mean I can just laugh it off.
It's a troublesome issue—that's the gist of it."
"ふふふ――","Hmmm--"
"大きな仕事を任せてもらえそうなんだ
正式に決まったら話すよ","I feel like I might be entrusted with a big job.
I'll talk about it once it's officially decided."
"ガルドリンのところへ行くんだって？","I heard you're going to Gurdolin's place?"
"あのおっさん、言われるほど面倒な人じゃ
ないと思うんだよね
かばう気は全然ないけどさ","I don't think that old man is as 
troublesome as people say. 
I don't have any intent of defending him though."
"こんにちは","Greetings."
"あら？　さっき、そこに優しそうな顔の
青年がいませんでしたか？","Oh? Didn't I see a young man with a kind face 
over there just now?"
"優先権を主張するなら
さっさと終わらせてみやがれ","If you're claiming priority,
finish it quickly!"
"俺たちに任せればすぐに終わりだ","If you let us handle it, it'll be over soon."
"まずは調査を終えてからだ
それくらいわからんのか！？","First, finish the investigation.
Do you not understand that much!?"
"順序、秩序は貴殿らにはないのか！？","Do you not have order or discipline?!"
"時間の無駄だ！
おまえらの相手をしているひまなどない！","What a waste of time! 
I don't have time to deal with you!"
"覚者はなめられたら終わりだぞ、新入り","Underestimating the Arisen will be your downfall, 
newcomer."
"こっちに任せればすぐに終わるってのによ！","If you leave it to me, it'll be over soon!"
"くそっ――
なに？　詳しい事情が知りたい？","Damn it--
What?　You want to know what's going on?"
"だったらこの村の黒ブドウ亭にいる
アルフレドから聞くんだな","In that case, 
ask Alfred at the Black Grape Inn in this village."
"どうしてあんな奴が覚者なんだ！？","Why is someone like that an Arisen?!"
"おまえ、余計なことはするなよ","You, don't do anything you don't have to."
"貴君はレオの使者だな？
わたしからも状況を説明しておこう","You are Leo's messenger, aren't you?
Let me explain the situation to you."
"村に魔物が出没するという問題に関連して
村はずれの廃屋から気味の悪い物音が
聞こえるという訴えがあった","Related to the issue 
of monsters appearing in the village,
there have been reports of eerie sounds coming 
from an abandoned house 
on the outskirts of the village."
"棲みついた魔物がたてる音だろうと
我々は考えている","We think it's the sound of demons."
"すでにガルドリンには伝えてあるが
あの覚者は動こうとはしない","I have already informed Gurdolin,
but that Arisen has no intention of moving."
"口汚く騎士たちを侮辱するだけだ
いったい何を考えているのか――","You just insult the knights with your foul mouth.
What in the world do you think you're doing--?"
"ともあれ、レオからの指示があるのだな？
それを尊重して、問題の解決を図ってくれ
差配は貴君に任せよう","Anyway, Leo has given you instructions, right?
Respect them and try to solve the problem.
I'll leave it to you to make the difference."
"ところで、廃屋へゆく前に村の
《拠点の礎》に触れて解放しておいてくれ
礎を解放しリム転移が使えるようになれば
神殿とテルの往来も楽になるだろう","By the way, before you go to the abandoned house, 
please touch the village's Portcrystal and unlock it. 
Once you unlock the Portcrystal and 
gain the ability to use Rift Teleport, 
it will be easier to travel between the temple and Tel."
"怪しい物音のする廃屋はハイデル教会の
司祭が、代々使っていた家だ","The abandoned house with strange noises used to 
be the home of the priests of Hidell Church, 
passed down through generations."
"時代とともに教会の教えは廃れてしまい
やがて司祭も姿を消した","Over time, the Church's teachings fell into disuse
and eventually the priests disappeared."
"しかも、最後の司祭が村を出るところを見た者が
誰もいなくてな――","Moreover, there was nobody who saw the last 
priest leaving the village..."
"気味の悪さと後ろめたさから
廃屋に近づく者はほとんどいない","Due to the eerie feeling and guilt, 
very few people approach the abandoned house."
"今は魔物の巣窟となっていても不思議ではないと
わたしは思っている","It is not strange that it has now become 
a den of monsters, I think."
"《廃屋の地下室》はどっちかって？
それなら村の西、そこにある《エテルナ装具屋》
の裏をまっすぐさ","""Which way to the Abandoned House Cellar?""
If that's the case, 
go straight behind Eterna's Outfitter,
located in the west of the village."
"しかし、あんな場所に何の用だい？","But what do you want in a place like that?"
