"old","new"
"【ヒント：新たなメインクエストについて】
新たな<COL ff7575>メインクエスト＜和解の使者＞</COL>が受注可能になりました
謁見の間にいるレオに話しかけて受注しましょう","[Tip: About New Main Quests]
New <COL ff7575>Main Quest (Envoy of Reconciliation)</COL>
Gain new orders by speaking to Leo, who is in
the Audience Chamber."
"まず《謁見の間》へ行くこと
そのあとでまた会おう
少し話そうぜ","First go to the ""Audience Chamber"". We'll talk again
when we meet later on."
"画面右上のミニマップを見て、赤いマーカーが示す
《謁見の間》へ向かいましょう","Look at the minimap on the top-right of
the screen, and head for the ""Audience Chamber""
indicated by the red marker."
"マップを拡大すると見やすくなります","Expanding the map out makes it easier
to see everything."
"【ヒント：ミニマップのサイズ変更】","[Tip: Resizing the Minimap]"
"<COL ff7575><KCT UI_MINIMAP>を押しながら<KCT UI_MINIMAP_SCALING></COL>でサイズ変更","<COL ff7575>While holding <KCT UI_MINIMAP>, change minmap
size by pressing <KCT UI_MINIMAP_SCALING></COL>"
"ついてきな――謁見の間の前まで案内してやるよ","Follow me. I'll show you around
the Audience Chamber."
"この神殿は白竜の守護のもと――神官によって統治されてるんだ","This temple is under the
protection of the White Dragon, and governed
by the priests."
"砦戦はどうだった？レオとイリスに相当いわれたようだな","How went the battle? It seems
it went fairly well according to Leo and Iris."
"一人前の覚者になるためには――まだまだ戦い方を知る必要があるぜ","In order to become an Arisen,
you still need to know how to properly fight."
"今のジョブが自分に合ってないと思うなら<COL ff7575>いつでも他のジョブに転職</COL>も可能だ","If you feel your current
vocation does not suit you, <COL ff7575>it is possible to change
to another vocation at any time.</COL>"
"<COL ff7575>装備を強くしたりスキルの使い方</COL>などいろいろ教える事があるが――まずは白竜に挨拶が先だ","There are many things to be
taught, such as <COL ff7575>enhancing equipment and
properly utilizing skills.</COL>
Before that however, it is time to greet the
former White Dragon."
"<COL ff7575>他の覚者と一緒に冒険に出る</COL>――これもお前がもう少し一人前になってからだ","<COL ff7575>Go out and adventure with
other Arisen</COL>, even if you feel you can handle
things on your own."
"あと自分の容姿が気に入らないようなら<COL ff7575>＜商店区＞にある美容院</COL>にいくといいぜ","If you're unsatisfied with your
appearance, seek out the hairdresser
<COL ff7575>located in the Shopping District's beauty salon.</COL>"
"ついたぞ――この先が謁見の間だ","We've arrived. Beyond this
point lies the Audience Chamber."
"今さら自己紹介でもないが
俺は覚者の統率――まとめ役のレオだ","Albeit a bit late for an introduction,
I am Leo, leader of the Arisen."
"俺が重要だと考えている
覚者の務めは、ふたつ","I would like to think myself important,
as are the duties of the Arisen."
"ひとつは――
石化した白竜の回復を助け
完全なる復活への後押しをすること","First of which, is to reverse the petrification of
the White Dragon, and strive towards its complete
revival."
"心臓を捧げた俺たちと
その心臓を預かる白竜は一心同体だ","We who dedicated our hearts, and the
White Dragon whom safeguards the heart,
are all of one mind."
"白竜が力を取り戻せば、俺たち覚者の
力も増す――もちろん、その逆もしかり","If the White Dragon regains their strength, so
too shall our strength increase, and of
course, the reverse is also true."
