"old","new"
"聞きましたよ、覚者さま！
さっそく不思議な流れ星の情報を掴んだそうですね！
さあさあ！　その調子でどんどんいきましょう
あ、もちろん最優先はクリスマスの準備ですけどね","I've heard word, Master Arisen!
You've already gathered info
on the mysterious shooting star! 
Come now, let's keep up the jolly good work!
Of course, Christmas preparations comes first."
"それじゃあ引き続き、神殿の皆さんをお手伝いしつつ
流れ星の情報を探しましょう！
レスタニアの人たちもクリスマスムードで
だんだん盛り上がってきましたね！","Now, let's keep helping the temple folks
while investigating the shooting stars!
The people of Lestania are also getting into the
Christmas spirit and are getting more excited!"
"神殿の人たちとクリスマスの準備をしながら
流れ星の情報も集めましょう！","While preparing for Christmas 
with the temple folks, 
let's also gather information on the 
shooting stars!"
"もちろん、あたしも主の手足となって
“クリスマスの準備”と“流れ星探し”
どっちも頑張ってるんですよ！","Of course, I am also Master’s hands and feet, 
working hard on both the 
""Christmas preparations"" 
and the ""search for shooting stars""!"
"おや！　おやおや！
それはまたもや
“流れ星の欠片らしきもの”ではありませんか！","Oh! Oh my! 
Is that perhaps yet another 
""fragment of a shooting star""?"
"リサ様もパーティの準備ができて
とても喜んでいらっしゃるご様子
流石ですね覚者様！","Lady Lisa is ready for the party 
and appears to be quite delighted. 
Truly remarkable, Arisen!"
"リサ様の渾身の飾りですが、
もし手に入れることが出来たら、
ぜひ覚者さまもご自室に飾ってみては？","Lady Lisa's decoration is a masterpiece.
If you're able to get it,
you should definitely display it in your own room."
"あら――覚者様
なにか特別なご用件ですか？","Oh― Ser Arisen.
Do you have some special request?"
"流れ星の目撃情報？
うーん、それらしい話は聞きませんね
お役に立てず申し訳ないのですが","Sightings of shooting stars? 
Hmm, I haven’t heard any stories like that. 
I’m sorry I cannot be of more help."
"あ、でも「テル村で何か不思議なものを見た」
という噂があると、この前行商の方から
聞いたような――
流れ星かどうかはわかりませんけどね","Ah, but I did hear a rumor from a traveling 
merchant saying they saw something 
mysterious in Tel Village. 
I’m not sure if it was a shooting star, though."
"丁度、私もテル村に用があるのです
もし覚者様が目撃情報を探しに行かれるのなら
お遣いをお願いしてもいいでしょうか？","Coincidentally, 
I also have business in Tel Village. 
If you are going to look for sightings, Arisen, 
may I ask you to do an errand for me?"
"クリスマスパーティの準備として
“特別なごちそう”を調達しようと思いまして！
テル村のニキさんが売っている
ハーブサラダが絶品なんです","As part of the Christmas party preparations, 
I was thinking of getting some ""special dishes""! 
The herb salad that Nikki from Tel Village sells 
is absolutely exquisite!"
"すでに人数分のサラダは注文済みなので
テル村に行かれたら《黒ブドウ亭》に寄って
受け取ってきていただきたいのです","I’ve already ordered enough salads for everyone, 
so when you go to Tel Village, please stop by 
the ""Black Grape Inn"" and pick them up for me."
"パーティでお出しする予定の
“ハーブサラダ”を受け取ってきて
いただきたいのです","I would like you to pick up the ""Herb Salad"" 
that we plan to serve at the party."
"テル村の《黒ブドウ亭》にいるニキさんが作る
ハーブのサラダ、とても絶品なんですよ
テルで採れる新鮮なハーブが入っているとかで
神殿の女性陣はみんな大好きなんです","The herb salad made by 
Niki at the ""Black Grape Inn"" 
in Tel Village is absolutely exquisite. 
It’s made with fresh herbs from Tel, and 
the women of the temple absolutely love it."
"はぁーい、なにか御用？
あら、リサさんのお遣いなんだって？
ご苦労様","Yes, do you need something? 
Oh, you’re running an errand for Ms. Lisa? 
You must be working hard."
"それじゃあこれ、ご依頼のあった
“ハーブサラダ”を30人前ね
腕によりをかけたよ
新鮮第一だから早めに持って帰ってね","Here you go, 
the “herb salad” requested, 30 servings. 
I’ve put my best effort into making it. 
Since freshness is key, 
please take it back quickly."
"え？　光る物が降ってこなかったかって？
そんなことあったかしら？","Huh? Did something glowing fall here? 
I don’t recall anything like that happening."
"うーん、そこにいるボブが酔っぱらって
「光る一つ目の魔物が降ってきた！」
って大騒ぎしたことがあったんだよね――
もしかしてその話に尾鰭がついたのかしら","Hmm, there was a time when Bob over there got 
drunk and caused a fuss, saying, ""A glowing 
one-eyed monster fell!"" 
Could it be that story got exaggerated a bit?"
"ありがとうございます！
覚者様のおかげで、喜ばれること間違いなしの
メニューを準備できました","Thank you! 
With Ser Arisen’s help, I’ve prepared a 
menu that is sure to bring joy to everyone."
"えぇっと――ついでと言ってはなんですが
もう一つ、お遣いをお願いしても
よろしいでしょうか","Um... This might be a bit much to ask, 
but could I ask you to do one more task for me?"
"メインディッシュに“ミートローフ”を
ご用意しようと思ったんです
調べてみたら、ローテスは《海竜亭》の
ミステラさんが作るミートローフが絶品なんだとか","I was planning to prepare meatloaf as the 
main dish. When I looked it up, I found out 
that Mystera from the Sea Dragon Inn makes 
the most exquisite meatloaf in Rotes."
"こちらも注文は済んでいますので
あとは受け取りに行くだけなんです！","The order is already completed, 
so all that's left 
is to go and pick it up!"
"今年のメインディッシュは
ローテスの《海竜亭》にいるミステラさん特製
“ミートローフ”にしました","For this year's main dish, I decided on the 
special ""Meatloaf"" made by 
Mystera at the Sea Dragon Inn in Rotes."
"注文ならもう済んでいますから
《海竜亭》に行ってミステラさんから
お料理を受け取ってきていただきたいのです","The order has already been placed, so I would 
like you to go to the Sea Dragon Inn and pick up 
the dish from Mystera."
"ほら、もしかしたらローテスで
流れ星の情報が見つかるかもしれないじゃないですか
――ちょっと無理があるでしょうか？","You might find information about the 
shooting star in Rotes. 
—Is that a bit too much to ask?"
"あら、リサさんのお遣い？
丁度よかった――
おいしそうに出来てるわよ、“ミートローフ”
出来立てでちょっと熱いから気を付けてね","Oh, is this an errand for Ms. Lisa? 
Perfect timing— 
The meatloaf turned out delicious. 
It's freshly made, so be careful, it’s a bit hot."
"え？　流れ星の噂を聞かなかったかって？
そうねぇ――特にそれらしい話は聞かないかも","What? Rumors about shooting stars? 
Hmm... I haven’t heard anything that sounds 
like it, to be honest."
"どうもありがとうございます！
これでメインディッシュの準備もできました","Thank you! 
With this, the main dish is all set."
"でも、そのご様子だと“流れ星の情報集め”は
思うようにいっていなさそうですね――","But from the looks of it, 
gathering information on the ""shooting star"" 
doesn't seem to be going as planned..."
"あの、そんな中で大変恐縮なのですが
最後にもう一つだけ、お願いできませんか？
ごちそうは揃ったので
あとは“お部屋の飾り付け”をしたいんです","I hate to ask in such circumstances, but 
could I request one more thing? The feast is 
ready, and now I just need to decorate the 
room."
"でも、飾り付けのメインともいえる“ツリー”が
まだ無くって――
リンウッドのミランダさんのところで
ツリー用の木を受け取ってきていただきたいのです","But, the centerpiece of the decorations, 
the ""tree,"" is still absent. Would you be 
able to go to Miranda in Lynwood and pick 
up the tree for the decorations?"
"クリスマスのと言えばツリー
ツリーと言えば木、木と言えばリンウッド
ミランダさんならいい木を用意してくれるはずです","When it comes to Christmas, it's the tree. 
And when you think of a tree, you think of 
wood, and when it comes to wood, it's 
Lynwood. Miranda should be able to provide 
a good tree for you."
"あと、木の飾り付けに使うリボン用の布とか
石とか宝石も、ついでにお願いしていて――
ちょっと重たいかもしれません","I also requested some fabric for ribbons, 
stones, and jewels for decorating the tree. 
It might be a bit heavy to carry, though."
"ああ、リサさんから注文があったものね
ちゃんと用意してあるわよ！
リンウッド産の特別な木材――
ちょっと重たいから気を付けて","Ah, you’re here for Ms. Lisa’s order, aren’t you?
Everything’s ready! Special wood from Lynwood— 
It’s a bit heavy, so be careful when you carry it."
"そうそう、ツリーに飾るための
リボンとか石とか――
使えそうなものを色々用意しておいたから
一緒に持って行ってね","Right, right. I’ve prepared ribbons, stones, 
and other things you can use for decorating the 
tree. Take them along with you, please."
"まぁ、ありがとうございます！
これでツリーもバッチリですね","Ah, thank you! 
With this, the tree is looking perfect!"
"結局、私のお願いは聞いていただいたのに
肝心の“流れ星”に関する情報はありませんでしたね
――なんだか申し訳ないです","In the end, you did fulfill my request, 
but there was no information 
about the ""shooting stars."" 
I feel somewhat guilty about that."
"あ！　そういえば、受け取った宝石の中に
見覚えのない石が混ざっていました
こちらは覚者様にお返しいたしますね
キラキラしていてとても綺麗ですよ","Ah! Now that I think of it, 
there was a stone among 
the jewels I received that I didn’t recognize. 
I’ll return it to you, Ser Arisen. 
It’s quite dazzling and very beautiful."
"色々とお手伝いいただいて、ありがとうございました
これで無事にパーティの支度が終わりそうです
今年はどんなクリスマスになるんでしょう
とても楽しみですね","Thank you for all your help. 
With this, it looks like the preparations for 
the party are nearly done. 
I wonder what kind of Christmas it will be this 
year. I’m really looking forward to it."
"さて、集めた石をオーナメントに加工しなければ
ここはクラフトルームのクレイグさんの出番かしら","Now, I need to turn the gathered stones into 
ornaments. 
Looks like it’s time for Ser Craig in the 
Crafting Room to lend a hand."
"ホッホッホ
クリスマスの準備は順調のようだな
準備の段階からワクワクが止まらない――
それがクリスマスの良いところなのだ","Ho ho ho, it looks like Christmas preparations 
are going well. The thrill starts from the moment 
the preparations begin—this is the magic of 
Christmas."
"クリスマスパーティには
“みんなが喜ぶごちそう”と“心躍る飾り付け”
この二つが何よりも重要だと思われます","For the Christmas party, the two most important 
things are “delicious feasts for everyone” and 
“exciting decorations that lift the spirits.”"
