"old","new"
"覚者さま！　クリスマスの準備のお手伝い
どうもありがとうございます！
みんなで準備したツリーをいよいよ
レスタニアの子供たちに届けますよ～！","Master Arisen! Thank you for your help
with the Christmas preparations!
The trees we've worked on together will soon
be delivered to the children of Lestania～!"
"と、言いたいところなのですが――
流石にこれだけの数のツリーともなると
私とマルコとで配っていてはとても間に合いません！","...Which is what I like to say, but―― 
With so many trees to deliver,
it's simply, utterly impossible
for Marco and I to manage it all!"
"――で、ですね！
とある町で聞いた“面白い噂話”があるのです！
ちょっと聞いてください！","――Yeah, yeah! So here's the thing! 
I heard an ""interesting rumor"" in a certain town! 
Please listen closely!"
"“超高速で移動できるようになる
不思議でスペシャルな秘薬”
と言うのがあるのをご存じですか？
ご存じでない？　そうですよね！","Are you aware of a ""mysterious, special potion""
that lets you move at incredible speeds? 
You didn't know? I thought so!"
"実はこれ、私たちポーンだけが使えるそうでして！
私とマルコが秘薬を使ってスピードアップすれば
大量のツリーも一気に配れるはずなんです
どうです？　ナイスアイデアでしょ！","Actually, it seems this is a potion
that only us Pawns can use!
If Marco and I use it to boost our speed,
we should be able to deliver them all.
What do you think? It's a great idea, right?"
"――とはいえ、“秘薬”というくらいですから
少し探した程度ではまるで見つからず――
どうか覚者さまも一緒に探してくださいませんか？
この神殿に、物知りなポーンはいないでしょうか","That said, since it's called a 'secret potion,' 
a little searching won’t help us find it at all. 
Master, could you help search as well? 
Are there any wise Pawns in this temple?"""
"なんとしても、超高速で移動することができる
不思議な秘薬をゲットせねば！　子供たちのためにも！
なので覚者様、どうかその噂の秘薬について
一緒に調べてくれませんか？","Somehow, I must obtain that mysterious potion 
that grants super-speed! For the children! 
So, Ser Arisen, could you help us investigate
for rumors about this potion?"
"この神殿に、物知りなポーンがいれば
何か手がかりがつかめるかもしれません","If there were a wise Pawn in this temple, 
perhaps we'd find a lead of some sort."
"超高速で移動できる秘薬？
その秘薬かどうかはわからないが
以前、ファビオ様が似たものの話をされていた","A potion that lets you move at super speed? 
I'm not sure if it's that one, but Master Fabio 
once spoke of something similar."
"確か、全てのポーンが使えるわけではなく
限られた者だけが効果を得られる特殊な秘薬だそうだ
――本当にそんなものがあるのかどうか
私は詳しく分からない","I believe not all Pawns can use it. 
Only a select few can benefit from this 
special potion's effects. As for whether such 
a thing truly exists, I cannot say for certain."
"ポーンについてのことであれば
やはり《ポーン郷》のアルヴァーに
聞いてみるべきではないか","If it's about Pawns, shouldn't we ask
Alvar at the《Pawn Cathedral》?"
"ファビオ様も、あくまで噂という形で
話をされていた代物だ
本当にあるかどうかは私には分からない","Even Master Fabio was talking about it.
Whether it's a rumor or not,
I don't know if it really exists."
"ポーンに関係することであれば
《ポーン郷》のアルヴァーに聞くのが
一番早いだろう","If it's something to do with Pawns,
it should be quickest to ask
Alvar at the《Pawn Cathedral》, right?"
"ふむ、相談事だと？
――ほう、“高速移動が可能になる秘薬”
貴君がどこでそのような話を聞いたのかはわからぬが
無くはない、とだけ言っておこう","Hmm, a matter to discuss? 
Ah, a ""potion that grants super-speed""? 
I am unsure where you heard such a tale, 
but I will say it is not entirely impossible."
"全てのポーンがその効果を得られるわけではないこと
そして、その効果が特殊過ぎるが故に
表に出回ることは無かった類のものだ","Not all Pawns are capable of benefiting from it. 
Moreover, due to its highly unique nature, 
it was the kind of thing that never circulated."
"どうしても今必要である、と？
――ならば、一つこちらの依頼に応えてもらおう
その対価としてであれば、秘薬を譲ろう
貴君であれば、悪用の恐れも無いだろう","You claim it is urgently needed, do you? 
If so, then fulfill this task of mine. 
In return, I will give you the potion. 
I trust you will not misuse it, given who you are."
"この近隣に生息する樹人たちの長
リンウッドでは“凶悪なエント”と
呼ばれている存在が、急に暴れ出したとのこと","The treant leader in this area,
known as the ""Angry Ent Chieftain"" in Lynwood,
has suddenly begun a rampage in the woods."
"かの魔物の怒りを買う出来事が
何かあったのやもしれぬが
このままではリンウッドの村が危ない
至急、エントの暴走を鎮めてきてほしい","Something must have happened to provoke
the ire of that creature, but if this continues, 
Lynwood Village will be in danger.
Please, hurry and quell the Ent's rampage."
"この近隣に生息する樹人たちの長
リンウッドでは“凶悪なエント”と
呼ばれている存在が、急に暴れ出したとのこと","The treant leader in this area,
known as the ""Angry Ent Chieftain"" in Lynwood,
has suddenly begun a rampage in the woods."
"かの魔物の怒りを買う出来事が
何かあったのやもしれぬが
このままではリンウッドの村が危ない
至急、エントの暴走を鎮めてきてほしい","Something must have happened to provoke
the ire of that creature, but if this continues, 
Lynwood Village will be in danger.
Please, hurry and quell the Ent's rampage."
"樹人の暴走は何とかなったようだな
それにしても、急に暴れ出すとは
一体何があったのか――
何か凶事の前触れでなければ良いが","It seems the treant rampage has been quelled. 
Still, for them to suddenly lash out, 
I wonder what happened. I hope this is not 
a forewarning of some dreadful calamity."
"ともかく、貴君との約束を果たすとしよう
“高速移動が可能になる秘薬”とは
恐らくこれのことだろう","Regardless, I shall honor my promise to you. 
The ""potion that grants super-speed"" is likely 
this very thing here."""
"このポーン郷では悪用を防ぐため
いくつかの特殊な薬剤を秘密裡に管理している
これはその内の1つだ","In this Pawn Cathedral,
several special elixirs are kept secret
from the populous to prevent its misuse.
This is one of them."
"何に使うつもりかは聞かずにおくが
この薬の効果はごく一時的なもの
そして、使ったところで必ず使いこなせるとは限らない","I won't ask what you intend to use it for, 
but the effects of this potion are only temporary. 
Once imbibed, there's no guarantee
one will be able to control its effects."
"使用するポーン自身の強い想いと
潜在能力次第、といったところだ
あまりこの薬を頼りに思わないほうがいい","It depends on the Pawn's strength of will
and latent potential. I would not recommend
relying too much on this potion."
