"old","new"
"やあ、今年もハロウィンの季節がきたんだが――
実はシェリーちゃんの様子が変なんだ","Well, that time of the year has come 'round again—
it's Halloween season, but, something's strange
about little Ms. Shelly this year."
"怒ってるわけでも無さそうだし
喋ると何だか妙に怖いしで
ああなっている理由がさっぱりわからない
頼む、君も様子をみてくれないか","It doesn't seem like she's angry,
but when she speaks, it's awfully strange.
I have no idea why she's behaving like that.
Please, could you take a look at her as well?"
"ヨウヤク、コノキセツガキタワネ
コトシコソハ――オカシヲ、タクサン――
フフフフ――フフフフフ――","At last, the time has come.
This year, many sweets, I shall have—
Fufufu—fufufufu—"
"ワタシガ、ヘン――？
フフフフフ、オカシナコトヲ――イウノネェ
ホラ、マチガイナクしぇりーヨ","Me? Strange—?
Fufufufu, nothing strange here.
Look, there's no doubt that I'm Shelly."
"ソンナコトヨリ
オカシ、チョウダイ","Nevermind that.
Sweets, gimme!"
"ほら！　な！？
やっぱり様子がおかしいだろう
頼む、彼女に何がおこったのか調べてくれ！
このままでは今年のハロウィンは中止だぁ！","Look! You see!? She's acting odd, isn't she? 
I beg you, find out what's going on with her!
If she continues to be like this,
we won't have Halloween this year!"
"そういえば、ここに来る途中に聞いたんだが
《ゴーストランタン》というものがあるらしい
かざすと真実の姿を照らし出すという
不思議な力をもったランタンだそうだ","Come to think of it, I heard on the way here
about something called the 《Ghost Lantern》.
They say it holds a mysterious power that reveals
the true forms of things when held aloft."
"それを何とかして入手できないだろうか――
えーっと、いつもの！
何でも交換してくれる彼！
彼のところで調べてきてくれ","Can't we somehow obtain it?
Let’s see, the usual one!
That fellow who trades anything!
Go see if he knows anything about it."
"おやおや、覚者さん
ずいぶん急いでどうなさいました
――本日はどのようなご用件で？","Well, well, Arisen.
What brings you here in such a hurry?"
"なるほど、《ゴーストランタン》でございますか
――あることにはありますよ、ええ","I see, the 《Ghost Lantern》, is it?
Yes, such a thing does exist—
Indeed, it does."
"こちら少々“いわく付き”の品なので
あまり表には出していないのですがね――
へっへへ、他ならぬ覚者さんの頼みですからねぇ
ええ、交換とさせていただきましょうか","This here is a bit of “cursed” item, so I don't 
put it on display. Heh heh, but since it’s 
your request, Ser, I will allow it. 
Shall we proceed with a trade?"
"そりゃ、いくら覚者さんといえど
タダで差し上げるわけにはいきませんよ
相応の品をお持ち下されば
その対価としてお譲りいたしますとも――へへ","Well, even for you, Ser, I can't just give 
this away for free. Bring me something of 
equal value, and I shall part with it— 
heh heh."
"持ってきていただく品物は――
そうですね、今しか手に入らない
《おばけマシュマロ》でいかがです
なんでも、魔物を倒すと手に入るそうで","The item you need to bring me is— 
let's see, how about some 
《Ghost Marshmallows》, which can 
only be obtained now? I hear they 
can be found by defeating monsters."
"おお、とてもよくお似合いで――
ただし、以前にも申しました通り
そのランタンは多少“いわく付き”の品でして
あやしげなものを照らす際には、ご注意を","Oh, it suits you very well— 
however, as I mentioned before, 
that lantern carries a bit of a 
""reputation."" So do take care when 
using it to illuminate anything suspicious."
"おおお、それがゴーストランタンか！
早速シェリーちゃんを照らして
――と思ったのだが、当のシェリーちゃんが
どこかへ行ってしまったのだ","Ah, so this is the Ghost Lantern! 
I intended to illuminate Ms. Shelly 
immediately— but alas, it appears 
that she has wandered off 
somewhere. Where could she be now?"
"追いかけたのだが、フラフラしてる割に
意外と足が速くて――
み、見失ってしまって――","I tried to pursue her, but despite 
being a bit wobbly, she's surprisingly 
fast— I ended up losing track of 
her, and now she's nowhere to be found— 
Where could she possibly be?"
"方向的にはテル村の方へ
行ったんじゃないかと思うんだがね
――頼む、彼女を探してきてくれ！","I think she went
in the direction of Tel Village.
--Please, go find her!"
"ああ、覚者さん
ついさっき、不思議な恰好の美女が
ブツブツ独り言を言いながら
井戸の方に歩いていったのを見たんだよ","Ah, Ser, just a moment ago, I saw a 
beautiful woman in strange attire muttering 
to herself as she walked towards the well— 
It was quite the sight, I assure you— 
She seemed rather lost in thought."
"何事かと思って後を追ったんだけど
いくら覗いても井戸の中には
誰もいないんだ","Curious about what was happening, 
I followed her, but no matter how much I peered 
into the well, there was no one inside— 
It was as if she had vanished into thin air."
"真っ暗だし、探すのをやめて出てきたよ
何か明るく照らすものがないとダメだな","It was so dark that I gave up searching and 
came out. I need something bright to 
shine a light on the situation; without 
it, searching is futile in this darkness."
"そこの井戸に女性が入っていくのを見たけど
暗くて何も見えないから、
何か明るく照らすものをもって行った方がいい","I saw a woman go into that well, but 
it’s too dark to see anything. 
You’d best take something bright 
to illuminate the area if you plan 
to look around there."
"ナ、ナアニ？　コンナトコロマデ――
ワタシニ、ナニカヨウ？","Wh-What? You came all the way 
to a place like this to ask me 
something? What is it you seek?"
"ココニハ、アヤシイモノナンテ
ナニモナイワ
――シンジテクレルワヨネ？","There’s nothing strange here, 
I promise. You believe me, 
don't you? I'm telling the truth."
"信じない","Don't believe"
"信じる","Believe"
"アラ、ウフフフ
オホホ――ァアハハハハハ","Oh my, hehehe! 
Hoho—ahhahahaha!"
"バレテイタノネ
ミノガシテアゲヨウト
オモッタノニ","So I was found out, huh? 
I thought I would let you 
go free, but it seems 
that's not possible."
"ソウヨ、ワタシハしぇりーヨ","Yes, that’s me, Shelly."
"あら？　私、どうしてこんなところに？
おかしいわねぇ、アンジェロと一緒に
今年のハロウィンをお知らせに来たはずなのに","Huh? What am I doing in a place 
like this? It’s odd, I was meant to 
go with Angelo to share 
the news of this year’s Halloween."
"珍しいお菓子を拾おうと思ったら
急に目の前に――誰かのドレスのすそが見えて――
その先をよく覚えてないわ","I was going to pick up a rare sweet 
when suddenly right in front of me, 
I saw the hem of someone’s dress. 
But I can't quite remember what 
happened next."
"とにかく、早くレスタニアに戻って
アンジェロとハロウィンの準備をしなきゃね！
先に戻ってアンジェロにもそう伝えてくれるかしら","In any case, I must hurry back to 
Lestania to prepare for Halloween with 
Angelo! Could you please 
go ahead and let Angelo know that?"
"先に戻ってアンジェロに伝えてくれない？
私もすぐ帰るからって","Would you mind returning to 
inform Angelo first? I'll be there shortly."
"おお！　シェリーちゃんが帰ってきた！
しかも、様子がおかしかった原因も
無事に解決したようじゃないか！","Oh! Ms. Shelly has come back! 
And it seems that the reason for 
her odd behavior has been 
safely resolved!"
"君に頼んで正解だった
いやー助かった、本当にどうもありがとう
正直怖くてどうしようかと思ったよ","It was the right choice to ask you. 
You've really saved me, truly, 
thank you so much! Honestly, 
I was so scared and didn't know 
what to do."
"さっ、今年も楽しくおいしい
ステキなハロウィンを始めようじゃないかッ！","Let's have a fun and delicious
Halloween again this year!"
"魔物を倒して、お菓子をたくさん集めたら
あの鑑定交換のおじさんのところに行くといい","After defeating monsters and 
collecting lots of treats, 
it would be best to visit 
that appraisal exchange fellow."
"フフフ、彼には事前に“景品”になるものを
準備してもらっておいたのだ
食べてよし、交換してよしのハロウィン
楽しんでくれたまえ！","Hehe, I arranged for him to prepare 
some ""gifts"" in advance. 
You can eat them or trade them for 
Halloween fun. Enjoy, Ser!"
"――「いわく付きの物を処分するいい機会」とか
言っていた気もするが、彼なりのジョークだろう
い、一応は実際に見て確かめておいた方が
いいかもしれないがね","I recall him saying it was a 
great opportunity to dispose of 
""haunted items,"" which I suppose 
was his way of joking. Still, 
it might be wise to check for 
myself, just to be safe."
"アンジェロに心配かけちゃったわ
彼ったらずいぶんうろたえたみたい","I'm so sorry I worried Angelo.
He looks so upset."
"あ、そうそう
あの不思議なカボチャの被り物
私には似合わないからあなたに上げるわ","Ah, right! That strange pumpkin 
headpiece doesn't suit me, so 
I'll give it to you instead."
"そうそう、ゴーストランタン以外にも
いろんな“いわく付き”のものを取り揃えております
気になるものがあれば、お菓子と交換いたしますよ","Yes, indeed! In addition to the 
ghost lantern, we have a variety 
of ""cursed"" items for you to 
choose from. If something 
interests you, I can trade it for some treats!"
"ああシェリーちゃん、一体どうしちゃったんだ","Oh, Shelly, what in the world 
has happened to you..."
"ワスレモシナイ　キョネンノイマゴロ――オマエタチハ
ワタシノアツメタ、くっきートきゃんでぃーヲ
ネコソギウバッテイッタノヨ！
コトシコソ、ウバウガワニ――！","Remember, this time last 
year— you all snatched the 
candies I collected! This year, 
I’ll reclaim what's mine—!"
