"old","new"
"ホッホッホ、初めまして！
わしは君と同じ覚者、ニコラスという者だ
後ろにいるのは従者のミーアとマルコ","Ho-ho-ho, nice to meet you!
I'm Nicholas, an Arisen like you.
Behind me are my followers, Mia and Marco."
"さて、わしは普段は一覚者として
北の方で活動しているのだが――
この時期だけは特別な任務についていてね","Now, I'm normally an Arisen, 
operating in the north of the country.
But this time of year I'm on a special mission."
"それは、このレスタニアの地に
幸せな気持ちを広めること
そのために従者と共にここに来たのだ","That is, to spread 
happiness in the land of Lestania.
That's why I'm here with my followers."
"我々の話を聞いて少しでも共感してもらえたら
同じ覚者のよしみで、私の手伝いをしてみないかね？","If our story resonates with you, even a little, 
would you consider lending me a hand, 
as one Arisen to another?"
"詳しい話は、二人の従者から聞いておくれ","For the full story, please speak with the two 
attendants."
"御機嫌よう覚者様、私はマルコと申します
我が主が目指すのは、寒い季節でも
心は温かい、そんな時間と気持ちを
全ての人と共有すること","Greetings, Master Arisen. I am known as Marco. 
My lord's goal is to create a time and feeling 
where hearts stay warm, even in the coldest 
seasons, and share this with all people."
"気持ちを共有するためには
まずは身なりからお揃いにするのが一番――
それが私達の考えでございます","To share our feelings, the best way is to first 
match our attire. That is what we believe."
"私の恰好、でございますか？
これは主のためならどんな苦労も厭わない――
そんな決意を表す特別な衣装でございます","My attire, you ask? This is a special outfit 
that represents my resolve to endure any hardship 
for my lord."
"どうもどうも覚者様！　あたしはミーア
あたしたちの毎日って、熱くたぎる戦火の中で
勝利の雄たけびを上げたり上げなかったり
してる感じですよね？","Greetings, Master Arisen! I am Mia. 
Our daily lives feel like we're caught in fiery 
battles, sometimes shouting victory cries, and 
sometimes not, don't they?"
"でも、たまには心のこもった挨拶や行動で
お互いの苦労ねぎらったり、思い出を作るのも
素敵だと思いません？","But don't you think it's wonderful to sometimes 
exchange heartfelt greetings or actions, 
acknowledge each other's struggles, and create 
memories together?"
"あたしたちは、年に一度のこのシーズンに
そんなキラキラしたものを広めるため
主と共に活動しているのでーす！","During this once-a-year season, we work alongside 
our lord to spread such sparkling joy to all!"
"さて、これで我々の考えは理解してもらえたかな？
もし共感してもらえるのなら
次からは手伝いのための準備をしてもらいたい","Now then, do you grasp our vision? 
If it resonates with you, please begin readying 
yourself to lend a hand."
"まずは、わしの従者二人から
話を聞いてみてくれ","First, please speak with my two attendants and 
hear what they have to say."
"メリークリスマス、覚者様","Merry Christmas, Arisen."
"メリークリスマス！　覚者さま！","Merry Christmas, Master Arisen!"
