"old","new"
"【ヒント：竜力の継承 方法】","[Hint: Dragon Force Augmentation]"
"①白竜に話し、《竜力の継承》を選択","Speak to the White Dragon and select ""Dragon Force Augmentation""."
"②アップさせたい項目カテゴリーを選択","Select the category you want to augment."
"③必要ブラッドオーブを消費
※以降、解放済みと隣りあった項目が選択可能です
※メインポーンも継承可能です","Consume the necessary Blood Orbs.
※From here on, selectable options are 
adjacent to unlocked ones.
※Main Pawns can also be augmented."
"なあ――
グリッテン砦までひとっ走りどうだ？
届けてもらいたい物があるんだ","Hey, listen...
How about making a quick run to Fort Gritten?
There's something I want you to deliver for me."
"砦の守備隊長、ヴァネッサは知っているか？
戦闘と鍛錬に明け暮れる彼女の生き方は
おれたち覚者の人生の、ひとつの解答だ","Do you know Vanessa, 
the captain of the fort's garrison?
Her way of life, consumed by combat and training,
is one answer to how to live our lives as Arisen."
"言葉を交わせば何か得るものがあるだろう
だから、この仕事はおまえに頼みたい
いや、これは命令だ","If you exchange words, 
there must be something to gain, right?
That's why I want to rely on you for this job.
No, that's an order."
"砦に入ったらヴァネッサに従え
彼女があそこの法律だからな","Once you're in the fort, follow Vanessa's orders.
She's the law over there."
"心なしか白竜様の石化がほんの少しだけ
広がっています","It seems that Lord White Dragon's petrification 
is spreading ever so slightly."
"《ブラッドオーブ》が手に入るといいのですが","I hope we can get the Blood Orb."
"レスタニアで起こったことは
たとえそれが辺境での出来事であっても
数日でこの神殿に伝わってくる
その評価と吟味もわたしの仕事だ","What happens in Lestania will be relayed to this 
temple, even if it is an event in a remote region.
It is my job to evaluate and scrutinize it."
"詳しいことはわからないけど
この間の、グリッテン砦の戦いからこっち――
状況が少し変わったみたいなんだよね","I don't know the details, but it seems like the 
situation has changed since the battle at 
Fort Gritten the other day."
"好転、だといいんだけど","I hope things will improve."
"ヴァネッサは、あれで結構冗談もわかる
でも、調子に乗るのは禁物
ちょっと距離を置いた関係がおすすめだね","Vanessa is quite good at understanding jokes, 
but it's best not to get carried away. 
Maintaining a little bit of distance in the 
relationship is recommended."
"――内緒だよ、これ","--Don't tell anyone."
"なんの用だ――こう見えて忙しい
騎士は覚者ほど自由ではないからな","What do you want?
--Even though it may not seem like it, I'm busy. 
Knights aren't as free as Arisen, you know."
"どうした？　魔物は倒したのか？","What's up?　Did you defeat the demon?"
"ヴァネッサはどうだった？
あまり待たせるなよ","How was Vanessa?
Don't keep me waiting too long."
"ご苦労だった
おまえが見事に魔物を倒したという
報告は受けている","Thanks for your hard work.
I've been informed
that you defeated the demon successfully."
"ひとつ確認しておきたいのだが
戦利品は《ブラッドオーブ》だったろう？","There is something I want to confirm.
The spoils were ""Blood Orbs,"" right?"
