"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"13","q00030420_00_5014","悪しき竜のねぐらへ向かい黒剣を探す","Head towards the Evil Dragon's Roost
and search for the Black Sword.","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","13"
"13","q00030420_00_5014","悪しき竜のねぐらへ向かい黒剣を探す","Head towards the Evil Dragon's Roost
and search for the Black Sword.","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","13"
"14","q00030420_00_5015","魔物を倒し黒剣を破壊する","Defeat the enemy and destroy the Black Sword","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","14"
"14","q00030420_00_5015","魔物を倒し黒剣を破壊する","Defeat the enemy and destroy the Black Sword","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","14"
"15","q00030420_00_5016","ジリアンと話す","Speak with Gillian","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","15"
"15","q00030420_00_5016","ジリアンと話す","Speak with Gillian","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","15"
"16","q00030420_00_5036","渦に呑みこまれようとしている王都メガドへ向かう","Head to the Royal Capital Megado 
that is being engulfed by a vortex.","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","16"
"16","q00030420_00_5036","渦に呑みこまれようとしている王都メガドへ向かう","Head to the Royal Capital Megado 
that is being engulfed by a vortex.","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","16"
"17","q00030420_00_5051","レスタニアに帰還し白竜神殿のトラバースの元へ向かう","Return to Lestania and head to 
Travers at the White Dragon Temple.","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","17"
"17","q00030420_00_5051","レスタニアに帰還し白竜神殿のトラバースの元へ向かう","Return to Lestania and head to 
Travers at the White Dragon Temple.","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","17"
"18","q00030420_00_5052","トラバースから大竜晶破壊戦：奪われた王宮を受諾してクリアする","Clear ""The Great Dragon Crystal War:
Captured Palace"" by accepting
the challenge from Travers.","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","18"
"18","q00030420_00_5052","トラバースから大竜晶破壊戦：奪われた王宮を受諾してクリアする","Clear ""The Great Dragon Crystal War:
Captured Palace"" by accepting
the challenge from Travers.","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","18"
"20","q00030420_00_5053","王都メガド回廊前で待つ覚者隊の元へ向かう","Head towards the location of the former 
Arisen Corps, waiting in front of the
Megado Corridor in the Royal Capital.","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","20"
"20","q00030420_00_5053","王都メガド回廊前で待つ覚者隊の元へ向かう","Head towards the location of the former 
Arisen Corps, waiting in front of the
Megado Corridor in the Royal Capital.","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","20"
"2","q00030420_00_5058","アッカーシェランへ向かう","Head to Acre Selund","ui\00_message\quest_info\q00030420_00.gmd","\quest\q00030420.arc","q00030420.arc","2"
"2","q00030420_00_5058","アッカーシェランへ向かう","Head to Acre Selund","ui\00_message\quest_info\q00030420_00.gmd","\ui\history\history_data_001.arc","history_data_001.arc","2"
