#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
8,item_use_limit,使用制限,Use Limit,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,8
20,item_weapon_type,武器タイプ,Weapon Type,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,20
22,magic_attack,魔法攻撃力,Magick Atk,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,22
69,magic_difence,魔法防御力,Magick Def,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,69
224,material_cateforyname_add_status,特質錬石,Slayer Stone,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,224
129,material_cateforyname_alchemy,錬金材,Alchemy Material,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,129
221,material_cateforyname_all,すべて,All,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,221
116,material_cateforyname_bone,骨,Bone,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,116
112,material_cateforyname_cloth,布,Cloth,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,112
227,material_cateforyname_draskill,ドラゴンアビリティ,Dragon Ability,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,227
136,material_cateforyname_dyes,染料,Dye,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,136
131,material_cateforyname_etc,その他,Other,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,131
117,material_cateforyname_fang,牙,Fang,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,117
120,material_cateforyname_feather,羽,Feather,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,120
123,material_cateforyname_flower,花,Flower,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,123
135,material_cateforyname_for_g,防具用,For Armor,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,135
134,material_cateforyname_for_w,武器用,For Weapon,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,134
114,material_cateforyname_fur,毛,Fur,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,114
122,material_cateforyname_grass,草,Grass,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,122
118,material_cateforyname_horn,角,Horn,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,118
121,material_cateforyname_jewel,宝石,Gem,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,121
127,material_cateforyname_liquid,液体,Liquid,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,127
130,material_cateforyname_meat,肉,Meat,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,130
109,material_cateforyname_metal,金属,Metal,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,109
110,material_cateforyname_mineral,鉱石,Ore,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,110
125,material_cateforyname_mushroom,キノコ,Mushroom,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,125
115,material_cateforyname_pelt,皮,Skin,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,115
226,material_cateforyname_pspskill,ポーンの閃き,Pawn Inspiration,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,226
111,material_cateforyname_sand,砂材,Sand,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,111
128,material_cateforyname_scroll,巻物,Scroll,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,128
124,material_cateforyname_seed,実,Seed,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,124
119,material_cateforyname_shell,貝,Shell,ui\00_message\ui\parameter.gmd,\ui\menu_cmn.arc,menu_cmn.arc,119
