#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
24,common_unitname_bo,ブラッドオーブ,Blood Orb,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,24
24,common_unitname_bo,ブラッドオーブ,Blood Orb,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
121,common_unitname_cp,クランポイント,Clan Point,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,121
121,common_unitname_cp,クランポイント,Clan Point,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,121
114,common_unitname_craftskillreset,クラフトスキルリセット,Reset Craft Skills,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,114
114,common_unitname_craftskillreset,クラフトスキルリセット,Reset Craft Skills,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,114
142,common_unitname_dp,ドミニオンポイント,Dominion Point,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,142
142,common_unitname_dp,ドミニオンポイント,Dominion Point,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,142
154,common_unitname_dragon_mark_01,金竜の印,Gold Dragon Mark,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,154
154,common_unitname_dragon_mark_01,金竜の印,Gold Dragon Mark,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,154
155,common_unitname_dragon_mark_02,銀竜の印,Silver Dragon Mark,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,155
155,common_unitname_dragon_mark_02,銀竜の印,Silver Dragon Mark,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,155
156,common_unitname_dragon_mark_03,赤竜の印,Red Dragon Mark,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,156
156,common_unitname_dragon_mark_03,赤竜の印,Red Dragon Mark,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,156
157,common_unitname_entrance_right,黒呪の迷宮リセット券,Bitterblack Maze Reset Ticket,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,157
157,common_unitname_entrance_right,黒呪の迷宮リセット券,Bitterblack Maze Reset Ticket,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,157
147,common_unitname_evoticket,カスタムメイドサービス券,Custom-Made Service Ticket,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,147
147,common_unitname_evoticket,カスタムメイドサービス券,Custom-Made Service Ticket,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,147
22,common_unitname_g,ゴールド,Gold,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,22
22,common_unitname_g,ゴールド,Gold,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
29,common_unitname_gs,黄金石,Golden Gemstone,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,29
29,common_unitname_gs,黄金石,Golden Gemstones,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
130,common_unitname_hb,ハイオーブ,High Orbs,ui\00_message\ui\common_message.gmd,\systemFlow.arc,systemFlow.arc,130
130,common_unitname_hb,ハイオーブ,High Orb,ui\00_message\ui\common_message.gmd,\ui\gui_cmn.arc,gui_cmn.arc,130
