2,q80201035_00_2588,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201035_00.gmd,\quest\q80201035.arc,q80201035.arc,2,Partner Pawn
3,q80201035_00_2665,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201035_00.gmd,\quest\q80201035.arc,q80201035.arc,3,Partner Pawn
0,q80201036_00_43,砦の威光,The Fort's Authority,ui\00_message\quest_info\q80201036_00.gmd,\quest\q80201036.arc,q80201036.arc,0,Partner Pawn
1,q80201036_00_43,,,ui\00_message\quest_info\q80201036_00.gmd,\quest\q80201036.arc,q80201036.arc,1,
2,q80201036_00_2589,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201036_00.gmd,\quest\q80201036.arc,q80201036.arc,2,Partner Pawn
3,q80201036_00_2666,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201036_00.gmd,\quest\q80201036.arc,q80201036.arc,3,Partner Pawn
0,q80201037_00_44,堅牢の砦,The Solid Fortress,ui\00_message\quest_info\q80201037_00.gmd,\quest\q80201037.arc,q80201037.arc,0,Partner Pawn
1,q80201037_00_44,,,ui\00_message\quest_info\q80201037_00.gmd,\quest\q80201037.arc,q80201037.arc,1,
2,q80201037_00_2591,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201037_00.gmd,\quest\q80201037.arc,q80201037.arc,2,Partner Pawn
3,q80201037_00_2667,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201037_00.gmd,\quest\q80201037.arc,q80201037.arc,3,Partner Pawn
0,q80201038_00_45,立ち塞がるは仁王,Gods Stand in One's Path,ui\00_message\quest_info\q80201038_00.gmd,\quest\q80201038.arc,q80201038.arc,0,Partner Pawn
1,q80201038_00_45,,,ui\00_message\quest_info\q80201038_00.gmd,\quest\q80201038.arc,q80201038.arc,1,
2,q80201038_00_2601,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201038_00.gmd,\quest\q80201038.arc,q80201038.arc,2,Partner Pawn
3,q80201038_00_2673,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201038_00.gmd,\quest\q80201038.arc,q80201038.arc,3,Partner Pawn
0,q80201039_00_46,万年床,Unmade Bedding,ui\00_message\quest_info\q80201039_00.gmd,\quest\q80201039.arc,q80201039.arc,0,Partner Pawn
1,q80201039_00_46,,,ui\00_message\quest_info\q80201039_00.gmd,\quest\q80201039.arc,q80201039.arc,1,
2,q80201039_00_2592,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201039_00.gmd,\quest\q80201039.arc,q80201039.arc,2,Partner Pawn
3,q80201039_00_2672,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201039_00.gmd,\quest\q80201039.arc,q80201039.arc,3,Partner Pawn
0,q80201040_00_47,赤々しき球,Bright Red Orb,ui\00_message\quest_info\q80201040_00.gmd,\quest\q80201040.arc,q80201040.arc,0,Partner Pawn
1,q80201040_00_47,,,ui\00_message\quest_info\q80201040_00.gmd,\quest\q80201040.arc,q80201040.arc,1,
2,q80201040_00_2593,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201040_00.gmd,\quest\q80201040.arc,q80201040.arc,2,Partner Pawn
3,q80201040_00_2671,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201040_00.gmd,\quest\q80201040.arc,q80201040.arc,3,Partner Pawn
0,q80201041_00_48,灯台鎮魂歌,Lighthouse Requiem,ui\00_message\quest_info\q80201041_00.gmd,\quest\q80201041.arc,q80201041.arc,0,Partner Pawn
1,q80201041_00_48,,,ui\00_message\quest_info\q80201041_00.gmd,\quest\q80201041.arc,q80201041.arc,1,
2,q80201041_00_2594,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201041_00.gmd,\quest\q80201041.arc,q80201041.arc,2,Partner Pawn
3,q80201041_00_2670,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201041_00.gmd,\quest\q80201041.arc,q80201041.arc,3,Partner Pawn
0,q80201042_00_49,奇妙な屍竜,Strange Undead Dragon,ui\00_message\quest_info\q80201042_00.gmd,\quest\q80201042.arc,q80201042.arc,0,Partner Pawn
1,q80201042_00_49,,,ui\00_message\quest_info\q80201042_00.gmd,\quest\q80201042.arc,q80201042.arc,1,
2,q80201042_00_2595,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201042_00.gmd,\quest\q80201042.arc,q80201042.arc,2,Partner Pawn
3,q80201042_00_2669,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201042_00.gmd,\quest\q80201042.arc,q80201042.arc,3,Partner Pawn
0,q80201043_00_50,秘めし豪運,Secret Great Luck,ui\00_message\quest_info\q80201043_00.gmd,\quest\q80201043.arc,q80201043.arc,0,Partner Pawn
1,q80201043_00_50,,,ui\00_message\quest_info\q80201043_00.gmd,\quest\q80201043.arc,q80201043.arc,1,
2,q80201043_00_2596,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201043_00.gmd,\quest\q80201043.arc,q80201043.arc,2,Partner Pawn
3,q80201043_00_2668,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201043_00.gmd,\quest\q80201043.arc,q80201043.arc,3,Partner Pawn
0,q80201044_00_51,とある錬金実験室,A Certain Alchemy Laboratory,ui\00_message\quest_info\q80201044_00.gmd,\quest\q80201044.arc,q80201044.arc,0,Partner Pawn
1,q80201044_00_51,,,ui\00_message\quest_info\q80201044_00.gmd,\quest\q80201044.arc,q80201044.arc,1,
2,q80201044_00_2590,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201044_00.gmd,\quest\q80201044.arc,q80201044.arc,2,Partner Pawn
3,q80201044_00_2674,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201044_00.gmd,\quest\q80201044.arc,q80201044.arc,3,Partner Pawn
0,q80201045_00_52,ドラゴンフォール,Dragon Falls,ui\00_message\quest_info\q80201045_00.gmd,\quest\q80201045.arc,q80201045.arc,0,Partner Pawn
1,q80201045_00_52,,,ui\00_message\quest_info\q80201045_00.gmd,\quest\q80201045.arc,q80201045.arc,1,
2,q80201045_00_2597,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201045_00.gmd,\quest\q80201045.arc,q80201045.arc,2,Partner Pawn
3,q80201045_00_2675,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201045_00.gmd,\quest\q80201045.arc,q80201045.arc,3,Partner Pawn
0,q80201046_00_53,遺りし噴水,The Remaining Fountain,ui\00_message\quest_info\q80201046_00.gmd,\quest\q80201046.arc,q80201046.arc,0,Partner Pawn
1,q80201046_00_53,,,ui\00_message\quest_info\q80201046_00.gmd,\quest\q80201046.arc,q80201046.arc,1,
2,q80201046_00_2598,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201046_00.gmd,\quest\q80201046.arc,q80201046.arc,2,Partner Pawn
3,q80201046_00_2676,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201046_00.gmd,\quest\q80201046.arc,q80201046.arc,3,Partner Pawn
0,q80201047_00_54,巨大機兵と共に,With the Goliath,ui\00_message\quest_info\q80201047_00.gmd,\quest\q80201047.arc,q80201047.arc,0,Partner Pawn
1,q80201047_00_54,,,ui\00_message\quest_info\q80201047_00.gmd,\quest\q80201047.arc,q80201047.arc,1,
2,q80201047_00_2599,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201047_00.gmd,\quest\q80201047.arc,q80201047.arc,2,Partner Pawn
3,q80201047_00_2677,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201047_00.gmd,\quest\q80201047.arc,q80201047.arc,3,Partner Pawn
0,q80201048_00_55,王宮の面影,Image of the Palace,ui\00_message\quest_info\q80201048_00.gmd,\quest\q80201048.arc,q80201048.arc,0,Partner Pawn
1,q80201048_00_55,,,ui\00_message\quest_info\q80201048_00.gmd,\quest\q80201048.arc,q80201048.arc,1,
2,q80201048_00_2600,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201048_00.gmd,\quest\q80201048.arc,q80201048.arc,2,Partner Pawn
3,q80201048_00_2678,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201048_00.gmd,\quest\q80201048.arc,q80201048.arc,3,Partner Pawn
0,q80201049_00_56,安眠の虜,The Peacefully Sleeping Captive,ui\00_message\quest_info\q80201049_00.gmd,\quest\q80201049.arc,q80201049.arc,0,Partner Pawn
1,q80201049_00_56,,,ui\00_message\quest_info\q80201049_00.gmd,\quest\q80201049.arc,q80201049.arc,1,
2,q80201049_00_2602,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80201049_00.gmd,\quest\q80201049.arc,q80201049.arc,2,Partner Pawn
3,q80201049_00_2679,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80201049_00.gmd,\quest\q80201049.arc,q80201049.arc,3,Partner Pawn
0,q80301000_00_59,知略集う場所,Where the Resourceful Gather,ui\00_message\quest_info\q80301000_00.gmd,\quest\q80301000.arc,q80301000.arc,0,Partner Pawn
1,q80301000_00_59,,,ui\00_message\quest_info\q80301000_00.gmd,\quest\q80301000.arc,q80301000.arc,1,
2,q80301000_00_3196,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301000_00.gmd,\quest\q80301000.arc,q80301000.arc,2,Partner Pawn
3,q80301000_00_3197,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301000_00.gmd,\quest\q80301000.arc,q80301000.arc,3,Partner Pawn
0,q80301001_00_60,いにしえの女帝像,The Ancient Empress Statue,ui\00_message\quest_info\q80301001_00.gmd,\quest\q80301001.arc,q80301001.arc,0,Partner Pawn
1,q80301001_00_60,,,ui\00_message\quest_info\q80301001_00.gmd,\quest\q80301001.arc,q80301001.arc,1,
2,q80301001_00_3198,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301001_00.gmd,\quest\q80301001.arc,q80301001.arc,2,Partner Pawn
3,q80301001_00_3199,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301001_00.gmd,\quest\q80301001.arc,q80301001.arc,3,Partner Pawn
0,q80301002_00_61,華麗なる舞姫,The Grand Dancing Girl,ui\00_message\quest_info\q80301002_00.gmd,\quest\q80301002.arc,q80301002.arc,0,Partner Pawn
1,q80301002_00_61,,,ui\00_message\quest_info\q80301002_00.gmd,\quest\q80301002.arc,q80301002.arc,1,
2,q80301002_00_3200,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301002_00.gmd,\quest\q80301002.arc,q80301002.arc,2,Partner Pawn
3,q80301002_00_3201,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301002_00.gmd,\quest\q80301002.arc,q80301002.arc,3,Partner Pawn
0,q80301003_00_63,堂々たる名華,The Magnificent Flower,ui\00_message\quest_info\q80301003_00.gmd,\quest\q80301003.arc,q80301003.arc,0,Partner Pawn
1,q80301003_00_63,,,ui\00_message\quest_info\q80301003_00.gmd,\quest\q80301003.arc,q80301003.arc,1,
2,q80301003_00_3202,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301003_00.gmd,\quest\q80301003.arc,q80301003.arc,2,Partner Pawn
3,q80301003_00_3203,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301003_00.gmd,\quest\q80301003.arc,q80301003.arc,3,Partner Pawn
0,q80301004_00_64,遠望の灼溶山,View of the Melting Mountain,ui\00_message\quest_info\q80301004_00.gmd,\quest\q80301004.arc,q80301004.arc,0,Partner Pawn
1,q80301004_00_64,,,ui\00_message\quest_info\q80301004_00.gmd,\quest\q80301004.arc,q80301004.arc,1,
2,q80301004_00_3204,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301004_00.gmd,\quest\q80301004.arc,q80301004.arc,2,Partner Pawn
3,q80301004_00_3205,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301004_00.gmd,\quest\q80301004.arc,q80301004.arc,3,Partner Pawn
0,q80301005_00_65,隠れ村の麗滝,Lovely Waterfall of the Hidden Village,ui\00_message\quest_info\q80301005_00.gmd,\quest\q80301005.arc,q80301005.arc,0,Partner Pawn
1,q80301005_00_65,,,ui\00_message\quest_info\q80301005_00.gmd,\quest\q80301005.arc,q80301005.arc,1,
2,q80301005_00_3206,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301005_00.gmd,\quest\q80301005.arc,q80301005.arc,2,Partner Pawn
3,q80301005_00_3207,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301005_00.gmd,\quest\q80301005.arc,q80301005.arc,3,Partner Pawn
0,q80301006_00_3208,フォトモードを使い、指定の場所でポーンと写真を撮る,"Take a picture with your pawn at the 
specified location using Photo Mode",ui\00_message\quest_info\q80301006_00.gmd,\quest\q80301006.arc,q80301006.arc,0,Partner Pawn
1,q80301006_00_3209,自室に戻りポーンと会話する,Go back to your room and talk to your Pawn,ui\00_message\quest_info\q80301006_00.gmd,\quest\q80301006.arc,q80301006.arc,1,Partner Pawn
0,q80301050_00_69,【調理日課】ティネス　調理支給,【Daily Cooking】Fort Thines - Cooking Supply,ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,0,Carrie
1,q80301050_00_69,"依頼者から復興に関する
問題解決に挑む","Tackle the issue related to reconstruction,
as presented by the requester",ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,1,Carrie
3,q80301050_00_3377,<NPC 580>を手伝うか決める,Decide if you want to help <NPC 580>,ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,3,Carrie
4,q80301050_00_3378,<STG 443>で<NPC 580>と待ち合わせる,Meet up with <NPC 580> at <STG 443>,ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,4,Carrie
5,q80301050_00_3379,<STG 443>で帰還兵を探し料理をふるまう（残り３）,"Find and serve returning soldiers 
in <STG 443> (3 left)",ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,5,Carrie
2,q80301050_00_3387,<STG 448>に向かい<NPC 580>の用事を聞く,Head to <STG 448> and ask about <NPC 580>'s errands,ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,2,Carrie
6,q80301050_00_3388,<STG 443>で帰還兵を探し料理をふるまう（残り２）,"Find and serve returning soldiers 
in <STG 443> (2 left)",ui\00_message\quest_info\q80301050_00.gmd,\quest\q80301050.arc,q80301050.arc,6,Carrie
