"19","RIM_POP_MSG_M_DOWN","以下","or less","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","19"
"20","RIM_POP_MSG_M_GENDER_ALL","指定なし","Any","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","20"
"21","RIM_POP_MSG_M_GENDER_MALE","男性","Man","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","21"
"22","RIM_POP_MSG_M_GENDER_FEMALE","女性","Woman","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","22"
"23","RIM_POP_MSG_SEARCH_JOB","ジョブ","Jobs","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","23"
"24","RIM_POP_MSG_SEARCH_CRAFTSKILL","クラフトスキル","Craft Skills","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","24"
"25","RIM_POP_MSG_CHARACTER_M_IR","アイテムランク指定","Specify Item Rank","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","25"
"26","RIM_POP_MSG_SEARCH_DRASKILL","ドラゴンアビリティ","Dragon Ability","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","26"
"0","QUEST_MSG_LB_REC","推奨","Recommendation","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","0"
"1","QUEST_MSG_LB_PROV","受注条件","Accept Requirements","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","1"
"2","QUEST_MSG_LB_NOTHING","なし","Any","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","2"
"3","QUEST_MSG_LB_REQ","依頼内容","Request Details","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","3"
"4","QUEST_MSG_LB_REWARD","報酬","Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","4"
"5","QUEST_MSG_LB_EXP","経験値","Experience points","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","5"
"6","QUEST_MSG_LB_G","ゴールド","Gold","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","6"
"7","QUEST_MSG_LB_RIM","リム","Rift Crystal","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","7"
"8","QUEST_MSG_PRIOD","<VAL>まで","Until <VAL>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","8"
"9","QUEST_MSG_LB_NOREWARD","報酬アイテムなし","No rewards","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","9"
"10","QUEST_MSG_MASK","？？？？？","？？？？？","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","10"
"11","QUEST_MSG_TITLE01","Quest Log","Quest Log","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","11"
"12","QUEST_MSG_TITLE02","クエストログ","Quest Log","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","12"
"13","QUEST_MSG_MENU_ENPRI","優先クエストに設定","Set Priority Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","13"
"14","QUEST_MSG_ACCEPTED","受注数：","Accepted:","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","14"
"15","QUEST_MSG_MENU","メニュー","Menu","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","15"
"16","QUEST_MSG_LB_ABS","概要","Overview","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","16"
"17","QUEST_MSG_LB_PROG","進行","Progress","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","17"
"18","QUEST_MSG_TAB_MYQ","マイクエスト","My Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","18"
"19","QUEST_MSG_TAB_PTQ","パーティークエスト情報","Party Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","19"
"20","QUEST_MSG_CG_MAIN","メインクエスト","Main Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","20"
"21","QUEST_MSG_CG_GRAND","ワールドクエスト","World Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","21"
"22","QUEST_MSG_CG_SOLO","パーソナルクエスト","Personal Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","22"
"23","QUEST_MSG_LB_NSTEP","次の目的","Next Step","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","23"
"24","QUEST_MSG_LB_CLEARED","クリア回数","Times Cleared","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","24"
"25","QUEST_MSG_LB_ADDINFO","クリア回数による追加情報","Additional information based on the number of
clears.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","25"
"26","QUEST_MSG_LB_AREAP","エリア名声度：<NAME AREA_NAME>","Area Reputation: <NAME AREA_NAME>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","26"
"27","QUEST_MSG_NAME_AREA","エリア名","Area Name","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","27"
"28","QUEST_MSG_UN_AP","AP","AP","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","28"
"29","QUEST_MSG_LB_BONUS","ボーナス","Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","29"
"30","QUEST_MSG_LB_CHARGINFO","課金情報","Billing Information","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","30"
"31","QUEST_MSG_LB_GOAL","目的","Goal","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","31"
"32","QUEST_MSG_OPERATION","クエスト操作","Quest Operations","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","32"
"33","QUEST_MSG_MENU_CANCELLATION","優先解除","Cancel Priority","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","33"
"34","QUEST_MSG_MENU_PROORITY","優先クエスト","Priority Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","34"
"35","QUEST_MSG_MENU_CANCEL","クエスト破棄","Cancel Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","35"
"36","QUEST_MSG_MENU_MAP","地図で確認","Check Map","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","36"
"37","QUEST_MSG_QUESTMENU","クエストメニュー","Quest Menu","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","37"
"38","QUEST_MSG_QUESTLIST","受注クエスト一覧","List of Available Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","38"
"39","QUEST_MSG_BOARD_TITLE01","Quest Board","Quest Board","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","39"
"40","QUEST_MSG_BOARD_TITLE02","クエストボード","Quest Board","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","40"
"41","QUEST_MSG_LB_REQ2","依頼","Request","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","41"
"42","QUEST_MSG_BUTTON_ACCEPT","受注する","Accept","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","42"
"43","QUEST_MSG_BUTTON_CANCEL","キャンセル","Cancel","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","43"
"44","QUEST_MSG_LB_SPBONUS","Special Bonus","Special Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","44"
"45","QUEST_MSG_SUBMENU","サブメニュー","Submenu","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","45"
"46","QUEST_MSG_AREAPOINT","エリア名声度 <VAL AREA_POINT>","Area Reputation <VAL AREA_POINT>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","46"
"47","QUEST_MSG_TAB_ALL","すべて","All","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","47"
"48","QUEST_MSG_TAB_HUNT","討伐","Hunt","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","48"
"49","QUEST_MSG_TAB_COLLECT","納品","Delivery","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","49"
"50","QUEST_MSG_CAUTION_FULL","クエスト受注数が上限に達しているため
クエストを受注できません","Can't accept the quest because the maximum number
of quests has been reached.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","50"
"51","QUEST_MSG_CAUTION_NOTHING","現在、特別な報せはありません","There are no quests currently available.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","51"
"52","QUEST_MSG_BN_UNDETECTED","未公開ボーナス","Hidden Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","52"
"53","QUEST_MSG_BN_REPLAY","繰り返しボーナス","Repeat Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","53"
"54","QUEST_MSG_ACCIDENTAL","ボードボーナス発生中！","Board bonus is active!","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","54"
"55","QUEST_MSG_PROGRESS_CONDITION","進行条件","Progress Conditions","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","55"
"56","QUEST_MSG_HOLDING_PERIOD","開催期間","Event Duration","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","56"
"57","QUEST_MSG_WAIT_ORDER_QUEST","受注待ちクエスト","Quests Awaiting Confirmation","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","57"
"58","QUEST_MSG_LIST_UPDATE_ERROR","リストの更新に失敗しました","Failed to update the quest list.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","58"
