0,q20080000_00_181,麗しの古酒,The Lovely Vintage,ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,0
1,q20080000_00_181,"依頼者の願いを聞き入れ
指定の物品を集める","Listen to the client's request
and gather the desired items",ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,1
2,q20080000_00_181,"詳細ははっきりしないが、何らかの助けを欲する者が
<NAME AREA>にいるらしい","Though the details are unclear,
it seems that someone in <NAME AREA>
is in need of some kind of assistance.",ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,2
3,q20080000_00_181,"あたしの旦那の事なんだけれどさ
最近、妙にそわそわしてるんだよねぇ
あいつに、女ができるわけもなさそうだし
いったい何が落ち着かないんだか
ほんと、まったく気になるのよねぇ","It's about my husband—
he's been unusually fidgety lately.
It doesn't seem like he'd have an affair,
so I'm curious about what's making him so uneasy.
It's really bothering me.",ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,3
5,q20080000_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,5
4,q20080000_00_1033,＜灯台の地下倉庫＞で伝説の古酒を全て探す,"Find all legendary old wines
in the Lighthouse Underground Stores.",ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,4
0,q20080001_00_182,囚われの亡霊,The Bound Spirit,ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,0
1,q20080001_00_182,"依頼者の願いを聞き入れ
力を貸す","Listen to the requester's wishes
and lend your aid.",ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,1
2,q20080001_00_182,"目撃情報が<NAME AREA>から届いている
不吉な影が、住民や野生動物を怯えさせているようだ","There have been eyewitness reports
coming from <NAME AREA>.
It seems that a sinister shadow
is frightening the residents and wildlife.",ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,2
3,q20080001_00_182,"誰もいないはずの祠でさ
こっそり彼と待ち合わせたの
せっかく二人で良いムードだったのに
突然、誰かに呼びかけられて
ほんとびっくりしちゃったわ
やっぱり誰もいないもの、気味悪いったらなかったわ","At the shrine, which should have been deserted,
I had a secret rendezvous with someone
and we were having a wonderful time together,
until I heard someone call out for me.
It really startled me! If no one was out there,
what an eerie thing to have happened.",ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,3
7,q20080001_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,7
5,q20080001_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,5
4,q20080001_00_1035,＜怨嗟の祠＞で古びた装具を探す,Search for old equipment at the Shrine of Resentment,ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,4
6,q20080001_00_1036,発見した古びた装具を獲得する,Acquire the found old equipment,ui\00_message\quest_info\q20080001_00.gmd,\quest\q20080001.arc,q20080001.arc,6
0,q20080002_00_183,気配の数だけ,The Sole Sign,ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,0
1,q20080002_00_183,"ダイアンの願いを聞き入れ
対象の敵を討伐する",Heed Dion's wish to take down the target enemy.,ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,1
2,q20080002_00_183,"<NAME AREA>には
誰かの救援を待っている者がいるようだ","It seems that someone in <NAME AREA>
is waiting for someone to rescue them.",ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,2
3,q20080002_00_183,"この前さ、東の小堂を見回っていた
白衛騎士のダイアンが
なんだか助けて欲しそうな顔をしていたよ
もともと仕事に身の入らない奴だから
ヘマやらかさなきゃ、いいけどね","The other day, while I was checking out the small
chapel in the east, I saw Knight Dion
of the White Guard seemingly in need of help.
She's always been lackadaisical about her work,
so I hope she doesn't mess up again.",ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,3
6,q20080002_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,6
5,q20080002_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,5
4,q20080002_00_1037,＜虚ろの小堂＞の敵を討伐する,"Defeat the enemy in ""Empty Chapel""",ui\00_message\quest_info\q20080002_00.gmd,\quest\q20080002.arc,q20080002.arc,4
0,q20080003_00_263,迷宮の難所,The Perilous Labyrinth,ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,0
1,q20080003_00_263,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,1
2,q20080003_00_263,"<NAME AREA>からの噂では
腕に覚えのある者を、求める人物がいるそうだ","According to rumors from 
<NAME AREA>,
it seems that there is someone 
seeking skilled individuals.",ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,2
3,q20080003_00_263,"死王の迷宮を知っているか？
ここらじゃ有名な超難所だよ
腕に覚えのある者たちが、名を上げようと
挑んでは消えていく恐ろしい場所さ
興味があるってんなら、そうだな
あの男にでも聞いてみるといい","Do you know the Dead Lord's Labyrinth?
It's famous around here for being incredibly tough.
Those who think they're skilled enough
try to make a name for themselves,
but they often disappear. If you're interested, 
you should ask that man about it.",ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,3
5,q20080003_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,5
8,q20080003_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,8
4,q20080003_00_1038,＜死王の迷宮＞３ヶ所の敵集団を討伐する,"Defeat the enemy at 3 spots in ""Dead Lord's
Labyrinth""",ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,4
6,q20080003_00_1100,他の敵を探し討伐する（残り２）,Defeat the enemies in the other locations (2 left),ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,6
7,q20080003_00_1101,他の敵を探し討伐する（残り１）,Defeat the enemies in the other locations (1 left),ui\00_message\quest_info\q20080003_00.gmd,\quest\q20080003.arc,q20080003.arc,7
0,q20080004_00_184,代えなき宝,An Irreplaceable Treasure,ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,0
1,q20080004_00_184,"依頼者の願いを聞き入れ
指定の物品を集める","Listen to the client's request
and gather the desired items",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,1
2,q20080004_00_184,"協力者を求める者がいるとの報告が
<NAME AREA>から届いている","We have received a report from <NAME AREA>
that someone is looking for a collaborator.",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,2
3,q20080004_00_184,"ああ、奴の卑しさにはうんざりするね
ぺらっぺらの平たい野郎だ
あれじゃぁ、手を組もうって奴なんて
現れやしないよ
余程の物好きでない限りはね","Yes, his baseness is really tiresome.
He's such a flat, insincere person.
No one would want to join forces with him,
unless they're exceptionally eccentric.",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,3
7,q20080004_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,7
4,q20080004_00_1039,＜死王の迷宮＞で亡国の宝物を探す（残り３）,"Search for the relics of the fallen kingdom
in the Dead Lord's Labyrinth (3 left)",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,4
5,q20080004_00_1040,＜死王の迷宮＞で亡国の宝物を探す（残り２）,"Search for the relics of the fallen kingdom
in the Dead Lord's Labyrinth (2 left)",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,5
6,q20080004_00_1041,＜死王の迷宮＞で亡国の宝物を探す（残り１）,"Search for the relics of the fallen kingdom
in the Dead Lord's Labyrinth (1 left)",ui\00_message\quest_info\q20080004_00.gmd,\quest\q20080004.arc,q20080004.arc,6
0,q20080005_00_261,闇色の翼,The Wings of Darkness,ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,0
1,q20080005_00_261,"<COL ffdc78>【 敵出現：夜 】</COL>
サラミスの願いを聞き入れ
噂の調査を行う","<COL ffdc78>【Enemy appears during：Night】</COL>
Heed Salamis's request and investigate the rumors.",ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,1
2,q20080005_00_261,"夜間、<NAME AREA>で発生する問題に対し
助力を求める人物がいるようだ","It seems that there is someone seeking assistance 
for issues occurring at night in the <NAME AREA>.",ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,2
3,q20080005_00_261,"<COL ffdc78>【 敵出現：夜 】</COL>
ねぇ、ここらで噂になっている
闇夜に潜む翼の話――
今日も酒癖の悪いサラミスが
噂の中身を調査させようと
うそぶきながら、覚者を捜しているみたい","<COL ffdc78>【Enemy appears during：Night】</COL>
Hey, there's a rumor about winged things
lurking in the dark of night――
Even today, the drunkard Salamis
is pretending to be nonchalant
while searching for the Arisen
to investigate the rumor.",ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,3
6,q20080005_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,6
5,q20080005_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,5
4,q20080005_00_1043,噂の正体を探し出し討伐する,Defeat the cause of the rumors,ui\00_message\quest_info\q20080005_00.gmd,\quest\q20080005.arc,q20080005.arc,4
0,q20080006_00_264,招かれざる者達,The Uninvited Ones,ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,0
1,q20080006_00_264,"依頼者の願いを聞き入れ
村の住人と流れ者の間で起きている揉め事を解決する","Listen to the client's wishes and resolve the dispute
between the residents of the village and the drifter",ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,1
2,q20080006_00_264,"<NAME AREA>に
覚者に会って相談に乗ってほしい人物がいるという","There is someone in <NAME AREA> 
who wishes to meet an Arisen and seek their advice.",ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,2
3,q20080006_00_264,"最近は、この辺りにも流れ者が住みついて
ゾマの村の住人と、揉め事が頻発しているらしい
ここらの治安を預かる騎士団も
奴らの扱いには、かなり手を焼いているみたいだぜ","Recently, drifters have taken up residence around here,
and disputes with the villagers of Zoma
are becoming common.
The knights in charge of local security
seem to be having a hard time dealing with them.",ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,3
6,q20080006_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,6
4,q20080006_00_1044,廃墟に住みついた者たちを退去させる,Evict the squatters in the ruins,ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,4
5,q20080006_00_1045,襲いかかる敵を討伐する,Defeat the attacking enemy,ui\00_message\quest_info\q20080006_00.gmd,\quest\q20080006.arc,q20080006.arc,5
0,q20080007_00_265,忍び寄る悪意,The Evil Draws Near,ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,0
1,q20080007_00_265,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,1
2,q20080007_00_265,"詳細ははっきりしないが、何らかの助けを欲する者が
<NAME AREA>にいるらしい","Though the details are unclear,
it seems that someone in <NAME AREA>
is in need of some kind of assistance.",ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,2
3,q20080007_00_265,"なんだかえらく、慌てた男を見かけたけれど
ありゃぁなにか一大事かもな
村の近くだったから、声を掛ければ良かったな
誰か代わりに見てきてくれないかな","I saw a man in the throes of an intense panic.
It might be something major. 
Since it was near the village, 
I should have called out to him.
Could someone else go check it out?",ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,3
6,q20080007_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,6
5,q20080007_00_1046,村近くに集う敵を討伐する,Defeat the enemy gathering near the village,ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,5
4,q20080007_00_1139,指定の場所で魔物の正体を暴く,Search for the enemy at the specified location,ui\00_message\quest_info\q20080007_00.gmd,\quest\q20080007.arc,q20080007.arc,4
0,q20085000_00_190,荒れ地の主,The Lord of the Wastes,ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,0
1,q20085000_00_190,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,1
2,q20085000_00_190,"<NAME AREA>はいま
なんとも言えない剣呑な雰囲気が漂っているようだ","At present, <NAME AREA>
is filled with an indescribable, menacing tension.",ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,2
3,q20085000_00_190,"湖底連絡路の封鎖がとかれたって？
あそこは前から不気味な噂があるんだよ
貴婦人と騎士の幽霊が出るとか出ないとか――
ただでさえ暗くて入り組んだところだからね
用心するに越したことはないよ","The blockade of the Lakebottom Connecting Passage 
has been lifted? There have been disturbing rumors
about that place for a while. Something about
ghosts of a noble lady and a knight— 
It's already dark and labyrinthine, 
so it's best to tread carefully.",ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,3
6,q20085000_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,6
5,q20085000_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,5
4,q20085000_00_1135,＜湖底連絡路＞の敵を探す,"Seek out the enemy at the Lakebottom
Connecting Passage",ui\00_message\quest_info\q20085000_00.gmd,\quest\q20085000.arc,q20085000.arc,4
0,q20085001_00_191,屈強なる戦鬼達,The Mighty Brutes,ui\00_message\quest_info\q20085001_00.gmd,\quest\q20085001.arc,q20085001.arc,0
1,q20085001_00_191,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085001_00.gmd,\quest\q20085001.arc,q20085001.arc,1
2,q20085001_00_191,"<NAME AREA>から緊急報告
至急、魔物らしき脅威を排除されたし、とのこと","Urgent report from <NAME AREA>.
It is imperative to swiftly remove
the presenting threat of monsters.",ui\00_message\quest_info\q20085001_00.gmd,\quest\q20085001.arc,q20085001.arc,2
3,q20085001_00_191,"危険な魔物が街道に出没し、幾人かの
旅人や冒険者が犠牲になってしまったようだ
かく言う私も寸前のところで
命からがら逃げおおせてきた
一刻も早く、魔物を討伐し街道の安全を回復されたし","Dangerous monsters have been appearing 
on the roads, causing several travelers
and adventurers to fall victim to their ambushes.
Even I barely escaped with my life.
Please dispatch a force to eliminate these monsters
and restore safety to the roads as soon as possible.",ui\00_message\quest_info\q20085001_00.gmd,\quest\q20085001.arc,q20085001.arc,3
4,q20085001_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085001_00.gmd,\quest\q20085001.arc,q20085001.arc,4
0,q20085002_00_192,死出の旅路へ――,The Journey to Death,ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,0
1,q20085002_00_192,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,1
2,q20085002_00_192,"<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> seems to be filled
with an unusual atmosphere these past few days.",ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,2
3,q20085002_00_192,"仕事帰りに死者の丘辺りを通りかかったらよぉ、
亡者が隊列組んでるのを見たんだ
本当に見たんだ
俺は確かに酒飲みだが、あの時は酔ってなかった
嘘じゃねぇよ、――うーん、もう一杯","While passing by the Hill of the Dead after work,
I saw a line of the undead. I really did see it.
Sure, I'm a heavy drinker, but I swear I wasn't
drunk in that moment. It's not a lie...!
Yeeah, I could use another drink.",ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,3
6,q20085002_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,6
5,q20085002_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,5
4,q20085002_00_1136,＜死者の丘＞へ向かい敵を探す,Search for the enemy near the Hill of the Dead,ui\00_message\quest_info\q20085002_00.gmd,\quest\q20085002.arc,q20085002.arc,4
0,q20085003_00_193,オーク遠征隊を殲滅せよ！,Eliminate the Orc Expedition!,ui\00_message\quest_info\q20085003_00.gmd,\quest\q20085003.arc,q20085003.arc,0
