#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,シールドオブラディアンス,Shield of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10866
0,,アリズンズインダクター,Arisen's Inductor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10867
0,,アリズンズインダクター,Arisen's Inductor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10868
0,,アリズンズインダクター,Arisen's Inductor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10869
0,,アリズンズインダクター,Arisen's Inductor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10870
0,,アリズンズインダクター,Arisen's Inductor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10871
0,,ロッドオブラディアンス,Rod of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10872
0,,ロッドオブラディアンス,Rod of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10873
0,,ロッドオブラディアンス,Rod of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10874
0,,ロッドオブラディアンス,Rod of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10875
0,,ロッドオブラディアンス,Rod of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10876
0,,マークオブアリズン【飾】,Mark of the Arisen (Decoration),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10877
0,,フューリーロンド【飾】,Fury Rondeau (Decoration),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10878
0,,オーフリングシェル【碧】,Olfring Shell (Blue-green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10879
0,,オーフリングシェル【碧】,Olfring Shell (Blue-green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10880
0,,オーフリングシェル【碧】,Olfring Shell (Blue-green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10881
0,,オーフリングシェル【碧】,Olfring Shell (Blue-green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10882
0,,オーフリングシェル【碧】,Olfring Shell (Blue-green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10883
0,,オーフリングシェル改【天】,Olfring Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10884
0,,オーフリングシェル改【天】,Olfring Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10885
0,,オーフリングシェル改【天】,Olfring Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10886
0,,オーフリングシェル改【天】,Olfring Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10887
0,,オーフリングシェル改【天】,Olfring Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10888
0,,セレモニアルシェル改【天】,Ceremonial Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10889
0,,セレモニアルシェル改【天】,Ceremonial Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10890
0,,セレモニアルシェル改【天】,Ceremonial Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10891
0,,セレモニアルシェル改【天】,Ceremonial Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10892
0,,セレモニアルシェル改【天】,Ceremonial Shell+ (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10893
0,,オーフリングロッド改【紅】,Olfring Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10894
0,,オーフリングロッド改【紅】,Olfring Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10895
0,,オーフリングロッド改【紅】,Olfring Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10896
0,,オーフリングロッド改【紅】,Olfring Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10897
0,,オーフリングロッド改【紅】,Olfring Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10898
0,,セレモニアルロッド改【紅】,Ceremonial Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10899
0,,セレモニアルロッド改【紅】,Ceremonial Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10900
0,,セレモニアルロッド改【紅】,Ceremonial Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10901
0,,セレモニアルロッド改【紅】,Ceremonial Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10902
0,,セレモニアルロッド改【紅】,Ceremonial Rod+ (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10903
0,,メルティ・シールド,Melty Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10904
0,,シンシアー・シールド,Sincere Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10905
0,,メルティ・ロッド,Melty Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10906
0,,シンシアー・ロッド,Sincere Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10907
0,,NPC用_3.0騎士団盾_00,For NPC_3.0 Knights Shield_00,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10908
0,,NPC用_3.0騎士団盾_01,For NPC_3.0 Knights Shield_01,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10909
0,,NPC用_3.0騎士団盾_02,For NPC_3.0 Knights Shield_02,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10910
0,,NPC用_3.0騎士団盾_03,For NPC_3.0 Knights Shield_03,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10911
0,,NPC用_3.0騎士団盾_04,For NPC_3.0 Knights Shield_04,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10912
0,,NPC用_3.0騎士団盾_05,For NPC_3.0 Knights Shield_05,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10913
0,,NPC用_メイロワ盾,For NPC_Maylois Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10914
0,,NPC用_3.0ラウンドシールド,For NPC_3.0 round shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10915
0,,NPC用_3.0ペルテー,For NPC_3.0 Pertae,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10916
0,,NPC用_ネド王子盾,For NPC_Prince Nedo shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10917
0,,ノビリティーズガード,Nobility's Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10918
0,,ノビリティーズガード,Nobility's Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10919
0,,ノビリティーズガード,Nobility's Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10920
0,,ノビリティーズガード,Nobility's Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10921
0,,ノビリティーズガード,Nobility's Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10922
0,,ピクシスガード,Pyxis Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10923
0,,ピクシスガード,Pyxis Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10924
0,,ピクシスガード,Pyxis Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10925
0,,ピクシスガード,Pyxis Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10926
0,,ピクシスガード,Pyxis Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10927
0,,メフルダード,Mehrdad,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10928
0,,メフルダード,Mehrdad,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10929
0,,メフルダード,Mehrdad,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10930
0,,メフルダード,Mehrdad,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10931
0,,メフルダード,Mehrdad,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10932
0,,ノビリティーズロッド,Nobility's Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10933
0,,ノビリティーズロッド,Nobility's Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10934
0,,ノビリティーズロッド,Nobility's Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10935
0,,ノビリティーズロッド,Nobility's Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10936
0,,ノビリティーズロッド,Nobility's Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10937
0,,ヒドゥルストーチ,Khidir's Torch,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10938
0,,ヒドゥルストーチ,Khidir's Torch,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10939
0,,ヒドゥルストーチ,Khidir's Torch,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10940
0,,ヒドゥルストーチ,Khidir's Torch,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10941
0,,ヒドゥルストーチ,Khidir's Torch,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10942
0,,ロシャナク,Roshanak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10943
0,,ロシャナク,Roshanak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10944
0,,ロシャナク,Roshanak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10945
0,,ロシャナク,Roshanak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10946
0,,ロシャナク,Roshanak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10947
0,,調査兵団の盾,Survey Corps Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10948
0,,調査兵団の盾,Survey Corps Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10949
0,,調査兵団の盾,Survey Corps Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10950
0,,調査兵団の盾,Survey Corps Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10951
0,,調査兵団の盾,Survey Corps Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10952
0,,怨嗟のレリーフシールド,Relief Shield of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10953
0,,怨嗟のレリーフシールド,Relief Shield of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10954
0,,怨嗟のレリーフシールド,Relief Shield of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10955
0,,怨嗟のレリーフシールド,Relief Shield of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10956
0,,怨嗟のレリーフシールド,Relief Shield of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10957
0,,ガードオブゲイーク,Guard of Ghirkud,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10958
0,,ガードオブゲイーク,Guard of Ghirkud,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10959
0,,ガードオブゲイーク,Guard of Ghirkud,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10960
0,,ガードオブゲイーク,Guard of Ghirkud,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10961
0,,ガードオブゲイーク,Guard of Ghirkud,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10962
0,,ファルザネハガード,Farzaneh Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10963
0,,ファルザネハガード,Farzaneh Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10964
0,,ファルザネハガード,Farzaneh Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10965
0,,ファルザネハガード,Farzaneh Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10966
0,,ファルザネハガード,Farzaneh Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10967
0,,怨嗟のマラカイトロッド,Malachite Rod of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10968
0,,怨嗟のマラカイトロッド,Malachite Rod of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10969
0,,怨嗟のマラカイトロッド,Malachite Rod of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10970
0,,怨嗟のマラカイトロッド,Malachite Rod of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10971
0,,怨嗟のマラカイトロッド,Malachite Rod of Resentment,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10972
0,,トーチオブホロース,Torch of Horos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10973
0,,トーチオブホロース,Torch of Horos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10974
0,,トーチオブホロース,Torch of Horos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10975
0,,トーチオブホロース,Torch of Horos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10976
0,,トーチオブホロース,Torch of Horos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10977
0,,マルヤムロッド,Maryam Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10978
0,,マルヤムロッド,Maryam Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10979
0,,マルヤムロッド,Maryam Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10980
