0,,"心臓を捧げた俺たちと
その心臓を預かる白竜は一心同体だ","We who dedicated our hearts, and the
White Dragon whom safeguards the heart,
are all of one mind.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,18,Leo
0,,"白竜が力を取り戻せば、俺たち覚者の
力も増す――もちろん、その逆もしかり","If the White Dragon regains their strength, so
too shall our strength increase, and of
course, the reverse is also true.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,19,Leo
0,,"加えて――
白竜はこのレスタニアの大地とも
深くつながっている","Additionally, the White Dragon is also deeply
connected to this land of Lestania.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,20,Leo
0,,"つまり、レスタニアと、人々の未来は
我々の双肩にかかっているというわけだ","In other words, Lestania and the people's
future, rests upon our shoulders.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,21,Leo
0,,"もうひとつの務めは
白竜の砦となり、盾として戦うこと","Another duty of ours is to become a bulwark of
the White Dragon, to fight as their shield.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,22,Leo
0,,"このところ、オークどもの勢いが増している
防衛隊はあちこちの小競り合いで敗走を重ね
グリッテン砦への侵入まで許してしまった","Recently, the Orc's offensive momentum has
increased, and the Defense Corps have been
repeatedly driven to defeat in skirmishes against
them. We've allowed this to continue, that is,
until the invasion of Gritten Fort.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,23,Leo
0,,"このきびしい季節の到来に合わせるように
覚者になった意味を考えてくれ
そうすれば、生き方が見えてくるだろう","As this harsh season arrives,
consider the meaning of becoming an Arisen.
Then, you'll see a way to live.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,24,Leo
0,,"もちろん、苦難に背を向ける生き方もある
だが、おまえは誇り高き道を選ぶ――","Of course, there are ways to live that keep one
away from suffering, but you chose a way to
live proudly...",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,25,Leo
0,,ああ、俺の目にくるいはない,Ah... there's nothing in my eye.,ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,26,Leo
0,,（白竜は半ば石になっている――）,(The White Dragon is partially turned to stone--),ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,27,The White Dragon
0,,"グリッテン砦からのお帰りですね？
初陣、お疲れさまでした","I see you are back from Fort Gritten?
Good job on your first mission!",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,28,Mysial
0,,ここであらためてお話ししたいことがあります,"There is something I would like to 
talk about again here.",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,29,Mysial
0,,"白竜様がここにいらっしゃる経緯と
現在の状況は知っていますね？","Do you know the background and current situation 
of Lord White Dragon being here?",ui\00_message\quest\q00000002.gmd,\quest\q00000002.arc,q00000002.arc,30,Mysial
