1,q40300116_00_645,"別にどっちでもいいけど、どちらかというと
今日は何か外に出る気分じゃないんだよな
ってことで、俺の代わりに<LQIM>を<LQVA>個
取ってきてくれるヤツ、募集","It doesn't really matter either way, but
I'm not in the mood to go outside today.
So, I'm looking for someone to
fetch <LQVA> 
<LQIM> for me.",ui\00_message\quest_info\q40300116_00.gmd,\quest\q40300116.arc,q40300116.arc,1,
0,q40300117_00_646,今ばかりは勝手を慎み,Think of Others For Once,ui\00_message\quest_info\q40300117_00.gmd,\quest\q40300117.arc,q40300117.arc,0,
1,q40300117_00_646,"ちょっとした野暮用で<LQIM>が
<LQVA>個要るんだよな
誰か持ってないか？
こんな状況で一人、都合しに出るってのも、なぁ――","I need <LQVA> <LQIM> for a small errand.
Does anyone have some?
In this situation, it's tough to
go out alone to get them――",ui\00_message\quest_info\q40300117_00.gmd,\quest\q40300117.arc,q40300117.arc,1,
0,q40300118_00_647,宙に浮いた買取り金,Profits Hanging in Midair,ui\00_message\quest_info\q40300118_00.gmd,\quest\q40300118.arc,q40300118.arc,0,
1,q40300118_00_647,"<LQIM>を持ってくるはずの取引相手が
なっかなか来なくてさぁ
どこかでおっ死んじまったのかな
物じゃなくて金との交換がいいっていうから
<LQVA>個買い取る分の金も用意したってのに","The trader who was supposed to bring 
<LQIM> hasn't shown up yet.
I wonder if they met their end somewhere.
They preferred a cash exchange,
so I had the money ready to buy <LQVA> of them.",ui\00_message\quest_info\q40300118_00.gmd,\quest\q40300118.arc,q40300118.arc,1,
0,q40300119_00_648,＜エリアオーダー＞北の盗賊のアジト補給,Area Order: Northern Bandit Hideout Resupply,ui\00_message\quest_info\q40300119_00.gmd,\quest\q40300119.arc,q40300119.arc,0,
1,q40300119_00_648,"このアジトにはしばらく居ることになりそうだ
今のうちに資材を確保しておいた方がいいだろう
各自<LQIM>を<LQVA>個
一斉に集めるぞ","It seems we'll be staying in this hideout
for some time.
It's best to secure supplies now.
Collect <LQVA> <LQIM>
each, all together.",ui\00_message\quest_info\q40300119_00.gmd,\quest\q40300119.arc,q40300119.arc,1,
0,q40300120_00_649,遠路、重い荷を背負って,Bearing a Heavy Burden a Long Way,ui\00_message\quest_info\q40300120_00.gmd,\quest\q40300120.arc,q40300120.arc,0,
1,q40300120_00_649,"資材を背負ってここまで来るのも大変なんだ
特に、手にも荷物を持ってる時に
<LQEM>なんかに遭遇すると――正直、焦るぜ
この前も<LQVA>匹とばったり出遭った
とっさに岩場に登れなきゃ、ここに居なかったかもだ","It's tough carrying supplies all the way here.
Especially when you encounter <LQEM>
while carrying things in your hands—
it's really stressful.
Just the other day, I ran into <LQVA> of them.
If I hadn't climbed up onto the rocks quickly,
I might not have made it here.",ui\00_message\quest_info\q40300120_00.gmd,\quest\q40300120.arc,q40300120.arc,1,
0,q40300121_00_650,運動がてらの軽い討伐,Exercise Doubling as Subjugation,ui\00_message\quest_info\q40300121_00.gmd,\quest\q40300121.arc,q40300121.arc,0,
1,q40300121_00_650,"ほら、またみんな顔が強張ってる
そんなに気張り過ぎちゃ、逆に上手くいかないよ
<LQEM>でも<LQVA>匹倒して、ちょっと体を動かしておいで
戻ってきたらお駄賃あげるからさ","Look, everyone's faces are tense again.
If you're too uptight, things won't go well.
Go take down <LQEM> 
and <LQVA> of them
and get some exercise.
I'll give you a reward when you get back.",ui\00_message\quest_info\q40300121_00.gmd,\quest\q40300121.arc,q40300121.arc,1,
0,q40300122_00_651,野営地の周辺の魔物,Demons Around the Campground,ui\00_message\quest_info\q40300122_00.gmd,\quest\q40300122.arc,q40300122.arc,0,
1,q40300122_00_651,"周辺で<LQEM>を見つけ次第討伐していますが
何匹かは逃してしまっています
<LQVA>匹か、それ以上か――
野営地の皆さんもお気を付けください","We are defeating <LQEM> 
as soon as we find them in the area,
but we've let a few slip away.
It's <LQVA> or more—
everyone at the campsite, please be careful.",ui\00_message\quest_info\q40300122_00.gmd,\quest\q40300122.arc,q40300122.arc,1,
0,q40300123_00_652,並の戦力では敵わない,Ordinary Power Is No Match for Them,ui\00_message\quest_info\q40300123_00.gmd,\quest\q40300123.arc,q40300123.arc,0,
1,q40300123_00_652,"俺にも何かできることはないかなって
ここまで来てみたけど――
<LQVA>匹の<LQEM>にやられて、帰るのがやっとの有様だ！
精鋭の皆さん、気を付けてくれよ！","I thought maybe there was something I could do,
so I came all the way here—but—
I was attacked by <LQVA> <LQEM> 
and barely made it back!
Elite members, please be careful!",ui\00_message\quest_info\q40300123_00.gmd,\quest\q40300123.arc,q40300123.arc,1,
0,q40300124_00_653,軽やかな身のこなし,An Easy-Going Bearing,ui\00_message\quest_info\q40300124_00.gmd,\quest\q40300124.arc,q40300124.arc,0,
1,q40300124_00_653,"セロに頼まれて、足りなくなった物資を
コリーに届けにきたが
ここまでの悪路っぷりはひでぇな
<LQEM>が<LQVA>匹も出やがった
ま、俺の足でまいてやったけどよ","I was asked by Cyril to deliver the 
supplies we're short of
to Cory, but the rough terrain has been awful.
I ran into <LQVA> <LQEM> 
along the way.
Well, I managed to outrun them on foot, though.",ui\00_message\quest_info\q40300124_00.gmd,\quest\q40300124.arc,q40300124.arc,1,
0,q40300125_00_654,諦観に撤退する狩人,The Hunter Who Retreats in Resignation,ui\00_message\quest_info\q40300125_00.gmd,\quest\q40300125.arc,q40300125.arc,0,
1,q40300125_00_654,"もうこの辺りではまともな獲物は望めそうにないな
俺も山を下りることにするよ
そうそう、<LQEM>が凶暴になってるみたいだから
<LQVA>匹片付けといた方がいいぜ","It seems there's no decent game left around here.
I'm going to head down the mountain myself.
By the way, <LQEM> 
seem to have become more
aggressive lately, so you'd better deal with
<LQVA> of them.",ui\00_message\quest_info\q40300125_00.gmd,\quest\q40300125.arc,q40300125.arc,1,
0,q40300126_00_655,口を噤む詩人,The Poet Who Holds His Tongue,ui\00_message\quest_info\q40300126_00.gmd,\quest\q40300126.arc,q40300126.arc,0,
1,q40300126_00_655,"ウルテカ山岳の現状を、メガドの市民にも
唄って聞かせようと思ったのですが
聞かせられる状態ではありませんね
<LQVA>匹の<LQEM>に襲われ、あげく荷物を失った歌など
誰も聞きたくはないでしょうから","I intended to sing about the current state of
the Urteca Mountains to the citizens of Megado,
but it seems it's not in a state to be shared.
No one would want to hear a song about being
attacked by <LQVA> <LQEM> 
and losing one's belongings.",ui\00_message\quest_info\q40300126_00.gmd,\quest\q40300126.arc,q40300126.arc,1,
0,q40300127_00_656,急務！　巣作りの妨害,URGENT! Interference with nest building,ui\00_message\quest_info\q40300127_00.gmd,\quest\q40300127.arc,q40300127.arc,0,
1,q40300127_00_656,"裏手に<LQEM>が巣作りをしようとしているのを発見した
このままでは野営地が襲われるのも時間の問題だ
大きな群れになる前に
<LQVA>匹ほど倒せば、やつらも散り散りになるだろう","I discovered <LQEM> 
trying to build a nest behind us. 
If we don't do something soon, 
the campsite will be attacked. 
If we take down about <LQVA> before they form a 
large group, they should scatter.",ui\00_message\quest_info\q40300127_00.gmd,\quest\q40300127.arc,q40300127.arc,1,
0,q40300128_00_657,周辺魔物の動向確認,Following the Nearby Demons' Movements,ui\00_message\quest_info\q40300128_00.gmd,\quest\q40300128.arc,q40300128.arc,0,
1,q40300128_00_657,"この状況のせいか、魔物の行動が
前と違ってきている気がしない？
万が一に備えて、<LQEM>の様子を
見てきてほしいんだ――
<LQVA>匹くらい確認してくれたら十分だよ","Perhaps due to this situation, it feels like the
behavior of the monsters has changed from before.
Just to be safe, I'd like you to check on the
<LQEM>――
It would be enough if you could check on about
<LQVA> of them.",ui\00_message\quest_info\q40300128_00.gmd,\quest\q40300128.arc,q40300128.arc,1,
0,q40300129_00_658,＜エリアオーダー＞火垂れ山野営地魔物征伐,"Area Order: Firefall Mountain Campsite Demon
Extermination",ui\00_message\quest_info\q40300129_00.gmd,\quest\q40300129.arc,q40300129.arc,0,
1,q40300129_00_658,"火垂れ山に侵入しようとしているのか
この周辺への魔物の集まり方が尋常ではありません
特に<LQEM>――
最低でも<LQVA>体は倒しておかないと
厄介なことになりそうです","The way monsters are gathering around this area 
is abnormal, especially <LQEM>―― 
We need to take down at least <LQVA> to avoid 
troublesome situations.",ui\00_message\quest_info\q40300129_00.gmd,\quest\q40300129.arc,q40300129.arc,1,
0,q40300130_00_659,消えた目当ての休息所,Our Resting Place Has Disappeared,ui\00_message\quest_info\q40300130_00.gmd,\quest\q40300130.arc,q40300130.arc,0,
