6,q20040001_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040001_00.gmd,\quest\q20040001.arc,q20040001.arc,6,Roy
5,q20040001_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20040001_00.gmd,\quest\q20040001.arc,q20040001.arc,5,Roy
4,q20040001_00_977,＜ボルド大坑道＞の敵を討伐する,"Defeat the enemy in ""Volden Large Tunnels""",ui\00_message\quest_info\q20040001_00.gmd,\quest\q20040001.arc,q20040001.arc,4,Roy
0,q20040002_00_41,縄張り守備隊長,A Territorial Dispute,ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,0,Gilstan
1,q20040002_00_41,"ギルスタンの願いを聞き入れ
対象の敵を討伐する",Listen to Gilstan's wish and defeat the target enemy,ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,1,Gilstan
2,q20040002_00_41,"<NAME AREA>からの噂では
腕に覚えのある者を、求める人物がいるそうだ","According to rumors from 
<NAME AREA>,
it seems that there is someone 
seeking skilled individuals.",ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,2,Gilstan
3,q20040002_00_41,"鉱山にはゴブリンどもが陣取っている洞窟がある
普通の人間なら近付いても危険しかないが
覚者なら彼らの長と話ができるかも知れない
噂によれば、長はなかなかの知恵者で
強い戦士との会話を楽しむこともあるらしい
――とはいえ、試すには勇気がいる話だな","There's a cave in the mines where goblins 
have taken up residence.
Ordinary people would find it too dangerous 
to approach, but a seasoned Arisen might be able 
to speak with their leader.
Rumor has it that the leader is quite wise and 
enjoys conversing with strong warriors. 
― Though it takes courage to attempt such a thing.",ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,3,Gilstan
6,q20040002_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,6,Gilstan
5,q20040002_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,5,Gilstan
4,q20040002_00_978,洞窟外の指定された敵を討伐する,Defeat the designated enemy outside the cave,ui\00_message\quest_info\q20040002_00.gmd,\quest\q20040002.arc,q20040002.arc,4,Gilstan
0,q20040003_00_42,仕入れの重責,A Burden of Procurement,ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,0,Eugene
1,q20040003_00_42,"依頼者の願いを聞き入れ
指定の物品を集める","Listen to the client's request
and gather the desired items",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,1,Eugene
2,q20040003_00_42,"協力者を求める者がいるとの報告が
<NAME AREA>から届いている","We have received a report from <NAME AREA>
that someone is looking for a collaborator.",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,2,Eugene
3,q20040003_00_42,"ボルド鉱山にいたあの男
前にどこかで見たような気がするんだよな
なぜか頭に浮かぶのは、酒場のにぎやかさ――
うーん、こういうのって思い出せないと
鼻がムズムズするんだよなあ","That man in the Volden Mines,
I feel like I've seen him somewhere before.
For some reason, what comes to 
mind is the liveliness of a tavern...
Hmm, if I can't remember, my nose starts to itch.",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,3,Eugene
7,q20040003_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,7,Eugene
4,q20040003_00_979,＜ボルド小坑道＞で売れそうな物を探す（残り３）,"Retrieve the items within the Volden Narrow
Tunnels (3 left)",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,4,Eugene
5,q20040003_00_980,＜ボルド小坑道＞で売れそうな物を探す（残り２）,"Retrieve the items within the Volden Narrow
Tunnels (2 left)",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,5,Eugene
6,q20040003_00_981,＜ボルド小坑道＞で売れそうな物を探す（残り１）,"Retrieve the items within the Volden Narrow
Tunnels (1 left)",ui\00_message\quest_info\q20040003_00.gmd,\quest\q20040003.arc,q20040003.arc,6,Eugene
0,q20040004_00_54,湯詰まりの元,The Cause of the Hot Springs Blockage,ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,0,Kennec
1,q20040004_00_54,"依頼者の願いを聞き入れ
温泉の水路不良の原因を探る","Listen to the client's request and investigate the 
cause of the waterway issue at the hot spring.",ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,1,Kennec
2,q20040004_00_54,"<NAME AREA>の何処かに
覚者の探索能力を見込み、相談したい者がいるという","There is someone somewhere in <NAME AREA>
who seeks the assistance of an Arisen.",ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,2,Kennec
3,q20040004_00_54,"私、昔キノザで働いてたことがあるんです
毎年少しずつ泉質が変化するらしくて
常連客はその違いを楽しんでいるみたいですよ
そのへんを語るディープなお客が必ずいるそうです
面白いですよね","I used to work in Kinoza in the past.
The mineral quality of the springs reportedly 
changes a bit each year, and regulars seem to 
enjoy these differences.
There are always dedicated customers who love to 
talk about these nuances. It's fascinating.",ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,3,Kennec
6,q20040004_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,6,Kennec
5,q20040004_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,5,Kennec
4,q20040004_00_986,＜キノザ治水路＞の内部を調査する,Investigate the Kinoza Flood Control Channel,ui\00_message\quest_info\q20040004_00.gmd,\quest\q20040004.arc,q20040004.arc,4,Kennec
0,q20040005_00_55,誘う光,The Tempting Lights,ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,0,Nelson
1,q20040005_00_55,"依頼者の願いを聞き入れ
洞窟内部を調査し物品を収集する",Listen to the client's request and collect items within the cave.,ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,1,Nelson
2,q20040005_00_55,"報告によると<NAME AREA>で
トラブルに遭った者が協力者を求めているようだ","- It appears that someone who experienced a 
problem in <NAME AREA> 
is looking for someone to help them.",ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,2,Nelson
3,q20040005_00_55,"キノザ組合を知ってるかい？
ボルド鉱山のキノザ鉱泉と周辺施設なんかを
管理している組織なんだ
温泉は娯楽施設だけれど、山間の険しい場所でも
あるから、危ない場所は封鎖しているんだって
いろいろ面倒なんだね","Have you heard of the Kinoza Guild?
They manage the Kinoza Mineral Springs and nearby 
facilities in the Volden Mines. 
While the hot springs are for leisure, they also 
block off dangerous areas 
in the rugged mountain terrain.

It seems like quite a lot of work.",ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,3,Nelson
7,q20040005_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,7,Nelson
4,q20040005_00_987,＜南壁のひび＞で光るモノを探す（残り３）,"Retrieve the shiny trinkets within the Southern
Wall Fissure (3 left)",ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,4,Nelson
5,q20040005_00_988,＜南壁のひび＞で光るモノを探す（残り２）,"Retrieve the shiny trinkets within the Southern
Wall Fissure (2 left)",ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,5,Nelson
6,q20040005_00_1110,＜南壁のひび＞で光るモノを探す（残り１）,"Retrieve the shiny trinkets within the Southern
Wall Fissure (1 left)",ui\00_message\quest_info\q20040005_00.gmd,\quest\q20040005.arc,q20040005.arc,6,Nelson
0,q20040006_00_247,険しき堂参り,A Grim Pilgrimage,ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,0,Soldier
1,q20040006_00_247,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,1,Soldier
2,q20040006_00_247,"<NAME AREA>からの報告では
問題を抱えた者の救護を求む声が集まっている","In <NAME AREA>, 
there is a growing demand for aid from those in need.",ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,2,Soldier
3,q20040006_00_247,"鉱山一帯の山道はとても険しい
切り立った崖に張りつかないと登れない場所もある
俺は戦士として体を鍛えるために
よくあの場所を利用するんだ
覚者にとっても体は資本だから、崖登りで
鍛えてみちゃどうかな","The mountain paths around 
the mine area are very steep.
There are even places where you can't climb 
without clinging to sheer cliffs.
I often use that place to train my 
body as a warrior.
For an Arisen, the body is also an asset, 
so how about training by climbing cliffs?",ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,3,Soldier
6,q20040006_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,6,Soldier
5,q20040006_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,5,Soldier
4,q20040006_00_989,山頂の魔物を討伐する,Defeat the demons at the summit,ui\00_message\quest_info\q20040006_00.gmd,\quest\q20040006.arc,q20040006.arc,4,Soldier
0,q20040007_00_248,採掘師の生命線,A Miner's Lifeline,ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,0,Man
1,q20040007_00_248,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,1,Man
2,q20040007_00_248,"協力者を求める者がいるとの報告が
<NAME AREA>から届いている","We have received a report from <NAME AREA>
that someone is looking for a collaborator.",ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,2,Man
3,q20040007_00_248,"我ら騎士団は、レスタニア全土から
さまざまな情報を集め、問題に対処している
だが、あまりのへき地や、山間の険しい場所には
人員を割きにくい
不本意ではあるが、そのあたりを
覚者が補ってくれればありがたいと思う","Our knight order gathers various information from 
all over Lestania and deals with problems. 
However, it is difficult to allocate personnel to 
extremely remote and rugged areas. 
It would be appreciated if the Arisen could 
assist in those areas.",ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,3,Man
6,q20040007_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,6,Man
5,q20040007_00_828,発見した敵を討伐する,Defeat the found enemy,ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,5,Man
4,q20040007_00_990,＜採掘師の隠れ道＞の敵を討伐する,"Defeat the enemy in ""Miners' Secret Route""",ui\00_message\quest_info\q20040007_00.gmd,\quest\q20040007.arc,q20040007.arc,4,Man
0,q20040008_00_249,ボルド毒泉調査,Volden Poisonous Springs Investigation,ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,0,Man
1,q20040008_00_249,"依頼者の願いを聞き入れ
該当場所を調査し物品を収集する",Listen to the client's request and collect items within the designated location.,ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,1,Man
2,q20040008_00_249,"<NAME AREA>から
悩みを解決したいという相談の声が届いている","Voices from <NAME AREA>
have reached us, seeking assistance to solve their problems.",ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,2,Man
3,q20040008_00_249,"覚者全員に通達がある
ボルド鉱山で周期的に発生している毒沼の範囲が
著しい拡大傾向にある
現場を通行の際は充分に気をつけるように
また原因解決への協力要請があれば、積極的に
応えるように","To all Arisen:
The toxic swamp at Volden Mines is
expanding rapidly. Be careful when
traveling through the area.
If there's a request for help with
resolving the issue, please assist actively.",ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,3,Man
8,q20040008_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,8,Man
4,q20040008_00_991,汚染沼の周辺を調査する（残り３）,Investigate the polluted spring (3 left),ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,4,Man
7,q20040008_00_1045,襲いかかる敵を討伐する,Defeat the attacking enemy,ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,7,Man
5,q20040008_00_1129,汚染沼の周辺を調査する（残り２）,Investigate the polluted spring (2 left),ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,5,Man
6,q20040008_00_1130,汚染沼の周辺を調査する（残り１）,Investigate the polluted spring (1 left),ui\00_message\quest_info\q20040008_00.gmd,\quest\q20040008.arc,q20040008.arc,6,Man
0,q20040009_00_250,傷ついた名誉,Wounded Honor,ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,0,The White Dragon
1,q20040009_00_250,"ゲルトの願いを聞き入れ
捕らえられた騎士団員を救出する","Listen to Gerd's request
and rescue the captured Knight",ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,1,The White Dragon
2,q20040009_00_250,"何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","It seems that a voice requesting swift assistance 
has come from <NAME AREA>.",ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,2,The White Dragon
3,q20040009_00_250,"さっき鉱山から帰ってきたんだけど
いまゲルト騎士団長はキノザに逗留しているんだね
何か任務があったのかな？
険しい顔はいつも通りだから、仕事か湯治かは
よくわからなかったよ","I just returned from the mine earlier.
Right now, Captain Gerd of the Knights 
is staying in Kinoza, huh?
I wonder if he had some kind of mission?
His solemn expression was as usual, so I couldn't 
tell if it was work or recovery.",ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,3,The White Dragon
7,q20040009_00_920,ゲルトに報告する,Report to Gerd,ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,7,Gerd
4,q20040009_00_995,＜盗賊の隠れ家＞に捕まった騎士を捜す,"Search for the knights trapped within the Bandit
Hideout",ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,4,The White Dragon
5,q20040009_00_996,指定された強敵を討伐する,Defeat the designated formidable enemy,ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,5,The White Dragon
6,q20040009_00_997,騎士に話しかける,Speak with the knight,ui\00_message\quest_info\q20040009_00.gmd,\quest\q20040009.arc,q20040009.arc,6,The White Dragon
0,q20045000_00_112,大坑道に光る一つ目,The Bright One-Eyed,ui\00_message\quest_info\q20045000_00.gmd,\quest\q20045000.arc,q20045000.arc,0,
1,q20045000_00_112,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20045000_00.gmd,\quest\q20045000.arc,q20045000.arc,1,
2,q20045000_00_112,"<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> 
seems to be filled with an unusual 
atmosphere these past few days.",ui\00_message\quest_info\q20045000_00.gmd,\quest\q20045000.arc,q20045000.arc,2,
3,q20045000_00_112,"鉱山で働いていると、落盤やがけ崩れの音には
どうしても神経質になる
判断が遅れれば命にかかわるからな
でも、昨日聞いたあの音――
土の音には違いないが、地崩れとは違う感じだった
悪い予感がしたんで、仕事は早々に引き揚げたよ","When working in a mine, one becomes inevitably 
nervous at the sound of cave-ins or landslides. 
A delayed judgment can cost one's life. 
However, the sound I heard yesterday... 
While it was indeed the sound of dirt, 
it felt different from a landslide. 
I had a bad premonition, 
so I quickly withdrew from work.",ui\00_message\quest_info\q20045000_00.gmd,\quest\q20045000.arc,q20045000.arc,3,
4,q20045000_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20045000_00.gmd,\quest\q20045000.arc,q20045000.arc,4,
0,q20045001_00_113,黄泉からの使者,A Messenger from the Underworld,ui\00_message\quest_info\q20045001_00.gmd,\quest\q20045001.arc,q20045001.arc,0,
1,q20045001_00_113,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20045001_00.gmd,\quest\q20045001.arc,q20045001.arc,1,
2,q20045001_00_113,"いま<NAME AREA>では
不安をあおる物音が断続的に響いているらしい","Currently, in the <NAME AREA>, 
there are intermittent unsettling noises that 
seem to be causing anxiety.",ui\00_message\quest_info\q20045001_00.gmd,\quest\q20045001.arc,q20045001.arc,2,
