0,,"活気があるところって大好きなの
ティネス砦に来られて良かったわ","I love places with a lively atmosphere. I'm glad
I came to Fort Thines.",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,2
0,,"さぁ、覚者さんも何か食べましょうよ
それとも、飲みたい気分？","Now, let's get you something to eat, Arisen. Or
would you like something to drink?",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,3
0,,"ヘザーから聞いたんだけど
元の大食堂って、常に笑顔の人でいっぱい
だったんですって","Heather told me that the original diner was
always full of smiling people",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,4
0,,そんな光景、もうずっと見てないなって――,I haven't seen anything like that in a long time.,ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,5
0,,"まだまだやることはあるんでしょう？
くじけていられないわよね","There's still a lot to do, right? I can't afford
to be discouraged.",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,6
0,,さぁ、何でも手伝うわよ！,"Now, I'll help with anything!",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,7
0,,"え？　踊りを見たいって――？
ふふ、後でね","Huh? You want to see me dance?
Hehe, maybe later",ui\00_message\npc\base\n0679.gmd,\npc\n0679.arc,n0679.arc,8
0,,"シッ――
あまり大きな声を出すな",Shhhh—Don't speak too loudly.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,0
0,,誰かにつけられてはいないだろうな？,"You're not being followed by anyone, are you?",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,1
0,,"よぉ相棒
わざわざ足を運んでもらって、悪いな","Hey, partner. Sorry for making you come all this
way.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,2
0,,"クルト家の今後は
まだどうなるか分からないんだ
<NPC 681>は家族をもうけなかったようでな","I'm not yet sure what the future holds for the
Kurt family. <NPC 681> didn't seem to have a
family of their own.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,3
0,,"だが、次の当主がどんな人間でも
俺は支えていくつもりだ
それが――俺なりの、恩返しだと思ってさ","But I'm going to support the next head of the
family, no matter who he is. That's how I'm going
to repay him.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,4
0,,手短にな,To make it brief.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,5
0,,"メガドは、アッカー王家が直々に治める街だが
実質的に政治を動かしているのは
クルト侯爵家なんだ","Megado is a city ruled directly by the Acre Royal
Family, but in practice, the one wielding
political power is the Marquis Family, Kurt.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,6
0,,"メガドの夜は、昼とは異なり
渾沌とした一面を持っている
――<NPC 681>が爵位を継いでから
行った政策のせいだ","The night in Megado is different from the day and
has a chaotic aspect
-- due to the policies that<NPC 681>has
implemented since he took over the knighthood.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,7
0,,"メガドにいる間は、昼間だからといって
油断しない方がいい","While you're in Megado, don't let your guard down
just because it's daytime.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,8
0,,"どこに<NPC 681>の手先が
潜んでいるか分からないからな","You never know where <NPC 681>'s minions might be
lurking.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,9
0,,さっさと済ませるぞ,Let's finish it quickly.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,10
0,,やっと片付いたか,Finally finished.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,11
0,,無駄な戦闘は、できるだけ避けたいんだがな,"I want to avoid unnecessary battles as much as
possible.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,12
0,,騒ぎになると面倒だな,It's troublesome when it becomes a commotion.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,13
0,,チッ、雑魚どもめ,"Tch, you useless trash!",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,14
0,,油断するな、迅速に片付けよう,"Don't let your guard down, let's clean up quickly.",ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,15
0,,仲間を呼ばれる前に、確実に息の根を止めよう,Take them out before they call their friends.,ui\00_message\npc\base\n0680.gmd,\npc\n0680.arc,n0680.arc,16
