0,TUTORIAL_STEP_354,"<COL ffdc78>ポーンと旅をする上で、特に戦闘時
とても重要になるのが《ポーン命令》です</COL>
回復の要請、エンチャントの要請、
追従指示、待機指示、特定スキルの発動など
プレイヤーが必要に応じた命令をくだす
ことで、よりポーンとの共闘を
有利に運ぶことができます","<COL ffdc78>When traveling with a Pawn, it is
particularly important in combat to give Pawn
orders. </COL>
Requesting recovery, requesting enchantments,
giving follow commands, standby commands,
activating specific skills, etc.
By giving orders that respond to the player's
needs, you can effectively cooperate with Pawns
and gain an advantage in battle.",ui\00_message\tutorial_guide\steps\tutorial_guide_step224.gmd,\tguide\tutorial_guide_224.arc,tutorial_guide_224.arc,0
1,TUTORIAL_STEP_355,"ポーン命令は【<KC UI_GAME_MENU>】ゲームメニュー
《キャラクター》の<COL ffdc78>《ポーン命令》</COL>から
行えます
ただし、戦闘時とっさに命令を下すには
【<KC UI_SC_COMMU>】簡易コミュニケーションに
ショートカット登録しておくことをおすすめします","Pawn orders can be performed from <COL
ffdc78>Pawn orders</COL> in the game menu<KC
UI_GAME_MENU> of the character tab.
However, it is recommended to register them in
the <KC UI_SC_COMMU>Shortcut Bar for quick command
during combat.",ui\00_message\tutorial_guide\steps\tutorial_guide_step224.gmd,\tguide\tutorial_guide_224.arc,tutorial_guide_224.arc,1
0,TUTORIAL_STEP_356,"他の覚者とパーティーを組んで
冒険している場合
<COL ffdc78>パーティーリーダーがリム転移を行うと
他のメンバーも転移先へ同行できます</COL>
転移勧誘のお知らせがきたら
行き先が同じ場合、ゲームメニューの
<COL ffdc78>《リム転移》から《パーティー同行リム転移》</COL>
を選びましょう","If you are adventuring with other Arisen, when
the <COL ffdc78>party leader performs a Rift
Teleport, the other members can also accompany
them to the destination.</COL>
When you receive a <COL ffdc78>Rift Teleport
invitation, if the destination is the same, select
""Rift Teleport with Party"" from the ""Rift
Teleport"" option in the game menu.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step226.gmd,\tguide\tutorial_guide_226.arc,tutorial_guide_226.arc,0
1,TUTORIAL_STEP_357,"さらに特定の<OPCS>発動中は
<COL ffdc78>解放した礎すべてがゲームメニューの
《リム転移》で選べるようになるほか、
「マイ拠点」へのリムは無料となり
その他の礎へ行く時も大幅に割り引きされます</COL>","Furthermore, while the specific <OPCS> are
active, <COL ffdc78>all released Rift Crystals can
be selected in the Game Menu's ""Rift Teleport"" and
going to ""Favorites"" becomes free. Additionally,
there is a significant discount when going to
other locations.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step226.gmd,\tguide\tutorial_guide_226.arc,tutorial_guide_226.arc,1
0,TUTORIAL_STEP_360,"エクストリームミッションなど特定コンテンツを
なんらかの事情でやむなく途中離脱したい場合、
ゲームメニュー《クエスト》の<COL ffdc78>《コンテンツ中断》</COL>
から参加しているパーティーメンバーに
コンテンツ途中離脱の提案が行えます
<COL ffdc78>メンバーから提案があった時は
《ワールドアナウンス》で通知が届きます</COL>","If you want to withdraw from specific content,
such as Extreme Missions, for some reason, you can
propose to <COL ffdc78>Exit Content</COL> to the
party members participating from ""Quest"" in the
game menu.
<COL ffdc78>When a proposal is made by a member,
you will receive a notification via ""World
Announcement"".</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step227.gmd,\tguide\tutorial_guide_227.arc,tutorial_guide_227.arc,0
1,TUTORIAL_STEP_361,"<COL ffdc78>途中離脱するかしないかは
パーティーメンバーの投票で決まり
投票者中、過半数を占めた方が採用されます</COL>
離脱の提案アナウンスが届いた場合は
【<KC UI_GAME_MENU>】ゲームメニューで【<KC UI_X>】
を押し、投票画面を呼び出して投票してください","<COL ffdc78>Whether to withdraw or not depends on
the votes of the party members. If you receive a
withdrawal proposal, please press 【<KC
UI_GAME_MENU>】 in the game menu and vote on the
voting screen.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step227.gmd,\tguide\tutorial_guide_227.arc,tutorial_guide_227.arc,1
2,TUTORIAL_STEP_362,"なお、投票は一定時間で締め切られるため
ご注意ください
反対多数で提案が拒否された場合は
一定時間、再提案できなくなりますので
その点もご留意ください","Please note that voting will be closed after a
certain amount of time.
If the proposal is rejected by a majority vote,
it will not be eligible for reconsideration for a
certain period of time. Please also keep this in
mind.",ui\00_message\tutorial_guide\steps\tutorial_guide_step227.gmd,\tguide\tutorial_guide_227.arc,tutorial_guide_227.arc,2
0,TUTORIAL_STEP_363,"ポーンがロストしてポーン郷にある
《異界の狭間》へ送られてしまった場合は
その深部、<COL ffdc78>《囚われし戦徒の間》</COL>へ向かいましょう
<COL ffdc78>そこであなたのポーンは《ポーンクラッシャー》
という敵に襲われています
その敵を倒し救出することで
ポーンは自由を取り戻すことができます</COL>","If your Pawn is lost and sent to the The Rift in
the Pawn Cathedral, make your way to the depths of
the ""The Rift,"" marked as <COL ffdc78>""The Space
between Captives and Myrmidons""</COL>.
<COL ffdc78>There, your Pawn is being attacked by
an enemy called the ""Pawn Crusher."" Defeat this
enemy and rescue your Pawn to regain their
freedom.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step229.gmd,\tguide\tutorial_guide_229.arc,tutorial_guide_229.arc,0
1,TUTORIAL_STEP_364,"救出に成功したポーンは奥の<COL ffdc78>《リムの淵辺》</COL>
で話しかけると復活し、再呼び出し可能になります
救出に失敗した場合や、助けず通り過ぎた場合、
また複数のメインポーンがロストしている時は
ポーン達は呪縛された状態で《リムの淵辺》に
囚われています
<COL ffdc78>呪縛状態でも《復活力》や《黄金石》を与える
ことで復活し、再呼び出し可能になります</COL>","If you successfully rescue the pawn, you can
revive them by talking to them at the <COL
ffdc78>Depths of the Rift.</COL> After that, they
will be available for summoning again.
If you fail to rescue them or pass by without
helping or when multiple main pawns are lost, the
pawns will be trapped at the Depths of the Rift in
a cursed state.
<COL ffdc78>Even in a cursed state, they can be
revived and summoned again by giving them Revival
Force or Golden Gemstones.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step229.gmd,\tguide\tutorial_guide_229.arc,tutorial_guide_229.arc,1
0,TUTORIAL_STEP_365,"マップを使う上でなにかと便利なのが
自由に目印を置ける<COL ffdc78>《フリーマーカー》</COL>機能です
＜フリーマーカー＞　
　【<KC UI_MAP_FREEMARKER>】設置／消去（長押し）
フリーマーカーは拡大時のミニマップのほか、
《詳細マップ》と《フィールドマップ》で
使用できます","One convenient feature when using the map is the
ability to freely place markers. This is the
<COL ffdc78>《Waypoint》</COL>function.
＜Waypoint＞
【<KC UI_MAP_FREEMARKER>】Set / Remove (Long press)
Waypoints can be used on the minimap when zoomed
in, as well as on the
《Local》 and 《Field》maps.",ui\00_message\tutorial_guide\steps\tutorial_guide_step230.gmd,\tguide\tutorial_guide_230.arc,tutorial_guide_230.arc,0
