2,TUTORIAL_STEP_632,"＜マンドラゴラの進化＞

マンドラゴラを育成する際に
選択する《肥料》の内容によって
マンドラゴラが進化し、姿を変えることがあります

また、現在のマンドラゴラの種類を
一度発見した種類に任意で変更することもできます
ただし、""何の種類から育成するか""というのは
進化に影響するため、育成の際には注意しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step364.gmd,\tguide\tutorial_guide_364.arc,tutorial_guide_364.arc,2
0,TUTORIAL_STEP_727,"<COL 78f5ff>絶望の大陸 第三節：「王都の決戦」到達！</COL>

　""ひととき目覚めた精霊竜の力に支えられ
　　覚者は黒き刃を退けた

　　展望城に引き続き奪還したは
　　王家の栄華そのものである城塞都市メガド

　　しかし巨大な都の全てを守るには
　　彼の腕はまだか弱く小さい――""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step392.gmd,\tguide\tutorial_guide_392.arc,tutorial_guide_392.arc,0
2,TUTORIAL_STEP_787,"＜メフィスの呟きについて＞

諜報活動では、メガドの調査を
自由に進めていくことができますが
進展があった場合には
メフィスが ""調査を進めるためのヒント"" を
呟くことがあります

調査に進展があり、アナウンスが発生したときは
チャットログに注目しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,2
0,TUTORIAL_STEP_766,"＜仲間について＞

《証拠》を入手した際に、関わった人物が
""レジスタンス""の仲間に加わることがあります

加入した仲間は、諜報活動中に
証拠イベントのヒントを持って現れたり
戦闘に参加してくれることもあります

仲間に誘えるタイミングが来たら
積極的に誘ってみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,0
0,TUTORIAL_STEP_795,"<COL 78f5ff>絶望の大陸 第四節：「竜を継ぐ者」到達！</COL>

　""母との絆を信じ、一人ひた走る王子
　 しかしその先に待っていたのは
　 破壊こそを悦楽とする造竜だった

　 戦いの果て、火の竜力は正しき在り処へと還り
　 アッカーシェランは新たな歴史を
　 刻み始める

　 一方、白竜神殿では一つの決断が下された""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step420.gmd,\tguide\tutorial_guide_420.arc,tutorial_guide_420.arc,0
2,TUTORIAL_STEP_872,"<COL 78f5ff>《デイリー報酬》</COL>
1日に1回だけアイテムを取得できる、
特別な宝箱が報酬部屋に出現します

<COL 78f5ff>《コンテンツクリア報酬》</COL>
拠点の保管ボックスから""報酬受け取り"" にて
受け取ることができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step428.gmd,\tguide\tutorial_guide_428.arc,tutorial_guide_428.arc,2
0,TUTORIAL_STEP_826,"<COL ffdc78>《ドラゴンアビリティ：精霊竜》</COL>は
闇の眷属""アバドーン""に対して力を発揮します

竜防具に付与された《精霊竜》のポイントの
パーティーメンバーの合計が一定値を満たすことが
発動の条件となります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step432.gmd,\tguide\tutorial_guide_432.arc,tutorial_guide_432.arc,0
0,TUTORIAL_STEP_829,"<COL ffdc78>《ドラゴンアビリティ：火竜》</COL>は
闇の眷属""バフォメット""に対して力を発揮します

竜防具に付与された《火竜》のポイントの
パーティーメンバーの合計が一定値を満たすことが
発動の条件となります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step433.gmd,\tguide\tutorial_guide_433.arc,tutorial_guide_433.arc,0
0,TUTORIAL_STEP_830,"<COL ffdc78>《ドラゴンアビリティ：白竜》</COL>は
闇の眷属""黒騎士""に対して力を発揮します

竜防具に付与された《白竜》のポイントの
パーティーメンバーの合計が一定値を満たすことが
発動の条件となります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step434.gmd,\tguide\tutorial_guide_434.arc,tutorial_guide_434.arc,0
0,TUTORIAL_STEP_855,"<COL 78f5ff>絶望の大陸 第五節：「すべての行く末」到達！</COL>

　""突如として世界を襲った数々の災い

　　信じ、抵抗し、希望を捨てず
　　仲間と共に理を護ったのは
　　竜でも王でもなく　ただ一人の覚者であった

　　傷を負った大陸は
　　今　それぞれの未来へと歩み始める――""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step446.gmd,\tguide\tutorial_guide_446.arc,tutorial_guide_446.arc,0
311,syslog_action_ensa_target_i,"邪悪な怨念に憑りつかれた
祓うには、""怨塊""を破壊せよ――","You have been possessed by evil spirits
Destroy your Grudge Pillar to purify",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,311
312,syslog_action_ensa_target_p,"仲間が怨念に憑りつかれた
祓うには、""怨塊""を破壊せよ――","Comrades have been possessed
Destroy Grudge Pillars to purify them",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,312
313,syslog_action_ensa_clear,"""怨塊""を失い、<NAME TARGET> の力が弱まっていく――","Grudge Pillars have been destroyed, <NAME TARGET> is weakening",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,313
316,syslog_action_ikai_02,"""魔物""を倒し、魂を集めて異界の扉を開け――",Defeat monsters and collect their souls to open Door to the Other World,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,316
317,syslog_action_ikai_03,"異界から救い出すには、""怨塊""を破壊せよ――",Destroy Grudge Pillars to rescue comrade from the other world,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,317
319,syslog_action_ikai_05,"仲間によって""怨塊""が破壊されたことで
異界の扉が開かれた――","Your comrades have destroyed the Grudge Pillars
and Door to the Other World has opened",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,319
321,syslog_action_staff_of_wise,"""竜角の杖""の殲滅まで残り<VAL>本",,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,321
322,syslog_action_safety_dome,"杖から""護身の結界""が展開された",,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,322
336,syslog_content_buff_get,"""<VAL>""の効果が付与されました","""<VAL>"" effect has been applied.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,336
337,syslog_content_buff_lost,"""<VAL>""の効果が解除されました","""<VAL>"" effect has been removed.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,337
340,syslog_action_ikai_10,"残っている""怨塊""を、すべて破壊せよ――","Destroy all of the remaining ""Grudge Pillars""",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,340
343,syslog_action_staff_of_wise_break,"""竜角の杖""を破壊せよ――",,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,343
344,syslog_action_ikai_11,"怨塊 残り""<VAL>個""――","""<VAL>"" Grudge Pillars left",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,344
349,syslog_action_evildra_02,"悪しき竜は""火焔の竜晶""を召喚しようとしている――","The Wicked Dragon is about to summon a
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,349
350,syslog_action_evildra_03,"""火焔の竜晶""の出現により
マグマが溜まっていく――","Magma is rising because of the ""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,350
355,syslog_action_evildra_08,"""火焔の竜晶""の出現により
マグマの滝が流れ出した――","Magma is flowing out from the waterfall because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,355
356,syslog_action_evildra_09,"火口内にある""火焔の竜晶""を破壊したことで
マグマの量が減り、戦闘エリアが広がった――","Destroying the ""Dragon Crystals of Flame"" in the crater
reduces the amount of magma, expanding your foothold.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,356
357,syslog_action_evildra_10,"火口内にある""火焔の竜晶""をすべて破壊したことで
マグマの量が減り、戦闘エリアが大きく広がった――","Destroying all ""Dragon Crystals of Flame"" in the crater has
reduced the amount of magma, greatly expanding the battle area.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,357
358,syslog_action_evildra_11,"""魔炎の竜晶""の出現により
地表からマグマが噴き上がる――","Magma is flowing out from the surface because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,358
359,syslog_action_evildra_12,"""魔岩の竜晶""の出現により
空から火山弾が降り注ぐ――","Meteors are falling down because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,359
360,syslog_action_evildra_13,"""魔風の竜晶""の出現により
熱風が吹き荒れている――","Hot steam of airs is blowing out because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,360
379,syslog_darkgauge_rise,"""破滅の力""の高まりを感じる――
ゲージが十分に溜まるとすべてが滅びる！","The Power of Destruction is growing...
When it reaches maximum power, all life will perish!",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,379
380,syslog_darkgauge_growup,"""破滅の力""のゲージが徐々に上昇してゆく！",The Power of Destruction is rising!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,380
381,syslog_darkgauge_spdown,"""黄金竜の一撃""によって""破滅の力""のゲージが減少した！",The attack of Golden Dragon has reduced the Power of Destruction!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,381
0,,コカトリスの烏羽根,Cockatrice Raven Pinion•7816,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,651
0,,髪のパーツEX1,Hair Part EX1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21471
97,hud_dragon_skill_pl_1,"""%s""を発動した！","""%s"" has activated!",ui\00_message\ui\hud.gmd,\ui\gui_cmn.arc,gui_cmn.arc,97
98,hud_dragon_skill_pl_2,"渾身の""%s""を発動した！","""%s"" has fully activated!",ui\00_message\ui\hud.gmd,\ui\gui_cmn.arc,gui_cmn.arc,98
99,hud_dragon_skill_pl_0,"""%s""を発動できなかった――","""%s"" could not be activated",ui\00_message\ui\hud.gmd,\ui\gui_cmn.arc,gui_cmn.arc,99
193,namedparam_351,"""白い災厄""エルダーアングルス","""White Calamity"" Elder Angules",ui\00_message\named\named_param.gmd,\ui\gui_cmn.arc,gui_cmn.arc,193
1,SAME_LETTER_188_296,',,ui\00_message\ng_word\same_letter_188.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
1,SAME_LETTER_149_283,"""",,ui\00_message\ng_word\same_letter_149.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
