1,NORMAL_SKILL_COMMAND_11_166,<KC ATTACK1>後、少し遅らせて<KC ATTACK1>を連続して押す,"After <KC ATTACK1>, delay a moment then
repeatedly press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,1
4,NORMAL_SKILL_COMMAND_11_167,<KC ATTACK2>を押す,Press <KC ATTACK2>.,ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,4
7,NORMAL_SKILL_COMMAND_11_168,<KC WEAPON_SUB>を押しながら<KC MARK_SHOT>を押す,"Hold <KC WEAPON_SUB>, then press <KC MARK_SHOT>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,7
6,NORMAL_SKILL_COMMAND_11_169,<KC WEAPON_SUB>を押す,Press <KC WEAPON_SUB>.,ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,6
9,NORMAL_SKILL_COMMAND_11_170,バックリープ発動後に<KC SKILL_NORMAL1>を押す,"After activating Back Leap, press <KC
SKILL_NORMAL1>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,9
5,NORMAL_SKILL_COMMAND_11_171,<KC ROLLING>を押す,Press <KC ROLLING>.,ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,5
8,NORMAL_SKILL_COMMAND_11_172,"<KC SKILL_NORMAL1>を押す
　カテゴリ：補助魔法
　魔力１ゲージ消費で発動可能","Press <KC SKILL_NORMAL1>.
Category: Support Magick.
Consumes 1 magick gauge on activation.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,8
10,NORMAL_SKILL_COMMAND_11_173,"<KC OVER_BRADE>を押す
　カテゴリ：純魔法
　魔力１スタック消費で発動可能","Press <KC OVER_BRADE>.
Category: Pure Magick.
Consumes 1 magick stack on activation.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,10
3,NORMAL_SKILL_COMMAND_11_174,<PADM>空中で左スティックを倒しながら<KC ATTACK1>を押す<KEYM>空中で移動キーを押しながら<KC ATTACK1>を押す</KEYM>,"While in the air, press <PADM><KC ATTACK1> while
moving the left stick<KEYM><KC ATTACK1> while
holding movement keys</KEYM>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,3
2,NORMAL_SKILL_COMMAND_11_175,空中で<KC ATTACK1>を押す,"While in the air, press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,2
12,NORMAL_SKILL_COMMAND_11_176,しがみつき中に<KC ATTACK1>を連続して押す,"While climbing an enemy,
repeatedly press <KC ATTACK1>",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,12
11,NORMAL_SKILL_COMMAND_11_177,吹き飛ばされ中に<KC JUMP>を押す,"While being knocked away, press <KC JUMP>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,11
0,NORMAL_SKILL_INFO_01_4,剣による連続攻撃を繰り出す,Perform a continuous attack with your sword.,ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,0
1,NORMAL_SKILL_INFO_01_5,剣による連続一点集中攻撃を繰り出す,"Pausing after your first swing allows you to
follow
up with a powerful concentrated attack.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,1
2,NORMAL_SKILL_INFO_01_13,"剣による一撃で敵のガード状態を崩し気絶を誘う
ボタンの長押しで威力が増し
敵を転倒させることができる
<COL ffdc78>LV UPで攻撃威力が上昇し
長押しなしで敵を転倒させる＜強斬り崩し＞に進化</COL>","A sword strike that breaks
enemy guard and stuns. Hold
to charge for knockdown power.
<COL ffdc78>LV UP boosts attack and evolves to 
<Strong Guard Break> (no-charge knockdown).</COL>",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,2
3,NORMAL_SKILL_INFO_01_14,"剣による渾身の一撃で敵のガード状態を崩し
転倒させる。さらに気絶させやすくなる
ボタンの長押しで威力が増す","Perform a stronger overhead swing capable of
breaking
an enemies guard, holding down longer for
increased power.
A longer hold has a better chance to topple.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,3
6,NORMAL_SKILL_INFO_01_15,"盾を構え敵の攻撃を防ぐ
空中でも発動可能","Hold your shield strong to block enemy attacks.
Can also be activated while in the air.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,6
7,NORMAL_SKILL_INFO_01_16,"盾を素早く構え敵の攻撃をはじき返す
空中でも発動可能","Timing your block just as the enemy attacks you,
will deflect their attack.
Can also be activated while in the air.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,7
8,NORMAL_SKILL_INFO_01_17,"腰を落とした姿勢で構え、
近接してきた仲間を上方に放りあげる","Hold yourself in a crouched position, and toss
nearby allies into the air.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,8
4,NORMAL_SKILL_INFO_01_18,空中で剣を振り払う,Swing your sword while in the air.,ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,4
5,NORMAL_SKILL_INFO_01_19,"空中で剣を縦に振り下ろす
高所から行うことで威力が上昇する","Slash downwards while airborne, falling down onto
the
enemy. Increased power at an increased height.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,5
9,NORMAL_SKILL_INFO_01_22,敵に吹き飛ばされた際に転倒を回避する,Avoid falls when knocked away by enemies.,ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,9
10,NORMAL_SKILL_INFO_01_23,"しがみついた状態から、剣を突き刺し連続してえぐる
ボタンの連打で攻撃回数が増加する","While clinging to foes, thrust your
sword and repeatedly carve into them.
Mashing the button increases the
number of attacks you perform.",ui\00_message\skill\normal_skill_info_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,10
0,NORMAL_SKILL_INFO_02_24,ダガーによる連撃を繰り出す,Perform consecutive dagger attacks.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,0
1,NORMAL_SKILL_INFO_02_25,攻撃範囲の広い回し蹴りを連続して繰り出す,Perform a wide range of consecutive kicks.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,1
2,NORMAL_SKILL_INFO_02_26,"ダガーによる素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UPでより攻撃回数が増加する
＜阿修羅斬り＞に進化</COL>","Perform a series of quick dagger slashes.
The number of attacks rises with consecutive
button presses.
<COL ffdc78>LV UP: Further increases the number
of attacks.
Evolves into (Hundred Kisses).</COL>",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,2
3,NORMAL_SKILL_INFO_02_27,"ダガーによるさらに高速の連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する","Perform a faster series of quick dagger slashes.
The number of attacks rises with consecutive
button presses.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,3
6,NORMAL_SKILL_INFO_02_28,"シーカーロープを構えて狙いをつける
空中でも発動可能","Hold the Seeker Rope and take aim.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,6
7,NORMAL_SKILL_INFO_02_29,"構えたシーカーロープを狙った対象に放つ
空中でも発動可能","Throw the seeker rope towards the target aimed at.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,7
8,NORMAL_SKILL_INFO_02_30,身を跳び退かせ、敵の攻撃を避ける,Duck and roll to avoid an enemy attack.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,8
9,NORMAL_SKILL_INFO_02_31,"腰を落とした姿勢で構え、
近接してきた仲間を上方に放りあげる","Hold yourself in a crouched position, and toss
nearby allies into the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,9
4,NORMAL_SKILL_INFO_02_32,空中でダガーによる連撃を繰り出す,"Perform consecutive dagger slashes while in the
air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,4
5,NORMAL_SKILL_INFO_02_33,"空中でダガーによる回転攻撃を繰り出す
高所から行うことで威力が上昇し気絶させやすくなる","Perform a continuous somersault in the air with
daggers
extended. When performed from a high place, the
damage increases and it is
easier to stagger enemies.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,5
10,NORMAL_SKILL_INFO_02_36,空中で壁蹴りを行い、より遠方にジャンプする,"Kick off the wall while airbone, propelling
yourself
to further distances.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,10
11,NORMAL_SKILL_INFO_02_37,ジャンプ中、再度ジャンプを行う,"While jumping, perform a double jump.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,11
