old,new
なんだおまえは？　あ？　レオの使い？,Who might you be? Oh? You're Leo's messenger?
"おい、声を低く――奴らに聞かせるな
――それで、なんの用だ","Oi, keep your voice down...Don't let them hear this.
...So, what do you want from me?"
撤収？　はん！レオめ――,To withdraw? Half?! Leo...
"あいつは昔からそうだ
自信たっぷりな態度で間違えやがる","He's old-fashioned, and bound to make plenty of
terrible mistakes with that prideful attitude of his."
おい、何をコソコソ――,"Hey, what are you doing..."
騎士団風情に聞かせる話なんぞないわ！,
"その言葉、聞き捨てならない！
あんたも元は騎士だろう？",
ならば――,
"んな昔のことは忘れたぜ！
もう５０年前だからな！",
いやいやいや――,
"確かに俺がいた頃の騎士団は
誇り高き戦闘集団だった",
ところが、今の騎士団はどうだ！？,
――言ってみろ,
口先だけの腰抜け集団だって言ってるんだよ！,
"な？　魔物討伐の優先権があるってなら
さっさとやっつけろよ！",
"何度も倒している！
しかし、倒しても、また現れるのだ",
"どこかに巣窟があり、そこを叩かねば
ならないと協議しているところへ貴様が来て――",
ほら来た言い訳騎士団！,
くっ――,
