"key","old","new"
"EDIT_MSG_DIALOG_REPLY_YES","はい","Yes"
"EDIT_MSG_DIALOG_REPLY_NO","いいえ","No"
"EDIT_MSG_DIALOG_REPLY_OK","OK","Choose"
"EDIT_MSG_DIALOG_REPLY_DECISION","はい","Yes"
"EDIT_MSG_DIALOG_REPLY_CONTINUE","いいえ","No"
"EDIT_MSG_DIALOG_REPLY_BACKSPACE","キャンセル","Cancel"
"EDIT_MSG_DIALOG_REPLY_BACK","いいえ","No"
"EDIT_MSG_DIALOG_REPLY_ONLINESHOP","オンラインショップで購入する","Buy from Online Shop"
"EDIT_MSG_DIALOG_REPLY_EDIT_SAVE","エディットをセーブする","Save the edits"
"EDIT_MSG_DIALOG_CHOICE_SAVE","セーブ","Save"
"EDIT_MSG_DIALOG_CHOICE_LOAD","ロード","Load"
"EDIT_MSG_DIALOG_EDIT_CANCEL","エディットを終了して
前の画面に戻りますか？","Do you want to exit the editor and return to the
previous screen?"
"EDIT_MSG_DIALOG_EDIT_FIX","エディットを決定します
これでよろしいですか？","Are you sure you want these edits?"
"EDIT_MSG_DIALOG_SALON_CANCEL","美容院をキャンセルします
よろしいですか？","Canceling changes
Do you wish to proceed??"
"EDIT_MSG_DIALOG_SALON_FIX","<VAL>を使用して
エディットを変更します
よろしいですか？","Use <VAL>
to complete changes
OK?"
"EDIT_MSG_DIALOG_SALON_NOTGP","<VAL>が足りません","<VAL>GP is not enough"
"EDIT_MSG_DIALOG_SAVE_LOAD","エディットのセーブ/ロード

性別や顔、体型などのモデルに関する
エディット情報をセーブ
またはロードすることができます","Save/Load edits

Save or Load edit information about the model, 
such as gender, face, body type, etc."
"EDIT_MSG_DIALOG_SAVE_WORD","現在のエディット情報をセーブします","Save current edits"
"EDIT_MSG_DIALOG_SAVE_DATE","エディットデータ：","Edit data："
"EDIT_MSG_DIALOG_LOAD_OVERWRITE","ロードしたエディット情報を
今のモデルに
適用してもよろしいですか？","Are you sure you wish to apply the loaded edit information to your current model?"
"EDIT_MSG_DIALOG_ERROR_LOAD_NG_DATA","ロードしたエディットデータは
破損しているため使用できません","Loaded edit data cannot be used because it is corrupted"
"EDIT_MSG_DIALOG_LOAD_OVERWRITE_AT","ロードしたエディットデータは
設定できない項目が含まれているため
使用できません","Loaded edit data cannot be used
because it contains items that cannot be set"
"EDIT_MSG_DIALOG_ERROR_LOAD_NG_SEX","ロードしたエディットデータは
設定している性別と異なるため
使用できません","The loaded edit data is different from the gender set and cannot be used"
"EDIT_MSG_DIALOG_ERROR_NAME_EMPTY","名前が決定していません
名前を使用可能の状態にしてください","Please enter a name"
"EDIT_MSG_DIALOG_ERROR_NAME_USED1","<NAME>は
すでに使用されている名前です
違う名前に変更してください","<NAME> is already in use. Please change to a different name."
"EDIT_MSG_DIALOG_ERROR_SPPARTS_NG","選択した声は未購入のポーンボイスです
ポーンボイスはオンラインショップで購入できます","The voice you selected is an unpurchased pawn voice
Pawn voices are available for purchase in the online store"
"EDIT_MSG_DIALOG_PC_SAVEDATA_SAVEWORD","セーブするスロットを選択してください","Please select the slot to save"
"EDIT_MSG_DIALOG_PC_SAVEDATA_LOADWORD","ロードするスロットを選択してください","Please select the slot to load"
"EDIT_MSG_DIALOG_PC_SAVEDATA_DATE","作成日時","Creation Time"
"EDIT_MSG_DIALOG_PC_SAVEDATA_AUTHOR","作成者","Author"
"EDIT_MSG_DIALOG_PC_SAVEDATA_SEX","性別","Gender"
"EDIT_MSG_DIALOG_PC_SAVEDATA_COMMENT","コメント","Comment"
"EDIT_MSG_DIALOG_PC_SAVE_OVERWRITE","既存のセーブデータに
上書きしてもよろしいですか？","Are you sure you want to overwrite your existing saved data?"
"EDIT_MSG_DIALOG_PC_SAVING","保存しています
PC本体の電源を
切らないでください","Saving
Do not turn off the power of the PC"
"EDIT_MSG_DIALOG_PC_SAVE_FINISH","セーブが終了しました","Saving is finished."
"EDIT_MSG_DIALOG_PC_ERROR_HDD_NOSPACE","記憶デバイスの
空き容量が不足しています
空き容量を確保してください","Insufficient free space on storage device
Please free up space"
"EDIT_MSG_DIALOG_PC_ERROR_SAVE_FAILED","セーブデータの保存に
失敗しました","Failed to save."
"EDIT_MSG_DIALOG_PC_LOADING","ロードしています
PC本体の電源を
切らないでください","Loading
Do not turn off the power to the PC"
"EDIT_MSG_DIALOG_PC_LOAD_FINISH","ロードが終了しました","Loading Complete"
"EDIT_MSG_DIALOG_PC_ERROR_LOAD_CRASH_DATA","セーブデータが破損しているため
ロードできません","Unable to load due to corrupted save data"
"EDIT_MSG_DIALOG_PC_ERROR_LOAD_FAILED","セーブデータのロードに
失敗しました","Loading saved data failed"
"EDIT_MSG_DIALOG_PC_DELETE_DATA","セーブデータを削除してもよろしいですか？","Are you sure you want to delete your saved data?"
"EDIT_MSG_DIALOG_PC_DELETING","削除しています
PC本体の電源を
切らないでください","Deleting
Do not turn off the PC itself"
"EDIT_MSG_DIALOG_PC_DELETE_FINISH","削除しました","It has been deleted."
"EDIT_MSG_DIALOG_PC_ERROR_DELETE_FAILED","セーブデータの削除に
失敗しました","Deletion of saved data failed"
"EDIT_MSG_DIALOG_TUTORIAL_SEX","《便利な機能を紹介》

【<COL FFFFFF><KC UI_START></COL>】
エディット情報のセーブ/ロードがおこなえます

【<COL FFFFFF><KC UI_LB></COL> / <COL FFFFFF><KC UI_RB></COL>】
一つ前の設定に戻したり、やり直したりできます
（性別を変更すると履歴はリセットされます）

その他の機能は、画面下のガイドをご覧ください","《Introducing useful functions》

[<COL FFFFFF><KC UI_START></COL>]
Save and load edit information

[<COL FFFFFF><KC UI_LB></COL> / <COL FFFFFF><KC UI_RB></COL>]
Revert to previous settings and start over
(history will be reset if you change gender)

See the guide at the bottom of the screen for additional features."
