key,old,new
pop_detail_item_rank,Item Rank,Item Rank
pop_detail_bazaar,バザー,Bazaar
pop_detail_ok,OK,OK
pop_detail_powerup_point,強化ポイント,Enhancement
pop_detail_status,Status,Status
pop_detail_craft,Craft,Craft
pop_detail_caption,Details,Details
pop_detail_sale,売却額,Sell
pop_detail_G,G,G
pop_detail_LV,LV.,LV.
pop_detail_target,目玉報酬,Featured Rewards
pop_detail_eq_crest_slot,装着クレスト：スロット,Equipped Crest: Slot 
pop_detail_1stack_bag,アイテムバッグ1枠スタック数：,Item Bag Stack Maximum: 
pop_detail_comparison_eq,比較装備：,Equip Compare: 
pop_detail_shop_stock,ショップ残り在庫数：,Remaining Shop Stock: 
pop_detail_shop_conditions,購入条件,Purchase Requirements
pop_detail_shop_deadline,販売終了まであと,Sale Ends: 
pop_detail_shop_aggregate1,集計開始まであと,Tally Starts: 
pop_detail_shop_aggregate2,集計終了まであと,Tally Ends: 
pop_detail_shop_aggregate3,集計終了しました,Tally Ended: 
pop_detail_shop_unlock_condition_3_1,(まだランキングは確定していません),(The rankings have not yet been finalised.)
pop_detail_shop_unlock_condition_3_2,(参加者はランキングボードを確認してください),(Participants should check the ranking board)
pop_detail_shop_unlock_condition_3_3,(最終結果%d位),(Final result %d Rank)
pop_detail_add_status_1,Add Status,Add Status
pop_detail_add_status_2,Limit Bonus,Limit Bonus
pop_detail_add_status_34,Fusion Bonus,Fusion Bonus
pop_detail_add_status_5,Special Bonus,Special Bonus
pop_detail_shop_deadline_01,販売開始まであと,Sale starting soon
pop_detail_shop_deadline_02,販売終了,Sale Ended
pop_detail_shop_deadline_03,販売中,Now on Sale
pop_detail_bbi_001,Unparsable,Unparsable
pop_detail_bbi_002,<COL ffdc78>？？？（入手すると判明します）</COL>,<COL ffdc78>??? (identified when obtained)</COL>
