"old","new"
"おう！　覚者様、よろしくお願いします","Oh!　Thank you very much, Arisen!"
"どうも。遠慮しねぇで何でも言ってくださいよ","Hi. Don't hesitate to tell me anything."
"俺の力、きっとお役に立ちますぜ","My power will surely be of use to you."
"どんな戦場でも喜んで","I'm willing to go to any battlefield."
"こっちの準備ぁできてます。行きますか","I'm ready. Shall we go?"
"きっちりお守りしますんで、ご安心を","We will take good care of you, don't worry."
"おっ、この感じ。あの方が来ましたか","Oh, this feeling. Has that person arrived?"
"ハッ！　何とかうまくいきましたね","Ha! Somehow, it went well, didn't it?"
"上出来だったと思いますがね","I think it went well, but..."
"結構な成果ですよ、こいつぁ！","This is quite an achievement, I must say!"
"あぁ、下手うっちまいましたね。こりゃ","Oh, I'm so bad at this. Oh, shit."
"お！？　悪くねぇ手ごたえだ","Oh?　That's not bad."
"うおおっ！　力が漲ってきやがる","Wow!　I'm filled with power!"
"へっ！　次の戦闘、期待して下さいよ","Heh!　Next battle, you can look forward to!"
"さぁてと、どっから行きましょう？","So, where shall we go from here?"
"ま、何かあったらその時考えましょう","Well, if something happens, we'll think about it then."
"エモノですぜ","It's the target"
"敵ですよ、やりますか？","Are they the enemy? Will you fight?"
"敵か？　仕方ねぇ――！","Enemies?　It can't be helped--"
"舐めてかかると、痛い目見そうだな。ありゃ","If you underestimate me, you're in for a world of hurt. Well then..."
"チッ！　厄介そうなヤツですね","Tsk!　He looks like trouble."
"すまねぇ！","I'm sorry!"
"誰か、手ぇ貸してくれ！","Somebody give me a hand here!"
"クッ！　離しやがれ、この！","Kuh!　Get off me, you son of a bitch!"
"おい、冗談――だ――ろ――","Hey, it's just a joke, you know"
"なっ――何ぃっ！？","What- What's happening!?"
"来やがったな！","You came!"
"へっ、やりますか！","Well, shall I do it?"
"お怪我ぁありませんでしたか？","Were you injured?"
"まっ、運動がわりにゃなりましたね","Well, I guess I got my exercise instead."
"覚者様の邪魔してんじゃねぇぞ、おう！","Don't get in the way of the Master of the Arisen!"
"よし、捕まえたぜ！！","Okay, I got you!"
"あぁ、大した怪我じゃありません","Oh, it's nothing serious."
"楽勝ってわけにゃいきませんね","It's not going to be an easy win."
"つっ――気ぃ引き締めます――","I'm going to brace myself."
"さすがにこりゃ、きついな――","This is a tough one..."
"これ以上の無理ぁ、保障できませんよ","I cannot guarantee any more than this, it's impossible"
"おい！！　嘘だろっ、覚者様！","Hey!　No way, Lord Arisen!"
"食らわしてやる――","I'm gonna make you pay for this..."
"おう、回復だ！","Oh, recovery!"
"どこ見てやがる、相手は俺だ！！","Where are you looking, I'm your opponent!!"
"よし、援護する！","Okay, I'll cover for you!"
"あぶねぇな！","That's not safe!"
"おう、うらぁッ！！","Oh, ugh!"
"食らいやがれッ！！","Take it!"
"そら、こいつでどうだ！","There you go. How about this one!"
"こっちだ、打ち上げる！","This way, I'll launch!"
"解ったぜ！","Got it!"
"おう、了解！","Oh, got it!"
"そいつぁムリだ","That's impossible."
"おっ、荷物の整理ですか？","Oh, are you organizing your luggage?"
"そろそろ出発ですかね？　いつでも呼んでくださいよ","Are we about to leave?　You can call me anytime."
"ちったぁ休んだ方が良いですぜ","It's better to take a little rest, ya know"
"なぁに、ちょっとくらいゆっくりしたところで
敵は逃げませんよ","Hey, even if you slow down a little bit...
The enemy won't run away."
"おっと、へへ――静かにしとくか――","Oops, heh--I'll be quiet--I'll be quiet."
"寝ずの番は俺にお任せを――","Leave the night watch to me."
"何というかこう、雰囲気が変わりましたね","The atmosphere has changed."
"へぇ、模様替えってのもいいもんですね","Wow, it's nice to redecorate, isn't it?"
"先ほどエリア探索から戻りました","I just returned from exploring the area."
"覚者様、今回のエリア探索は大収穫ですぜ！","Dear Arisen, this exploration of the area has been a great success!"
"ふーむ、ん？　ん～――","Hmm, huh? Hmm~"
