"old","new"
"素敵な方。お目にかかれて光栄よ","Lovely person. It's an honor to meet you."
"良い旅になるように精一杯尽くすわ","I'll do my best to make it a good trip."
"あたしで良ければ、何でも言いつけて","You can tell me anything if you like."
"サポートはお任せを。ふふっ","Leave the support to us. Phew!"
"気に入って頂けるよう努力するわ","I'll try to make sure you like it."
"マスターのこと、よろしくお願いしますね","I look forward to working with you, Master."
"あら。マスター、あの方が来たみたい","Oh, my. Master, I think he's here."
"さすがは、あたしのマスター","That's my master!"
"うふふ！　いい成果でしたね","Hmmm!　That was a nice accomplishment."
"この結果、あなたの実力よ","These results, you're good."
"こういうこともあるわ。気を落とさないで","These things happen. Don't let it get you down."
"ふふっ、ちょっといい感じになったかしら","Phew, I hope that's a little better."
"みなぎってくる！","It's all coming together!"
"いつまでも、お傍に置いて下さいね","Please keep them by your side forever."
"忘れ物はありません？　道具に、装備に――","Have you forgotten anything?　Tools, equipment..."
"さぁ、行きましょうかマスター","Well, let's go, Master."
"あら、敵よ","Oh, my God, it's the enemy."
"気をつけて。敵の気配が","Watch out. There's a sign of the enemy."
"何かいるわ、近くに","There's something here. It's close."
"マスター、あれを相手にするの？","Master, are you going to deal with that?"
"戦って大丈夫？　かなり手ごわそうよ","Are you sure you're up for this?　You look pretty tough."
"ん、ありがとう！","Hmm, thanks!"
"あぁっ、助けて！！","Aah, help!"
"ちっ、油断したわ――！","Damn, I was caught off guard--!"
"あぁ――こんなはずじゃ――","Oh, this isn't-- this isn't how it's supposed to be."
"う！　ごめんなさい、マスター！","Ugh!　I'm sorry, Master!"
"さ、始めるわよ","Okay, here we go."
"気合入れていきましょ！","Let's get into it!"
"もっと満足させて頂戴","Please give me more satisfaction."
"ふふ、なかなか良かったわ","Hmmm, that was pretty good."
"マスターに刃を向ける者は、あたしが許さない","I will not allow anyone to turn on the Master."
"さぁ、お願い！　抑えてる間に！","Now, please! While I have it under control!"
"この程度、何でもないわ","It's nothing, really"
"まずいわね――何とかしなくちゃ","This is not good--we have to do something."
"ちょっと辛くなってきたわ――","It's getting a little spicy--"
"うっ！　今は、倒れるわけにはいかない――","Ugh!　I can't go down now--"
"何とか――耐えなくちゃ――！","Somehow - I have to endure - I have to endure!"
"ねぇちょっと！？　　だめよ、マスター！","Hey, hey!　　No, Master!"
"いくわよっ！","Here we go!"
"大丈夫、すぐに癒すわ","Don't worry, I'll heal you in no time."
"そこのあなた！　あたしを見なさい！","You there!　Look at me!"
"サポートは任せて！","Leave the support to us!"
"やめなさい！","Don't do it!"
"これでどう？","How about this?"
"はっ！　倒れなさい！","Ha!　Fall!"
"しつこいのよ！！","Persistent!!"
"あたしに乗って！　早く！！","Jump on me! Quickly!!"
"解ったわ！","Understood!"
"仰せのままに","At your command"
