"old","new"
"お役に立てるかどうか――","Whether I can be of assistance or not――"
"できたらお供を――","If possible, bring a companion..."
"ご、ご一緒できて感激です","I'm so grateful that we can be together."
"自分のような者で良ければ――","If it's okay with someone like myself--"
"うまくやれるかどうか――","I don't know if I can do it--"
"どうか、旅が成功しますように――","May your journey be successful —"
"あの――誰か、来たみたいです","Um... I think someone's here."
"なんとかなりましたね","We managed to do that, didn't we?"
"こんな自分でも、やれた！","Even I could do it!"
"運を味方にできました","I was able to get lucky."
"落ち込みます――","It's depressing--"
"少しは強くなれたような気が――","I feel a little stronger."
"やった！　これできっと――","I did it!　I'm sure this will--"
"少し、自信が湧きました","I feel a little more confident."
"緊張しますね","I'm nervous."
"どこまで行くんでしょう","How far will we go?"
"あっ、あそこに！","Oh, there!"
"敵が、もう近くに","The enemy is already close by."
"敵です、もっと慎重に","Be careful, it's an enemy."
"あ、あれと戦うなんて――","Oh, I can't believe I'm fighting that thing--"
"あの敵は――ま、まずいかも――","That enemy.. may be.. uh-oh.."
"た、助かりました","Thank you very much for your help!"
"助けて！！","Help me!!"
"うわあっ、だ、誰かっ！","Oh no, s-someone is there!"
"ああ――力が、抜けていく――","Oh--the power is draining out of me..."
"もう、もうダメかも――","I think I'm losing it."
"行くしかない、ですか","We have to go, right?"
"仕方ありません","it can't be helped"
"つ、疲れましたね","I'm tired."
"ああ――緊張しましたぁ","Oh--I was so nervous!"
"ご無事で本当に良かったです","I am so glad you are safe."
"止（と）めました！　今のうちに！","I stopped it! Now is the time!"
"何ともない、何ともない","Nothing to worry about. Nothing to worry about."
"うう、不安です――","Ugh, I'm worried--"
"こ、このままでは――","If we don't do this--"
"もう、もうギリギリ――","I'm already on edge--"
"は、早く回復しないと！","If you don't recover soon!"
"え？　――か、覚者さま！？","Eh? - A-Arisen!?"
"待って、もう少し――","Wait, I'm almost--"
"これで少しは","Here's a little more."
"目立ちたくないけど、ここは――！","I don't want to stand out, but here's the thing--"
"が、頑張って！","But good luck!"
"危ない！","Caution!"
"このっ！","You!"
"いい加減に！","Enough is enough!"
"ああっ、もうっ！","Ah, geez!"
"早く、今なら！","Quickly, now!"
"うん――","Yeah--"
"りょ、了解","Roger that."
"えっ！？　そんな、無理――","What?　Oh, no, I can't--"
"冒険の準備をされるんですか？","Are you getting ready for an adventure?"
"あの、お出かけですか？　良ければお供を――","Um, are you going out?　If you don't mind, I'll accompany you..."
"お疲れでしたら休まれた方が――","If you're tired, you should get some rest."
"覚者さまが休めると安心です","Lord Arisen can rest and be at ease"
"あ、お休みなさい、覚者さま","Ah, good night, Lord Arisen"
"休養も大事ですよね","Rest is important, too."
"何だかお部屋の感じが変わりましたね","It kind of changed the feel of the room."
"ふふ、模様替えって楽しいです","Redecorating is fun!"
"覚者さま、ただいまエリア探索から戻りました","Arisen, I have returned from exploring the area"
"今回のエリア探索、中々良い成果を上げられました！","We achieved very good results in this area exploration!"
"えっと――ん――、あ、そっか――","Um... Ah, I see..."
"覚者さま、お庭に何かが――","Arisen, something has appeared in the garden..."
"うーん、美味しくできますように――","I hope it turns out delicious..."
"わ、ありがとうございます！
あの、頑張ります――！","Wow, thank you very much!
Um, I'll do my best--!"
"この装備に見合うような働きをしないと","We need to work to match this equipment."
"このスキルなら、きっと――","With these skills, I'm sure--"
"上手く扱えるといいんですけど","I hope I can handle it well."
"たまには、こうしてゆっくりするのもいいですね","Sometimes it's nice to relax like this."
"あ、もしかしてお出かけですか？","Oh, perhaps you are going out?"
"は、はい。なんでしょう？","Yes, what is it?"
"あのう、どうかしましたか？","Um, what's wrong?"
"もっと――もっと、覚者さまのお役に立ちたいです","I want to be more helpful to Lord Arisen-- much more than that."
"この前、他の覚者さまの元でクラフトのお手伝いをしました
うまく出来ていたらいいんですけど――","The other day, I helped another Arisen with a craft
I hope it went well--"
"この間、他の覚者さまのお供をしました。
緊張したけど、頑張ったつもりです","The other day, I accompanied another Arisen.
I was nervous, but I tried my best."
"あの、この前他の覚者さまがこの服装を褒めてくださいました","Well, the other day, another Arisen complimented me on this attire."
"覚者さま、今日は戦技のご提案をさせてください！","Arisen, please allow me to propose a battle technique today!"
"覚者さまにお仕えしてきたおかげで、意思疎通力が上がりました！","Thanks to the Arisen who I have served, I have improved my communication skills!"
"覚者さま、今日は髪型のご提案があります！","Dear Arisen, I have a hair style suggestion for you today!"
"覚者さま、新しい家財を入手されたんですね！
これは快適になりそう――","Dear Arisen, I see that you have acquired new household goods!
This is going to be comfortable--"
"覚者さま、おかえりなさい","Arisen, welcome back"
"はぁ、ご無事で安心しました","Haha, I'm so relieved you're okay."
"長い間お戻りにならなかったから、ずっと心配でした――","I was worried because you didn't come back for a long time."
"良かった、
無事に家までお送りできた――","It's good. I was able to safely take you home."
"やっぱりこの部屋に戻るとほっとしますね","I'm still relieved to be back in this room."
"覚者さま、一休みしていかれますか？","Would you like to take a break, Master?"
