"old","new"
"よぉし、ぼくも頑張ります！","Okay, I'll do my best!"
"こんにちは！　一生懸命やりますね！","Hello! I will do my best."
"一緒に冒険、楽しみです！　わくわくするなぁ","I'm looking forward to our adventure together!　I'm so excited!"
"わぁ、強そうですね！　よろしくお願いします！","Wow, you seem strong! Nice to meet you!"
"一番の家来を目指します、覚者さま！","I aim to be the number one retainer, Master Arisen!"
"安心してください！　ぼくが守りますから！","Don't worry!　I will protect you!"
"あ！　覚者さま、誰か来ましたよ？","Ah!　Master Arisen, someone's here?"
"成功ですね！　覚者さま！","Success!　Master!"
"やったぁ！　お役に立てて嬉しいなぁ","Yay!　Glad I could help!"
"この次もうまくいきますように！","May this next one go well too!"
"あ～、失敗かぁ。悔しいなぁ――","Ah, a failure. It's so frustrating..."
"ぼくの頑張り、見てて下さいね！","Please watch my efforts!"
"あ！　なんだか今、強くなりました！","Ah! I suddenly feel stronger now!"
"覚者さまより強くなって、きっと守りますから！","I will become stronger than you and I will protect you!"
"行き先はどこなんですか？　楽しみだな","Where are we going? I'm looking forward to it."
"今日は何があるんだろう","What's in store today?"
"あっ！！　ほら、敵ですよ！","Ah!　Look, it's the enemy!"
"覚者さま、敵があんなところに！","Arisen, the enemy is over there!"
"何かいる――気をつけないと――","There's something in there-- we have to be careful--"
"わ！　あれ、すごく強そうですよ！？","Wow!　That looks so strong!"
"覚者さま、あ、あんなのと戦うんですか？","Oh, Arisen, are you going to fight with that thing?"
"ありがとう！","Thank you!"
"だ、誰か助けて！！","Help, someone!!"
"こいつを何とかして！","Do something about this guy!"
"ごめんなさい、ぼく、もう――","I'm sorry, I'm already..."
"うっ――やられた――","Ugh... I've been hit..."
"よぉし、ぼくがやっつけます！","Okay, I'll take care of it!"
"ああっ、敵が来ました！","Ah, the enemy is here!"
"楽勝でしたね！","It was an easy win!"
"思ったほど強くなかったなぁ","It wasn't as strong as I thought it would be."
"覚者さまがご無事でよかったです！","Arisen, I'm glad you're safe, my lord!"
"今です！　ほらっ！！","Now!　Voila!"
"心配ないですよ！　これくらい","Don't worry!　This much."
"――ちょっとやられました","--I've been hit a little bit."
"痛たたたっ――でも頑張る――","Ouch--but I'm trying--I'm trying--I'm trying."
"か、覚者さまぁ、ぼくもう体力が――","Oh, Arisen, I'm already out of energy..."
"ああ、だめ――倒れそう――","Oh, no--I'm gonna collapse--"
"え！？　覚者さま、覚者さまぁっ！！","Eh!? Arisen, Arisen!!"
"よーーーしこれでっ！","All right, here we go!"
"あっ！　すぐに治します！","Ah!　I'll fix it right away!"
"おーい！　ぼくはこっちだ！","Hey!　I'm over here!"
"支援しますね！","I will assist you!"
"当たらないよ！","It won't hit!"
"それっ！","That's it!"
"えいやーっ、とう！","Eiyaa! Take that!"
"これは痛いぞ！！","This is going to hurt!"
"こっちです、さあ跳んで！","This way, come on, jump!"
"はい、解りました！","Yes, I understand!"
"了解っ！","Got it!"
"えぇ！？　ちょっと無理です！","What?!　I can't do it for a minute!"
"覚者さま、何してるんですか？","Arisen, what are you doing?"
"あっ、もうお出かけの準備ですか？","Oh, are you ready to go out already?"
"もしお疲れなら休んでいきましょう、覚者さま？","If you're tired, let's take a rest, Lord Arisen?"
"ゆっくりして下さいね覚者さま","Please take your time, Arisen"
"おやすみなさい
これ、いい夢を見られるおまじないです――","Good night.
Here's a spell that will help you have good dreams--"
"ゆっくり寝て、また冒険に行きましょうね","Sleep well and let's go on another adventure!"
"わぁ！　この家財、ぼくも大好きなんです","Wow! I love this furniture too."
"模様替えって、なんだか楽しくなっちゃいますね！","Redecorating is kind of fun!"
"覚者さま、エリア探索より戻りましたぁ","Arisen, I have returned from exploring the area"
"今回のエリア探索、とっても良い成果を上げられたんですよ！","We achieved very good results in this area exploration!"
"へぇ～――　ふぅん――","Oh, wow-- hmmm--"
"庭に何かいますよ！
ふふ、可愛いな～！","There's something in the garden!
Hehe, how cute~!"
"こうかな？　あっ――入れ過ぎたかも――","Like this?　I think I may have put too much in."
"やったぁ！　こういうの欲しかったんです！","Yay!　I wanted something like this!"
"これで覚者さまをばっちりお守りしますからね！","With this, we will protect the Arisen perfectly, you know!"
"よぉし、このスキルで頑張るぞ！","Alright, I'm going to work hard with these skills!"
"このスキル、コツが要りそうだな～","I guess I'll have to get the hang of this skill!"
"ねぇ覚者さま、たまにはの～んびりしましょう","Hey, Master Arisen, let's take it easy once in a while!"
"ん？ どっか行くんですか？","Hmm? Are you going somewhere?"
"なんでしょう、覚者さま！","What is it, Lord Arisen?"
"ねぇねぇ、今日はどこに行くんですか？","Hey, hey, where are we going today?"
"覚者さまのお力になります！","I will assist the Arisen!"
"この間、別の覚者さまのクラフトのアシスタントで褒められました！","I was praised as a crafting assistant for another Arisen the other day!"
"そうそう、この前、別の覚者さまのお供をしたんです
頑張りました！","Yes, I accompanied Arisen the other day.
I did my best!"
"あっ、そういえば、別の覚者さまにこの服を褒められちゃいました！　へへ","Oh, by the way, I got complimented on this outfit by another Arisen!　Heh heh."
"覚者さま、今日はぼくが戦技のご提案をします！","Dear Arisen, today I am going to propose a war technique!"
"覚者さまがお供させてくださったおかげで
ぼく、意思疎通力が上がりました！","Thanks to the Arisen who let me accompany him
I have improved my communication skills!"
"今日はぼく、覚者さまに髪型のご提案があるんです！","I have a hair style suggestion for you today!"
"新しい家財を手に入れたんですね！
すごいすごい！　快適になりますね！","So you got a new family property!
That's great, amazing!　It's going to be comfortable!"
"覚者さま、お帰りなさい","Arisen, welcome back"
"ほんとはぼくが覚者さまをお守りしたいのになぁ","I really wish I could protect the Arisen."
"帰ってきてくださらなくて、ぼくずっと心配してたんです","I was so worried when you didn't come back."
"覚者さまを無事お送りする任務、完了！","Mission to safely escort the Arisen has been completed!"
"今回の旅も楽しかったですね！","I enjoyed this trip as well!"
"覚者さま、疲れてたら一休みしていきましょう","Arisen, let's take a break if you're tired"
"ふふ、拠点ごとの特徴見て回るの、好きなんです！","I love exploring the characteristics of each base!"
"道具の補充とか、休憩とかしましょう！","Let's replenish the supplies and take a break!"
"あっ、覚者さま！　いま行きます！","Ah, Arisen!　I'm coming!"
"わ、ちょっと待ってて下さいね！","Wow, wait a minute!"
"これでよしっ、と！","There we go!"
"ほら、もう大丈夫です！","See, it's all right now!"
"うわっと、怒ってますよ！　気を付けなきゃ！ ","Wow, he's angry!　I have to be careful!"
"怒らせちゃいましたね――　うまく戦わないと！","I've pissed them off--I have to fight well!"
"疲れてるみたい！ 攻撃チャンスです！","Looks tired! It's an opportunity to attack!"
"よし、倒れた！ みんなで攻めましょう！","Okay, it's down! Let's attack together!"
"揺さぶりにいきます！","I'm going to shake things up!"
"弱点さえ出せば、こっちのもんさ！","As long as we can find a weakness, we're all set!"
"弱点を攻撃します！　ここが嫌いなんだろっ！","I'll attack the weak point! This must be the spot it hates!"
"覚者さま――、この戦技で支援します！","Lord Arisen, I will support you with this war technique!"
"厄介なヤツだなぁ！ この状態異常でどうだ！？","What a troublesome guy! How about this abnormal state?!"
"覚者さま、属性を付与しますね！","Arisen, I will bestow upon you a new attribute!"
"力を溜めて攻撃します！ 任せて！","I will gather power and attack! Leave it to me!"
"ぼくにだってできるさ！ この大技で――いくぞ！","I can do it, too! With this big move -- here I go!"
"<COL B6FF01>《特技》力を篭めて――全力でいくよっ！</COL>","<COL B6FF01>《Special Skill》I'm going to put all my strength into it!</COL>"
"<COL B6FF01>《特技》この戦い――これで終わらせよう！</COL>","<COL B6FF01>《Special Skill》This battle - let's end this one!</COL>"
"<COL B6FF01>《特技》覚者さま、ボクを見ていて下さい！</COL>","<COL B6FF01>《Special Skill》 Watch over me, Master!</COL>"
"<COL B6FF01>《剛化》悪いけど、痛い目みて貰うよ！</COL>","<COL B6FF01>《Harden》I'm sorry, but I'm going to have to hurt you!</COL>"
"<COL B6FF01>《剛化》全力で叩きにいくよっ！</COL>","<COL B6FF01>《Harden》I'm going to go all out to beat them!</COL>"
"<COL B6FF01>《重化》覚者さま、いま倒れさせますから！</COL>","<COL B6FF01>《Heavy》I will make them fall down now, Master!</COL>"
"<COL B6FF01>《重化》よしっ、ぼくがあいつの体勢を崩しますね！</COL>","<COL B6FF01>《Heavy》I'm going to break his posture!</COL>"
"<COL B6FF01>《癒活》届け、癒しの加護！</COL>","<COL B6FF01>《Restoration》Healing Blessings!</COL>"
"<COL B6FF01>《癒活》みなさん、元気出してください！</COL>","<COL B6FF01>《Restoration》Please cheer up, everyone!</COL>"
"<COL B6FF01>《柔化》あいつが弱ったところ、
見てみたいですよね！</COL>","<COL B6FF01>《Weaken》I'd love to see that guy weakened!</COL>"
"<COL B6FF01>《柔化》まずは弱らせてみましょう！</COL>","<COL B6FF01>《Weaken》First to weaken it!</COL>"
"<COL B6FF01>《集中》詠唱に集中――いけます！</COL>","<COL B6FF01>《Concentration》Concentrate on chanting--I can do that!</COL>"
"<COL B6FF01>《集中》この魔法でお別れだよ！</COL>","<COL B6FF01>《Concentration》With this magic, I'm going to say goodbye!</COL>"
"<COL B6FF01>《無恐》へへっ、当たったって平気だよ！</COL>","<COL B6FF01>《Fearless》Heh, I'm fine with getting hit!</COL>"
"<COL B6FF01>《無恐》避けなくてもへっちゃらです！</COL>","<COL B6FF01>《Fearless》It's okay if you don't want to avoid it!</COL>"
"<COL B6FF01>《集視》よーし、ぼくが前に行きます！</COL>","<COL B6FF01>《Attraction》Okay, I'll go to the front!</COL>"
"<COL B6FF01>《集視》はい、注目！</COL>","<COL B6FF01>《Attraction》Yes, pay attention!</COL>"
"<COL B6FF01>《守護》僕が防御力を高める！　皆さんアタックを！</COL>","<COL B6FF01>《Protection》I'm going to boost your defenses!　Attack, everyone!</COL>"
"<COL B6FF01>《守護》みんなの守り、ぼくに任せて！</COL>","<COL B6FF01>《Protection》I'll take care of everyone's protection!</COL>"
"<COL B6FF01>《蘇生》覚者さま！　僕が助けます！　さあ！</COL>","<COL B6FF01>《Resurrection》Revive, Lord Arisen!　I'll save you!　Come on!</COL>"
"覚者さま！　ボク、新しい特技を閃きました","Dear Arisen!　I've got a new trick up my sleeve!"
"覚者さまが雇ったポーンの特技――
僕も覚えました！","The special skill of the pawn Master hired--
I learned it too!"
"この辺り、ジョブ修練の敵がいるみたい","There seems to be a job training enemy around here."
"あっ、覚者さま！
そこに修練敵がいますよ！","Ah, Master Arisen!　
There's your training enemy right there!"
"覚者さま、ジョブ修練達成ですね！
やったぁ！","Dear Arisen, you have achieved your job training!　
Yay!"
"この辺に、キラキラの宝箱がありそうだなぁ","I'm sure there's a treasure chest of glitter around here somewhere."
"覚者さま、この辺で宝探ししてみませんか？","Arisen, would you like to try treasure hunting around here?"
"覚者さま、この辺り、何かありますよ！","Arisen, there's something around here!"
"うーん、ここって何だかアヤシイなぁ～","Hmmm... something is fishy about this place..."
"あっ、こいつ珍しいやつだ！","Ah, this guy is a rare one!"
"ねぇ覚者さま！
これって珍しい敵ですよ！","Hey Arisen!
This is a rare enemy!"
"いいもの見ーつけた！","I found something good!"
"戦術育成でもっと覚者さまのこと、
教えてほしいです！","I would like to learn more about you,
, in tactical training!"
"ぼくの覚者さまと仲、いいんですよね！","You are good friends with my mentor, aren't you?"
"お友達の覚者さま――
来てくださって嬉しいです！","Your friend, Arisen--
I'm glad you came!"
"はーい、そうします！","Yes, I will!"
"任せて！","I'm on it!"
"ぼくが回復します！","I will recover!"
"そのくらい避けられる！","You can avoid that much!"
"さっ、と！","And then...!"
"炎が効きそうですよ！","The flames are going to work!"
"氷が効きそうですよ！","The ice is going to help!"
"雷が効きそうですよ！","Lightning is going to work!"
"聖が効きそうですよ！","I think the holy will work!"
"闇が効きそうですよ！","The darkness is going to work!"
"いいもの見つけて帰りましょうね！","Let's find something good and go home!"
"何ていうか、変わった島だなぁ","What a strange island!"
"覚者様、ボク、
もっともっとお役に立ちたいんです
だからひとつお願いがあります！　","Dear Learner, I
want to help you more and more.
So I have one request!"
"覚者さま、ありがとうございました！
手に入れた力で
とことんお助けしますからね！","Thank you very much, Arisen!
We'll help you
with the power we've got!"
"冒険に行きませんか、覚者さま？
ぼくがいっちばん役に立ってみせますよ！","Won't you go on an adventure with me, Master?
I'll be most useful to you!"
