"19","RIM_POP_MSG_M_DOWN","以下","or less","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","19"
"20","eqenhance_first_only","指定なし","Any","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","20"
"21","eqenhance_order_pack_type","男性","Man","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","21"
"22","eqenhance_check_detail","女性","Woman","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","22"
"23","eqenhance_confirm_overwrite","ジョブ","Jobs","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","23"
"24","eqenhance_confirm_not_have_pre_weapon","クラフトスキル","Craft Skills","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","24"
"25","eqenhance_confirm_enhance","アイテムランク指定","Specify Item Rank","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","25"
"26","eqenhance_success","ドラゴンアビリティ","Dragon Ability","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","26"
"0","0","推奨","Recommendation","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","0"
"1","eqenhance_title_sub","受注条件","Accept Requirements","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","1"
"2","eqrecycle_title","なし","Any","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","2"
"3","eqrecycle_title_sub","依頼内容","Request Details","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","3"
"4","eqenhance_weapon","報酬","Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","4"
"5","eqenhance_armor","経験値","Experience points","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","5"
"6","eqenhance_pack_set_00","ゴールド","Gold","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","6"
"7","eqenhance_pack_set_01","リム","Rift Crystal","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","7"
"8","eqenhance_pack_set_02","<VAL>まで","Until <VAL>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","8"
"9","eqenhance_start_evolution","報酬アイテムなし","No rewards","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","9"
"10","eqenhance_success_example","？？？？？","？？？？？","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","10"
"11","eqenhance_err_enhance_num","Quest Log","Quest Log","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","11"
"12","eqenhance_err_not_enough_money","クエストログ","Quest Log","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","12"
"13","eqenhance_err_not_enough_item","優先クエストに設定","Set Priority Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","13"
"14","eqenhance_header_pack_list","受注数：","Accepted: ","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","14"
"15","eqenhance_header_pack_detail","メニュー","Menu","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","15"
"16","eqenhance_order_header_item","概要","Overview","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","16"
"17","eqenhance_evolution","進行","Progress","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","17"
"18","eqenhance_limit_evolution","マイクエスト","My Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","18"
"19","eqenhance_retry_only","パーティークエスト情報","Party Quests","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","19"
"20","eqenhance_first_only","メインクエスト","Main Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","20"
"21","eqenhance_order_pack_type","ワールドクエスト","World Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","21"
"22","eqenhance_check_detail","パーソナルクエスト","Personal Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","22"
"23","eqenhance_confirm_overwrite","次の目的","Next Step","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","23"
"24","eqenhance_confirm_not_have_pre_weapon","クリア回数","Times Cleared","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","24"
