"0","","ちょっと物取りだかが出るって話だが
大丈夫だよな？　覚者なら","ちょっと物取りだかが出るって話だが
大丈夫だよな？　覚者なら","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","8"
"0","0","ったく、あの石頭が！","ったく、あの石頭が！","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","9"
"0","0","関所の取り締まりが厳しくなりやがって
このままじゃ運び屋商売あがったりだ！
神殿やテルに仕入れにも行けやしない","関所の取り締まりが厳しくなりやがって
このままじゃ運び屋商売あがったりだ！
神殿やテルに仕入れにも行けやしない","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","10"
"0","0","頼む、なぁアンタ
俺の代わりに関所の向こうにいって、いくつか品を
調達してきちゃあくれねぇか？","頼む、なぁアンタ
俺の代わりに関所の向こうにいって、いくつか品を
調達してきちゃあくれねぇか？","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","11"
"0","0","関所は覚者なら通れるんだろ？
ノンビリしてる場合じゃないんだ","関所は覚者なら通れるんだろ？
ノンビリしてる場合じゃないんだ","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","12"
"0","0","今は道中が相当物騒らしいと聞いたが
大丈夫だよな？　覚者なら","今は道中が相当物騒らしいと聞いたが
大丈夫だよな？　覚者なら","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","13"
"0","0","おお、早いな
もう調達してきてくれたのか！","おお、早いな
もう調達してきてくれたのか！","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","14"
"0","0","これで村の奴らにも顔向けできるぜ","これで村の奴らにも顔向けできるぜ","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","15"
"0","0","おお、早いな
もう調達してきてくれたのか！","おお、早いな
もう調達してきてくれたのか！","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","16"
"0","0","これで村の奴らにも顔向けできるぜ
恩に着るぜ！","これで村の奴らにも顔向けできるぜ
恩に着るぜ！","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","17"
"0","0","おお、早いな
なら、ついでにもう一つ頼みがある","おお、早いな
なら、ついでにもう一つ頼みがある","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","18"
"0","0","通行許可証を手に入れてくれ
アンタならできるだろ？
覚者なら頼んだぜ","通行許可証を手に入れてくれ
アンタならできるだろ？
覚者なら頼んだぜ","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","19"
"0","0","はい？
通行許可証が欲しいですって？","はい？
通行許可証が欲しいですって？","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","20"
"0","0","あぁ、ジンゲンの運び屋ですか
最近こないと思ったらそういう事だったのですね","あぁ、ジンゲンの運び屋ですか
最近こないと思ったらそういう事だったのですね","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","21"
"0","0","一応、推薦状だけ書いてあげましょう
これを関所のジョシュに渡してください
どうなるかは彼次第ですが","一応、推薦状だけ書いてあげましょう
これを関所のジョシュに渡してください
どうなるかは彼次第ですが","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","22"
"0","0","どうした？
これは――推薦状？","どうした？
これは――推薦状？","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","23"
"0","0","運び屋の身分を、キトリッジが保証すると？","運び屋の身分を、キトリッジが保証すると？","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","24"
"0","0","――しかたない
奴が言うなら、信用おける人物なのだろう
ほら、これを持って行け","――しかたない
奴が言うなら、信用おける人物なのだろう
ほら、これを持って行け","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","25"
"0","0","神殿の物流が滞るのはまずいしな","神殿の物流が滞るのはまずいしな","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","26"
"0","0","おぉ！　手に入れてくれたのか！
半信半疑だったんだが、さすがは覚者だぜ","おぉ！　手に入れてくれたのか！
半信半疑だったんだが、さすがは覚者だぜ","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","27"
"0","0","アンタに頼んで正解だった","アンタに頼んで正解だった","ui\00_message\quest\q20030006.gmd","\quest\q20030006.arc","q20030006.arc","28"
