"0","","それでは、テオドール様によろしくお伝えください","Loeg's Illness","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","88"
"0","","地上の方よ、この居住区を足がかりと
するため、まずは外にある《拠点の礎》を
解放ください","地上の方よ、この居住区を足がかりと
するため、まずは外にある《拠点の礎》を
解放ください","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","89"
"0","","この地、メルゴダの事であれば
《エリア情報》より私になんなりと
知により、貴方にお応えすることができましょう","この地、メルゴダの事であれば
《エリア情報》より私になんなりと
知により、貴方にお応えすることができましょう","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","90"
"0","","それでは、テオドール様によろしくお伝えください","Loeg's Illness","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","91"
"0","","ふむ、ベアトリクスとの挨拶は済んだか","ふむ、ベアトリクスとの挨拶は済んだか","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","92"
"0","","君――本拠地へ帰って、こちらの住民には
レスタニア侵略の意志がないことを
伝えてもらえないか？","君――本拠地へ帰って、こちらの住民には
レスタニア侵略の意志がないことを
伝えてもらえないか？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","93"
"0","","もちろん対ディアマンテスに関する
援助は大歓迎だ","もちろん対ディアマンテスに関する
援助は大歓迎だ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","94"
"0","","わたしらに隠し事はない
ここで見聞したことを誰に話してくれても構わない
必要なのはレスタニアの人々の助力だ","わたしらに隠し事はない
ここで見聞したことを誰に話してくれても構わない
必要なのはレスタニアの人々の助力だ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","95"
"0","","頼むよ、君――
そのあたりのことをうまく代弁してくれ","頼むよ、君――
そのあたりのことをうまく代弁してくれ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","96"
"0","","わたしらに隠し事はない
ここで見聞したことを誰に話してくれても構わない
必要なのはレスタニアの人々の助力だ","わたしらに隠し事はない
ここで見聞したことを誰に話してくれても構わない
必要なのはレスタニアの人々の助力だ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","97"
"0","","頼むよ、君――
そのあたりのことをうまく代弁してくれ","頼むよ、君――
そのあたりのことをうまく代弁してくれ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","98"
"0","","レオには会えたのか？","レオには会えたのか？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","99"
"0","","そうか――ダメか――","そうか――ダメか――","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","100"
"0","","して、向こうの様子はどうだ？
我々の武器で対処できそうか？","して、向こうの様子はどうだ？
我々の武器で対処できそうか？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","101"
"0","","やっぱりレオは戻らないの？","やっぱりレオは戻らないの？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","102"
"0","","そうか――会えなかったんだ
でも、無事だよね？","そうか――会えなかったんだ
でも、無事だよね？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","103"
"0","","クラウスさんまでいなくなったのですか！？","クラウスさんまでいなくなったのですか！？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","104"
"0","","騎士団は一転、待機命令だ
ジョゼフ様の意向らしいな","騎士団は一転、待機命令だ
ジョゼフ様の意向らしいな","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","105"
"0","","しかし、騎士団は引き絞った弓にかけられた
矢のような状態だ
出陣が待ちきれないぞ","しかし、騎士団は引き絞った弓にかけられた
矢のような状態だ
出陣が待ちきれないぞ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","106"
"0","","おお、戻ったな
それで、向こうはどうだった？","おお、戻ったな
それで、向こうはどうだった？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","107"
"0","","――なるほど
では、そのテオドールたちとは
協力できそうなのだな？","――なるほど
では、そのテオドールたちとは
協力できそうなのだな？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","108"
"0","","現役の錬金術師と会えるとは
クラウスめ、さぞ喜んでいるだろうよ","現役の錬金術師と会えるとは
クラウスめ、さぞ喜んでいるだろうよ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","109"
"0","","――なんと
わたしに報告するのが楽しみだと？
奴め、そんなことを言ったのか
ふふ――如才ない奴だ","――なんと
わたしに報告するのが楽しみだと？
奴め、そんなことを言ったのか
ふふ――如才ない奴だ","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","110"
"0","","時に、レオはいたのか？","時に、レオはいたのか？","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","111"
"0","","――そうか、まだ会えないのか
あいつも共闘してくれると本当に心強いのだがな","――そうか、まだ会えないのか
あいつも共闘してくれると本当に心強いのだがな","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","112"
"0","","うーん、悩ましい――
ぜひ君に相談したいけど――","うーん、悩ましい――
ぜひ君に相談したいけど――","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","113"
"0","","【ヒント：亡都メルゴダへの冒険について】
亡都メルゴダへは遠路を旅する必要があります
パーティー編成や装備、戦技などを見直して向かいましょう","【ヒント：亡都メルゴダへの冒険について】
亡都メルゴダへは遠路を旅する必要があります
パーティー編成や装備、戦技などを見直して向かいましょう","ui\00_message\quest\q00000022.gmd","\quest\q00000022.arc","q00000022.arc","114"
"0","q00000022_00_22","黄金郷の住人","黄金郷の住人","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","0"
"1","q00000022_00_22","クラウスと共にメルゴダの地を探索する","クラウスと共にメルゴダの地を探索する","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","1"
"2","q00000022_00_1043","メルゴダ護政区ゲート前でクラウスと合流する","メルゴダ護政区ゲート前でクラウスと合流する","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","2"
"3","q00000022_00_1207","クラウスと話す","Defeat the Black Knight","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","3"
"4","q00000022_00_1044","メルゴダの地を探索する","メルゴダの地を探索する","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","4"
"5","q00000022_00_1045","錬成強化グリフィンを撃破する","錬成強化グリフィンを撃破する","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","5"
"6","q00000022_00_1046","テオドールの工房へ向かう","テオドールの工房へ向かう","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","6"
"7","q00000022_00_1596","エリアマスターのベアトリクスの元へ向かう","エリアマスターのベアトリクスの元へ向かう","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","7"
"8","q00000022_00_1597","テオドールの工房にいるテオドールと話をする","テオドールの工房にいるテオドールと話をする","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","8"
"9","q00000022_00_1047","謁見の間のジョゼフに経緯を報告する","謁見の間のジョゼフに経緯を報告する","ui\00_message\quest_info\q00000022_00.gmd","\quest\q00000022.arc","q00000022.arc","9"
"0","","ここで何をしている？","ここで何をしている？","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","0"
"0","","もし、わたしへの遠慮や気遣いなら無用だ
早くメルゴダへ行って
クラウスの力になってやってくれ","もし、わたしへの遠慮や気遣いなら無用だ
早くメルゴダへ行って
クラウスの力になってやってくれ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","1"
"0","","クラウスには、助言者が必要だ
あいつが重大な決断を下すのかと思うと
気が気でないわ","クラウスには、助言者が必要だ
あいつが重大な決断を下すのかと思うと
気が気でないわ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","2"
"0","","クラウスが待っているぞ
居所は知っているのだろう？","クラウスが待っているぞ
居所は知っているのだろう？","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","3"
"0","","最初はなぜ貴殿が、と思っていたが――","最初はなぜ貴殿が、と思っていたが――","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","4"
"0","","なるほど、立派になった
レオの人を見る目は、昔から確かだ","なるほど、立派になった
レオの人を見る目は、昔から確かだ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","5"
"0","","行き違いはあるが
心の奥底には絆があると信じているさ","行き違いはあるが
心の奥底には絆があると信じているさ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","6"
"0","","さて、我々白衛騎士団も
ついにメルゴダに乗り込む！","さて、我々白衛騎士団も
ついにメルゴダに乗り込む！","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","7"
"0","","敵は錬金の使い魔となれば
戦いぶりすら見当がつかんが
貴殿らは我々の戦いから
敵の本性を推し量るがいい","敵は錬金の使い魔となれば
戦いぶりすら見当がつかんが
貴殿らは我々の戦いから
敵の本性を推し量るがいい","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","8"
"0","","さあ、出撃だ！","さあ、出撃だ！","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","9"
"0","","我々白騎団は準備が整い次第
復活せし都――亡都メルゴダに乗り込む！","我々白騎団は準備が整い次第
復活せし都――亡都メルゴダに乗り込む！","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","10"
"0","","俺は神殿の警備を命じられた
重要な任務だが――","俺は神殿の警備を命じられた
重要な任務だが――","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","11"
"0","","くっ――メルゴダが良かったぜ","くっ――メルゴダが良かったぜ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","12"
"0","","メルゴダの人たちは悪い人じゃない
そう聞いて、ほっとしているの
レオも楽しく過ごしているよね","メルゴダの人たちは悪い人じゃない
そう聞いて、ほっとしているの
レオも楽しく過ごしているよね","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","13"
"0","","メルゴダはかつて栄えたレスタニアの都――","メルゴダはかつて栄えたレスタニアの都――","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","14"
"0","","素敵な夜会が連夜開かれたと聞いています
今もその面影はありますか？","素敵な夜会が連夜開かれたと聞いています
今もその面影はありますか？","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","15"
"0","","封印の鍵を手に入れてくれ
巨人兵が腹の中に隠し持っているはずだ","封印の鍵を手に入れてくれ
巨人兵が腹の中に隠し持っているはずだ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","16"
"0","","巨人兵は厄介でね――
ずっとずっと昔からメルゴダを守っている","巨人兵は厄介でね――
ずっとずっと昔からメルゴダを守っている","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","17"
"0","","ディアマンテスでさえ巨人兵を手なずけることは
できなかったのだが、当然、我々の言うことも
まったく聞いてはくれない","ディアマンテスでさえ巨人兵を手なずけることは
できなかったのだが、当然、我々の言うことも
まったく聞いてはくれない","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","18"
"0","","鍵の守護者としては適任だったが
まさかその鍵が必要になる日が
再び来るなんて――","鍵の守護者としては適任だったが
まさかその鍵が必要になる日が
再び来るなんて――","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","19"
"0","","巨人兵の居場所については、資材を取り仕切る
アリアドネに聞いてくれ","巨人兵の居場所については、資材を取り仕切る
アリアドネに聞いてくれ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","20"
"0","","少し前、彼女は守護者の巨人兵と
遠目に遭遇したらしいんだ","少し前、彼女は守護者の巨人兵と
遠目に遭遇したらしいんだ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","21"
"0","","ともあれ、クラウスによれば
君はとても頼りになるらしいな
期待しているよ","ともあれ、クラウスによれば
君はとても頼りになるらしいな
期待しているよ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","22"
"0","","ああそうだ！","ああそうだ！","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","23"
"0","","テオドールが《命の器》を作ってくれたんだ
用途は鍵を手に入れた後に説明するから――","テオドールが《命の器》を作ってくれたんだ
用途は鍵を手に入れた後に説明するから――","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","24"
"0","","まずは巨人兵を頼むよ","まずは巨人兵を頼むよ","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","25"
"0","","はい――まぁ、レスタニアの方ではありませんか
地上の方が私に用でしょうか","はい――まぁ、レスタニアの方ではありませんか
地上の方が私に用でしょうか","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","26"
"0","","そうですか、ディアマンテスを封ずる扉の鍵が
必要になったと――
たしかに、鍵は巨人兵が守護しています","そうですか、ディアマンテスを封ずる扉の鍵が
必要になったと――
たしかに、鍵は巨人兵が守護しています","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","27"
"0","","今や誰の制御下にもないため
我々の命も、ディアマンテスの命も受け付けは
しないでしょう
だからこそ、安全であり同時に危険なのですが","今や誰の制御下にもないため
我々の命も、ディアマンテスの命も受け付けは
しないでしょう
だからこそ、安全であり同時に危険なのですが","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","28"
"0","","巨人兵ゴリアテは錬金で作られた魔物
《錬魔》の中でも最も強大な存在
不躾ですが、貴方の力が及ぶかどうか――
私の一言で貴方を死なせるわけにはいきません","巨人兵ゴリアテは錬金で作られた魔物
《錬魔》の中でも最も強大な存在
不躾ですが、貴方の力が及ぶかどうか――
私の一言で貴方を死なせるわけにはいきません","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","29"
"0","","――そうですね","――そうですね","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","30"
"0","","では、こうしましょう
このメルゴダのワールドクエストを一つ
貴方の力で解決してください","では、こうしましょう
このメルゴダのワールドクエストを一つ
貴方の力で解決してください","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","31"
"0","","それが成りましたら、私も安心してかの巨人兵の
居場所をお教えすることができます","それが成りましたら、私も安心してかの巨人兵の
居場所をお教えすることができます","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","32"
"0","","このメルゴダのワールドクエストを一つ
貴方の力で解決してください","このメルゴダのワールドクエストを一つ
貴方の力で解決してください","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","33"
"0","","それが成りましたら、私も安心してかの巨人兵の
居場所をお教えすることができます","それが成りましたら、私も安心してかの巨人兵の
居場所をお教えすることができます","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","34"
"0","","それすら難しいようであれば
貴方は巨人兵に太刀打ちできないでしょう","それすら難しいようであれば
貴方は巨人兵に太刀打ちできないでしょう","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","35"
"0","","貴方のご活躍により、問題が解決したと
さきほど知らせを受けた所でございます","貴方のご活躍により、問題が解決したと
さきほど知らせを受けた所でございます","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","36"
"0","","まずはお礼申し上げます
そのお力――貴方はまさにレスタニアの覚者","まずはお礼申し上げます
そのお力――貴方はまさにレスタニアの覚者","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","37"
"0","","では約束通り、鍵を守護する巨人兵ゴリアテの
居場所、お教えいたしましょう","では約束通り、鍵を守護する巨人兵ゴリアテの
居場所、お教えいたしましょう","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","38"
"0","","地図に記した印の場所に
かの鍵番はいるはずです","地図に記した印の場所に
かの鍵番はいるはずです","ui\00_message\quest\q00000023.gmd","\quest\q00000023.arc","q00000023.arc","39"
