"0","","いいえ","No","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","3"
"0","0","そうですね――今はベッドにも空きがあるし
自由に眠っていってもらって大丈夫です
こういう日があってもいいじゃないですか","そうですね――今はベッドにも空きがあるし
自由に眠っていってもらって大丈夫です
こういう日があってもいいじゃないですか","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","4"
"0","0","はい","Yes","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","5"
"0","0","いいえ","No","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","6"
"0","0","そんな体でここまで来られたなんて
それだけで上等ってものですよ
さぁ、《弱化の治療》は<VAL PRICE_WEAK>です
治療しますよね？","そんな体でここまで来られたなんて
それだけで上等ってものですよ
さぁ、《弱化の治療》は<VAL PRICE_WEAK>です
治療しますよね？","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","7"
"0","0","はい","Yes","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","8"
"0","0","いいえ","No","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","9"
"0","0","あらら、覚者様はきっと心が疲れてるんですよ
じゃなければ、《弱化》もしてないのに
治療してほしがるわけないもの
ちょっと眠っていかれたら？","あらら、覚者様はきっと心が疲れてるんですよ
じゃなければ、《弱化》もしてないのに
治療してほしがるわけないもの
ちょっと眠っていかれたら？","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","10"
"0","0","激戦の野営地でもありませんからね
この城内での体調不良は、大体眠れば
よくなるんです","激戦の野営地でもありませんからね
この城内での体調不良は、大体眠れば
よくなるんです","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","11"
"0","0","私が一番気を付けたいのは、心の健康――
勝利の喜びで疲れや病気に
気付かなくなっちゃう人が時々いるのよねぇ","私が一番気を付けたいのは、心の健康――
勝利の喜びで疲れや病気に
気付かなくなっちゃう人が時々いるのよねぇ","ui\00_message\npc\base\n3101.gmd","\npc\n3101.arc","n3101.arc","12"
