"0","","そうか、倒したか――
ありがとう――
これで死んでいった仲間たちも報われるよ","そうか、倒したか――
ありがとう――
これで死んでいった仲間たちも報われるよ","ui\00_message\quest\q20090001.gmd","\quest\q20090001.arc","q20090001.arc","17"
"0","","あんたの戦いぶりを見ていた者から
その強さは聞いた","あんたの戦いぶりを見ていた者から
その強さは聞いた","ui\00_message\quest\q20090001.gmd","\quest\q20090001.arc","q20090001.arc","18"
"0","","さすが覚者だ
いやはや、心強い
レスタニアは安泰だな！","さすが覚者だ
いやはや、心強い
レスタニアは安泰だな！","ui\00_message\quest\q20090001.gmd","\quest\q20090001.arc","q20090001.arc","19"
"0","","余計なお世話だろうが――油断は禁物だぞ","余計なお世話だろうが――油断は禁物だぞ","ui\00_message\quest\q20090001.gmd","\quest\q20090001.arc","q20090001.arc","20"
"0","q20090001_00_185","その名は“騎士喰らい”","その名は“騎士喰らい”","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","0"
"1","q20090001_00_185","依頼者の願いを聞き入れ
対象の敵を討伐する","依頼者の願いを聞き入れ
対象の敵を討伐する","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","1"
"2","q20090001_00_185","<NAME AREA>から集められた支援要請の
中には、緊急性の高いものもあったようだ","<NAME AREA>から集められた支援要請の
中には、緊急性の高いものもあったようだ","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","2"
"3","q20090001_00_185","ついに我が隊は、長きに渡る宿敵の怪物を
水路の中に追い詰めることに成功した
だが、残念なことに
ここで我々の戦力も尽きてしまった
あの怪物が水路から這い出す前に
急ぎ救援に駆けつけて欲しい","最近、大人に憧れる村の子どもが多くてのう
《燐光虫の洞窟》に忍び込む者が増えた
あそこは危険だから近づくなと言っておるのじゃが
まあ、探検したいという気持ちも分からんでもないが","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","3"
"4","q20090001_00_1049","＜メルゴダ大水網＞に潜む騎士喰らいを討伐する","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","4"
"5","q20090001_00_828","発見した敵を討伐する","発見した敵を討伐する","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","5"
"6","q20090001_00_804","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q20090001_00.gmd","\quest\q20090001.arc","q20090001.arc","6"
"0","","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","0"
"0","","しかし、この地で行われていた
驚くべき研究については――どうだ？","しかし、この地で行われていた
驚くべき研究については――どうだ？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","1"
"0","","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","2"
"0","","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","3"
"0","","しかし、この地で行われていた
驚くべき研究については――どうだ？","しかし、この地で行われていた
驚くべき研究については――どうだ？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","4"
"0","","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","5"
"0","","魔物どもがどうも苦手でな――
まったく悩ましい限りだ
どうか、力を貸してくれ","魔物どもがどうも苦手でな――
まったく悩ましい限りだ
どうか、力を貸してくれ","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","6"
"0","","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","おお、覚者よ――
この地には滅んだ都があったことは
知っているだろうな？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","7"
"0","","しかし、この地で行われていた
驚くべき研究については――どうだ？","しかし、この地で行われていた
驚くべき研究については――どうだ？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","8"
"0","","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","その研究の痕跡――遺物――
わたしの代わりに集めてはくれんか？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","9"
"0","","魔物と戦いながらの収集は
わたしにはとても無理だ","魔物と戦いながらの収集は
わたしにはとても無理だ","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","10"
"0","","覚者よ、この通り――頼む！","覚者よ、この通り――頼む！","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","11"
"0","","ほほう――これは――
うむ――実に貴重な資料だ
よく見つけてくれた","ほほう――これは――
うむ――実に貴重な資料だ
よく見つけてくれた","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","12"
"0","","ほほう――これは――
うむ――実に貴重な資料だ","ほほう――これは――
うむ――実に貴重な資料だ","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","13"
"0","","素晴らしい――
この知識を封じてしまうとは神殿の連中――","素晴らしい――
この知識を封じてしまうとは神殿の連中――","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","14"
"0","","さて、じっくり調べなくてはな
少し集中させてくれ","さて、じっくり調べなくてはな
少し集中させてくれ","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","15"
"0","","ほほう――これは――
うむ――実に貴重な資料だ","ほほう――これは――
うむ――実に貴重な資料だ","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","16"
"0","","素晴らしい――
この知識を封じてしまうとは神殿の連中――","素晴らしい――
この知識を封じてしまうとは神殿の連中――","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","17"
"0","","ふん――これは面白い――
なるほど――高次の命――
不老にして――不死――","ふん――これは面白い――
なるほど――高次の命――
不老にして――不死――","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","18"
"0","","おお――おおおお！？","おお――おおおお！？","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","19"
"0","","何もないだと？
そんなはずはなかろう","何もないだと？
そんなはずはなかろう","ui\00_message\quest\q20090002.gmd","\quest\q20090002.arc","q20090002.arc","20"
"0","","「禁書」を発見した","「禁書」を発見した","ui\00_message\examine_message\quest\quest_examine_q20090002.gmd","\quest\q20090002.arc","q20090002.arc","0"
"0","q20090002_00_187","禁じられし知識","禁じられし知識","ui\00_message\quest_info\q20090002_00.gmd","\quest\q20090002.arc","q20090002.arc","0"
"1","q20090002_00_187","依頼者の願いを聞き入れ
指定の物品を集める","依頼者の願いを聞き入れ
指定の物品を集める","ui\00_message\quest_info\q20090002_00.gmd","\quest\q20090002.arc","q20090002.arc","1"
"2","q20090002_00_187","<NAME AREA>には今
覚者の助けを欲する者がいるらしい","<NAME AREA>には今
覚者の助けを欲する者がいるらしい","ui\00_message\quest_info\q20090002_00.gmd","\quest\q20090002.arc","q20090002.arc","2"
