old,new
デバッグするか？,
尋問する,
デバッグする,
どっちのモーションを見る？,
680 メフィス,
691 ゴロツキ,
連携テスト,
【戻る】,
どのモーションを見る？,
000 ナイトウォーカー待機LOOP,
001 おかず おかず１,
002 おかず おかず２,
003 尋問対象に語りかける,
005 脅す A,
006 脅す B,
007 脅す C,
010 突きつける（荒）開始～LOOP,
011 LOOPからの戻り,
012 突きつける（静）開始～LOOP,
013 LOOPからの戻り,
015 PL側を向く～選択待ち待機LOOP,
016 うなずく,
017 首を振る,
018 会話,
019 イライラ開始～LOOP,
020 イライラ終了,
022 LOOPからの戻り,
025 PLの視点を変える（尋問失敗）,
026 突きつける（荒）開始～LOOP,
027 LOOPからの戻り,
028 突きつける（静）開始～LOOP,
029 LOOPからの戻り,
【戻る】,
どのモーションを見る？,
030 ゴロツキ　尋問開始時　座り待機,
031 会話LOOP,
032 うなずき　A,
033 うなずき　B,
034 びっくり（ﾋﾞｸｯ）,
035 図星（ノーマル）,
036 イヤイヤ,
037 強がる ,
039 ピンチ移行,
040 ゴロツキ　ピンチ時　座り待機,
041 会話LOOP,
042 うなずき　A,
043 うなずき　B,
044 びっくり（ﾋﾞｸｯ）,
045 図星（ノーマル）,
046 イヤイヤ,
050 気絶LOOP,
【戻る】,
お前、尋問は初めてか？,
"尋問では、欲しい情報を引き出すことが目的だ
そのために、質問したり
証拠となるアイテムを突きつけたり
時には脅して口を割らせることが必要となる",
"――まぁ、実際やってみるのが早いだろう
まずは、コイツに聞いてみたい《話題》を
選択してくれ
俺が聞き出してやるからな",
そうだな、今日はここまでにしよう――,
"と、いつもなら言いたいところだが
そういう訳にはいかないんでな",
"これからお前には何度も尋問を行ってもらう
そのためにも、尋問のやり方に慣れてもらわないとな",
"まずは基本的な情報を聞いてみるのがいいだろう
<COL ff2600>《話題》</COL>を選んでくれ",
名前について訊く,
さて――まずは名前から聞いてみるか,
"うう――俺が一体何したってんだ
てめぇら絶対に許さねえぞ",
"おい、聞こえなかったか？
名前を聞いてんだよ",
ケッ――てめぇらなんかに誰が言うかよ,
フン、いい度胸だな,
"お前が話題を選び、俺がやりとりすることで
尋問は進んでいく
――だが、なかなか口を割りそうにないな",
"<COL ff2600>だから、“脅す”ことで追加情報を探ったり
決定的な “《証拠》を突きつける”ことで
口を割らざるを得ない状況に追い込んでいくんだ</COL>",
"――ちょうど、コイツを確保した際に
《証拠》として使えそうな物があった
今回は、それを使ってみよう",
"さぁ、やってみろ
“脅す”ことでさらなる情報を引き出したり
“《証拠》を突きつける”ことで尋問を進め
ヤツを追い詰めることができるぞ",
脅す,Threaten
《証拠》を突きつける,"Present ""Evidence"""
"この生意気なゴロツキに、一泡吹かせてやろう
さぁ―― “《証拠》を突きつける” んだ",
《証拠》を突きつける,"Present ""Evidence"""
これがなんだか分かるか？,
"あっ！
俺のナイフ――返せ！",
"少しかすれているが――柄に文字が刻んであるな？
BーAーSーIーT――",
"かなり使い込まれた古い物だが、この彫り癖は
<NPC 3274>のものだな",
"奴が得物に掘る、銘以外の文字となると
おそらくこれは持ち主の名前――",
つまり、お前の名前は――,
<NPC 3274>,
<NPC 691>,
<NPC 4>,
"――ハァ？
何言ってんだ、お前――",
"今のように、重要な選択を選び損なったり
突きつける《証拠》を間違えることは
あまりオススメできない",
"失敗を繰り返し、あまりに目に余るようなら――
俺のやり方で、手を下させてもらう",
"簡単に言えば――<COL ff2600>尋問失敗を一定回数繰り返すと
それ以上尋問を行えなくなり、終了となる</COL>
気を付けろよ",
つまり、お前の名前は――,
<NPC 691>,
"――だ、だからどうしたってんだ？
別に、<NPC 691>なんて珍しい名前じゃねえだろ",
"よし、コイツの名前は<NPC 691>で間違いなさそうだ
言葉は強気だが、動揺しているみたいだな",
"時には、脅すことで《尋問》や《諜報活動》の
ヒントとなる話が聞けることもある
――だが、むやみにやりすぎるなよ",
"さて――――
おい！
粋がっていられるのも今のうちだぞ",
"お、俺が嘘ついてるとでも言うのかよ？
俺はメガド生まれメガド育ち――
地元を愛するただのゴロツキさ",
"そうか、そんなに地元っ子だと言うのなら――
お前の身元を保証する家族や友人はいるんだろうな",
"そ、そりゃあ――
――――",
"黙っちまったぞ、分かりやすい男だな
どうやら周辺人物を探られると困るらしい
――この男について、聞き込みしてみるか",
"だが、正体を暴くためにはさらなる証拠が必要だ
<COL ff2600>そして――それらの証拠は
《潜入調査》と《諜報活動》によって入手できる</COL>",
"<COL ff2600>《尋問》</COL>、<COL ff2600>《潜入調査》</COL>そして<COL ff2600>《諜報活動》</COL>
その３つがお前と俺が取り組む任務の軸となる
――よく覚えておいてくれ",
"あぁ、最後に――言い忘れていたが
<COL ff2600>任務は、それぞれ1日に１度のみ行うことができる</COL>",
"尋問に臨む前に、入念な調査と
《証拠》の収集を忘れないように気をつけろ",
"さて――今日はこれで終わりにしよう
協力、感謝する",
さぁ、始めようか,
――今日はこのくらいにしてやるか,
本当に、今日の尋問はこれで終了にしていいんだな？,
はい,Yes
いいえ,No
"ハァ――？
なんだそれ",
"――その《証拠》を突きつけるのは
ここではなさそうだな",
"脅してさらなる情報を引き出したり
諜報で新たな《証拠》を探すのもいい
――もう一度よく考えてみるんだ",
"――は？
何言ってんだ、お前？",
"とぼけているようには見えない――
その選択は、事実と異なっているようだ",
もう一度、良く考えてみろ,
もう沢山だ！！,
"のんびりとお喋りするつもりはない
一度痛い目を見ないと、どうやら
この男には分かってもらえないらしいな",
"覚者、少しあっちを向いていろ
お前に見せるには
少し刺激が強いからな――",
"まったく、手こずらせやがって
明日はもう少し喋る気になるだろう――",
さぁ、何について尋ねようか？,
身元について,About identity
《証拠》を確認する,"Review ""Evidence"""
――今日はやめる,...Stop for today
"さて、<NPC 691>――
一体何者なのか教えてもらおうか",
"名乗るほどのモンじゃねえよ――
字も書けなきゃ、宿も無し
その日暮らしの無頼漢さ",
"ふざけるな！
お前はナヴィドの屋敷から出た俺達を尾行していた
――ヤツの手の者か？",
"ナヴィドって――<NPC 681>・クルト侯爵のことか？
おいおい、何の話か知らねえが面倒事はごめんだぞ！",
"チッ――おとなしく答えてはくれないか
コイツが<COL ff2600>ただのゴロツキではない可能性を示す
《証拠》</COL>があればいいんだが――",
さぁ、どうする？,
脅す,Threaten
《証拠》を突きつける,"Present ""Evidence"""
――やめる,...Cancel
"この辺り一帯を仕切る、お前たちゴロツキどもの
リーダーが最近変わったようだな
ちゃんと挨拶したのか？",
"は――あ、当たり前だろ
急になんだよ",
"そのリーダーはある特技があるらしくてな
なんと――縄張りにいる奴ら全員の顔と名前を
記憶しているんだそうだ",
――――！,
"さっき俺は、「挨拶をしたか？」と聞いた
――それにお前は「当たり前だ」と答えた",
"ならば、当然リーダーは
お前のことを知っているはずだろうな？",
"だが、アイツははっきりと
「<NPC 691>なんか知らない」と言っていた",
"そ、そんな――
たまたま忘れていただけって可能性もあるだろ！",
"それはない――このリストを見ろ
これには、メガドの宿無したちが全員記されている",
なんだと――！？,
"最近は、憲兵の取り締まりやらオークの襲撃やら
物騒なことが増えているから――ということらしいが",
"ご立派なことに、自警団ヅラして
水面下でこんなモンを作成していた",
"当然、このリストにお前の名前はない
――お前は一体何者だ？",
く、くそぉ――,
