"old","new"
"戦い方で気になること――ですか？
いえ――自分は、特にないです
あっ！　も、もしかして
自分の戦いにダメなところがあったんでしょうか？","Is there something about the way I fight that concerns you? 
No, there's nothing in particular that bothers me. 
Oh! Could it be that there are flaws in my fighting?"
"戦い方で気になること――ですか？
や、やっぱり覚者さまも自分の戦い方、
問題があると思われますか――？","Are there things that concern you about the way you fight? Do you, as an Arisen, believe there are issues with your fighting style?"
"戦い方で気になること、ですか？
じ、実は――
うう――なんでもないです","Is there something that concerns you about the way we fight?
W-Well, actually... U-um, it's nothing."
"実は――自室で、覚者さまに戦い方について
相談させていただきたいと思っていたんです
その、ダメなら、無理にとは言いませんけど
もしダメじゃないなら、自室のベルを――","Actually... I've been wanting to seek advice from you, Lord, about the way to fight. 
If it's okay, I would like to ask for your guidance. 
Of course, if it's not possible, I won't force it. 
But if it is possible, could you ring the bell in your room..."
"覚者さま、あの。クラフトも楽しいですけど、
こうしていろんな場所をご一緒できること――
とても嬉しいです！","Lord Arisen, um. Crafting is fun, but being able to accompany you in various places like this... makes me very happy!"
"覚者さまのため、自分は
精一杯がんばりますから――！","For the Arisen, I will do my best—!"
"あの、体力は十分気をつけてくださいね
覚者さまに、もしものことがあったら――","Um, please take care of yourself physically.
If anything should happen to you, Arisen--"
"うぅ、覚者さまにご迷惑をかけないよう
立ちまわらないと――","Ugh, I don't want to get you in trouble, Arisen.
So I just have to stand here..."
"足元にご注意を――
高い所とか、水辺とか、毒の溜まった
ところとか――いろいろありますから","Watch your step--
high up, near water, or in poisoned areas--there's a lot going on."
"――もっと、強くなりますね
どんな敵が来たって、きっと自分が
お守りしますから――！","- I will definitely become stronger.
No matter what enemies come, I will surely protect myself."
"どんなダンジョンやクエストでも
覚者さまのためなら――！","No matter what kind of dungeon or quest,
For the sake of the Arisen—!"
"あ、覚者さま
もしかしたら、ニュースにこの近くで起きてる
クエストが紹介されているかも――","Ah, Lord Arisen.
Perhaps the news is featuring a quest happening nearby."
"あのう――、たくさんいるポーンの中から
自分を選んでくださったこと
本当にありがとうございます","Um... Thank you so much for choosing me from among the many Pawns."
"これからもお供できるよう、頑張りますから――！","I'll do my best to continue to serve you - I'll do my best to continue to serve you!"
"あのう――今の職で自分、大丈夫でしょうか？
他にも、技とか見た目とか――","Um... Am I okay in my current job position?
Apart from that, things like skills and appearances..."
