"old","new"
"戦いで気になること？
ありませんよ！
心配してくれてありがとうございます！","What do you worry about in battles?
There's nothing to worry about!
Thank you for your concern!"
"戦いで気になること、ですかぁ
――ううん、何もないですよ！
本当ですって！　心配性だなぁ","What's bothering you about the battle, huh?
--No, it's nothing!
I swear!　You're a worrier, aren't you?"
"戦いで気になること？
そうだなぁ――ううん、きっとぼくだけだと思うから
覚者さまは気にしないでください！
本当に大丈夫ですって！","What concerns you in battle?
Well, um... I think it's probably just me, so please don't worry, Lord Arisen!
I assure you, everything will be alright!"
"あの――覚者さま、実は相談したいことがあって
ぼく、覚者さまのお役にもっと立ちたいから
戦い方を教えてもらえないかな、って思って――
嫌じゃなかったら、お部屋でベルを鳴らしてね","Lord... there's actually something I wanted to consult with you about. 
I want to be of more help to you, Lord, so I was thinking if you could teach me how to fight... 
If it's not a bother, please ring the bell in your room."
"覚者さまと一緒に冒険できて嬉しいなぁ！
次はどんなところへ行って、
どんな敵と戦うんだろう！","I'm happy to be able to go on an adventure with you.
Where will we go next and what kind of enemies will we fight against, I wonder!"
"覚者さま、体力は大丈夫ですか？
いつも元気でいてもらわないと
ぼく、心配になります","Lord Arisen, are you feeling well? 
I always want you to be in good health. I worry about you."
"クラフトも楽しいですよ
うまく出来たらよし！　ってなるし
まぁ、冒険とはまた違いますけどね","Crafting is also enjoyable, you know.
And if you do it well, it feels good!
Well, it's different from going on an adventure, though."
"うまくやって
もっと覚者さまに褒めてもらいたいな！","I want to do well and receive more praise from the Arisen."
"うーん。ぼくだけやられたりしたら
脚をひっぱるなぁ
気をつけなきゃ","Hmmm. If I'm the only one who gets hit... I'd be pulling your leg.
I've got to be careful."
"覚者さま、足元はいつも気を付けてくださいね！
崖から落ちそうになったり、変な水に
浸かったり、何かあったら大変です","Lord Arisen, please always be careful of your footing!
You could fall off a cliff or get submerged in strange water, and it would be quite troublesome if something were to happen."
"あっ、そうだ！　ニュース見てみませんか？
近くにクエストがあるかもしれませんよ","Oh, I see! Have you seen the news? There might be a good quest nearby, you know."
"よーし、はりきっていきましょう！！
覚者さまと一緒なら、何でもやれる気がします！","Alright, let's do our best!!
If I'm with an Arisen, I feel like I can do anything!"
"覚者さまのポーンとして、これからも
お供させてくださいね！","As an Arisen, please allow me to serve as your Pawn from now on!"
"ぼく、もっと強くなって
きっと覚者さまを守りますから！","I will become stronger, and I will definitely protect the Arisen!"
"ぼく、ちゃんと役に立ってますか？
ジョブとかスキルとか、えーと、装備とか――
このままで大丈夫かなぁ","Am I really being useful?
In terms of my job and skills, uh, equipment and all...
I wonder if things will be alright like this."
