"old","new"
"戦いで気になること、ですかい
俺は特にねえが――
覚者様は何かあるんですかい？","Are there any concerns about the battle?
I don't particularly have any...
Lord Arisen, is there something you need?"
"戦いで気になること？
そりゃあ、高みを目指そうとすれば
思うところはいくらでも出るもんで――","What concerns you in battle?
Well, if you're aiming for greatness, there are countless things to consider. Yes."
"戦いで気になること、ですかい
あー、覚者様も気付いちまいましたか
戦いに影響しないよう気遣ったつもりなんですが――
迷いは命取り、ってことですかねぇ","Are you worried about something in the battle, my Lord?
Ah, so you've noticed too, my Lord.
I thought I was being cautious so as not to be affected during the battle...
But I guess hesitation can be fatal, huh?"
"覚者様、お忙しいとは思うんですがね
俺の戦い方――主人として、見てて気になること
よかったら、聞かせていただけねえかと思って――
自室のベル、いつでもいいんで鳴らしてくだせえや","My Lord, I understand that you're busy. 
However, there's something that concerns me as your servant and I was wondering if I could ask you about it. 
If it's convenient for you, could you please ring the bell in your room whenever you have the time?"
"覚者さまとご一緒できて光栄です
そりゃあもう、これ以上のことはありませんよ
俺たちポーンにとっちゃあ","It is an honor to be able to accompany an Arisen, Master.
Oh, there is nothing more we Pawns could ask for."
"覚者さま、体調管理はきっちり頼みますよ
何かあってからじゃあ遅いですからね","Lord Arisen, I will rely on you to manage your health properly. 
It's too late to do something after something happens."
"物を作るのぁ、得意なんですけどね
やっぱりこうしてあちこちご一緒できるほうが
腕ぁ鳴りますね","I'm good at making things, but it's better to work together like this."
"魔物や任務や、厄介事も
あるでしょうが心配いりません
覚者さまはどーんと構えててくださいよ","There may be enemies, tasks, and nuisances, but there is no need to worry. 
Please remain composed, Arisen."
"ヘマやらかさないように気ぃつけねぇと
異界送りなんざ目も当てられねぇ――","I have to be careful not to screw up.
I can't even look at it when I'm sent to the edge of the world..."
"野外は崖やら沼やらあるんで注意ですよ
高所から落ちでもしたら、どうにもできねぇんで","Be careful in the outdoors, there are cliffs and swamps.
If you fall from a height, there's nothing you can do about it."
"そういや、ニュースの方はどうです？
近くに丁度いいクエストでもありゃ
いってみませんか","By the way, how about the news? There might be a suitable quest nearby. Why don't we give it a try?"
"おう、何ですか？
ご命令とあらばいつでも従いますぜ","Oh, what is it?
Whenever you order me to do something, I'll do it."
"俺はほんと、幸せモンですよ
なにせ覚者さまほどの方に
選んでいただいたんですから","I am truly a fortunate person, you know.
Because I was chosen by someone as esteemed as an Arisen."
"期待を裏切ることのないよう
精一杯働かせてもらいますぜ！","To ensure that I never disappoint your expectations, I will work my hardest, I promise!"
"あぁ――その、俺ぁお役に立ってますか？
転職に技に、身に付けるモンとか
気に入らねぇとこがありゃ言ってくださいよ","Ah, um... Am I helpful to you?
In terms of job change and skills, what kind of things should I learn?
If there's something you don't like, please let me know."
