"old","new"
"覚者さま、体力は万全になさってくださいね
御身の無事こそ第一なのですから","Lord Arisen, please take good care of your physical health. Your well-being is our top priority."
"戦い方で気になること、ですか？
いいえ、特にはございません
お気遣いありがとうございます","Concerned about the way you fight, sir?
No, not particularly.
Thank you for your concern!"
"戦い方で気になること、ですか？
そうですね――
常に力不足は、実感しているところですが","Is it something you are concerned about concerning how to fight?
Well, I always feel that I lack strength."
"戦い方で気になること、ですか？
やはり覚者さまも私の戦い方、気になりますか
もっと場に合わせて柔軟に対応できれば、と
思ってはいるのですが――","Is it something you're curious about, the way I fight? 
Are you, too, Lord Arisen, interested in my fighting style? 
I do wish I could be more adaptable and flexible to the situation at hand. 
Yes, it is something I think about――"
"実は、覚者さまが望まれている通り戦えているのか
悩んでおりまして、その、よろしければ――
自室でご相談に乗っていただけないかと
お手すきの際、自室でベルを鳴らしていただけますか","Actually, Lord Arisen, I am troubled whether I can fight as desired. 
If it's not too much trouble, could you please ring the bell in your room when you have a moment to discuss it with me?"
"覚者さまと旅し、さまざまな景色を共にする――
この時が長く続いて欲しいと感じるこの気持ちは
感情なのでしょうか","Traveling with the Arisen, experiencing various landscapes together—
Is this feeling of wanting this time to continue for a long time?
An emotion?"
"いかに困難なダンジョン、クエストであれ
望むところです
この身はいつも覚者さまと共に！","No matter how difficult the dungeon or quest may be, it is where I wish to be.
This body is always with you, Lord Arisen!"
"行動不能の失態だけは、避けなければ――","We can't afford to lose our heads in the sand."
"足場は常にご注意ください
崖際や水辺以外でも、一見問題なさそうな
場所であれ思わぬ危険が潜んでいるものです","Please always be careful with your footing.
Even in places that appear to be problem-free, unforeseen dangers may lurk."
"もっと鍛えて強くならなければ！
覚者さまの右腕として、頼りにして頂くために
どんな魔物が現れても、お守りするために！","I must train more and become stronger!
To be your right hand man, to be relied on by you as your savior's right hand man.
To protect you no matter what kind of demons appear!"
"クラフトも、打ち込んでみると楽しいものです
冒険でもクラフトでも、覚者さまのお役に
立てることに変わりありませんから","Crafting, just like adventuring, is a fun activity that can be of service to an Arisen such as yourself."
"覚者さま、ニュースの確認もお忘れなく
近くに手ごろなクエストがあるかもしれません","Lord Arisen, please do not forget to check the news.
There may be a convenient quest nearby."
"この地には、さまざまな覚者さまが存在し
また多くの我々ポーンが存在します","In this land, there exists various Arisen, and also many of us Pawns."
"そんな中、あなたは私をお選び下さった！
戦徒としてこれ以上の幸せはありません","In such a situation, you have chosen me! There is no greater happiness as a Myrmidon."
"覚者さま、今の私はお役に立っているでしょうか？
職や装備、技など――改善すべきところが
あるのではないかと","Lord Arisen, am I currently of use to you?
Regarding my profession, equipment, and skills - are there any areas for improvement, perhaps?"
