"old","new"
"戦いで気になること？
ふふ――心配してくれているのね、マスター
大丈夫よ、ありがとう","What concerns you in battle?
Hehe, you're worried about me, Master.
Don't worry, I'm fine. Thank you."
"戦いで気になること、ね――
マスターが気にするほどのことじゃないわ
だから、大丈夫","What bothers you in battle... 
It's not something the Master needs to worry about.
So don't worry, everything will be fine."
"戦いで気になること？
あまり、マスターを心配させたくはないのだけど
ちょっと考えていることがあってね――
ああ大丈夫よ、戦いに手は抜かないわ","What concerns you in battle?
I don't want to worry my Master too much, but there's something I've been thinking about...
Oh, don't worry, I won't hold back in battle."
"戦いで気になること――
ええ、実は――二人きりの時に話したいことがあるの
よかったら、聞いて下さらない？
自室でベルを鳴らして頂戴ね","Something I'm concerned about in this battle --
Yes, actually -- there's something I want to talk to you about when we're alone.
If it's okay, could you listen to it?
Ring the bell in your room, please."
"こうしてお傍に仕えることができて
ほんとうに嬉しいわ、マスター
しっかり働かないとね","I am so happy to be able to serve by your side, Master. 
I must work diligently, you know."
"体調はどう？　無理はやめてくださいね
大事な身体にもしものことがあったら――","How are you feeling?　
Please don't overdo it.
If something were to happen to your precious body--"
"クラフトでも戦いでも何でも言いつけてね
マスターの為になるなら、
あたしは何だってしますから","Craft, fight, whatever you want.
If it's for the master, I'll do anything!"
"どんな敵や困難が来ても
お傍で支えると誓うわ","No matter what enemies or difficulties come your way, I swear I will stand by your side."
"敵にやられないよう気をつけるわね
マスターに触れて頂けるのは嬉しいけれど
迷惑かけちゃうし","I'll be careful not to let the enemy get me.
I'm happy to be touched by the master, but I'm going to get in trouble."
"足元、外では気を付けてくださいね
危ないところ、結構多いから
崖とか毒溜めとか――","Be careful where you step, out there.
There are a lot of dangerous places, like cliffs and poison pits and--"
"ねぇ、ニュースも見てみません？
道すがら寄れるクエストもあるかもしれないし","Hey, why don't you check the news too?
Maybe there are some quests we can stop by along the way."
"ん？　何ですか？
――じっと見られると恥ずかしいわ","Hmm? What is it?
- It's embarrassing to be stared at like that."
"マスターのポーンとして
一緒に世界を歩き続けることが
あたしの願い、それに幸せ――","As the Master's pawn, we can continue to walk the world together.
My wish, and my happiness..."
"この時が続くよう、もっと技を磨いて
長くお傍にいられるよう、努力しなくちゃ","In order to continue this time, I must polish my skills even more.
I have to make an effort so that I can stay by your side for a long time."
"そうだわ、マスター
あたしのジョブとかスキル、服とか
これでいいかしら？
大丈夫ならいいんだけど――","Yes, Master.
My job, skills, clothes and so on, is this okay?
I hope that's okay."
