8,ARISENCARD_BACKGROUND_NAME_9,セフィロトツリー,Sefirotic Tree,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,8,
8,ARISENCARD_BACKGROUND_NAME_9,セフィロトツリー,Sefirotic Tree,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,8,
9,ARISENCARD_BACKGROUND_NAME_10,ドラゴン,Dragon,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,9,
9,ARISENCARD_BACKGROUND_NAME_10,ドラゴン,Dragon,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,9,
10,ARISENCARD_BACKGROUND_NAME_11,アルカナ,Arcana,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,10,
10,ARISENCARD_BACKGROUND_NAME_11,アルカナ,Arcana,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,10,
11,ARISENCARD_BACKGROUND_NAME_12,シーリングワックス,Sealing Wax,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,11,
11,ARISENCARD_BACKGROUND_NAME_12,シーリングワックス,Sealing Wax,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,11,
12,ARISENCARD_BACKGROUND_NAME_13,ロイヤルティ,Royalty,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,12,
12,ARISENCARD_BACKGROUND_NAME_13,ロイヤルティ,Royalty,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,12,
13,ARISENCARD_BACKGROUND_NAME_14,シック,Chic,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,13,
13,ARISENCARD_BACKGROUND_NAME_14,シック,Chic,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,13,
14,ARISENCARD_BACKGROUND_NAME_15,紋章,Coat of Arms,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,14,
14,ARISENCARD_BACKGROUND_NAME_15,紋章,Coat of Arms,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,14,
15,ARISENCARD_BACKGROUND_NAME_16,リーガルブルー,Regal Blue,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,15,
15,ARISENCARD_BACKGROUND_NAME_16,リーガルブルー,Regal Blue,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,15,
16,ARISENCARD_BACKGROUND_NAME_17,レスタニア全土,Lestania All Over,ui\00_message\ui\arisencard_background_name.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,16,
