0,,"もはやレスタニアに安寧はない――
あんなことを言わせてしまって――","There is no peace left in Lestania――
For her to say such things――",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,28,Cecily
0,,"わたしが不甲斐ないばかりに――
口惜しいです","Because of my own inadequacy―― 
it is frustrating.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,29,Cecily
0,,"侵食魔退治は順調と言えば順調だが
やっぱり、キリがねえぞ","The eradication of the encroaching demons
is going well, but there is still no end in sight.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,30,Gurdolin
0,,"巣窟を見つけ出してぶっ叩くとか
しねえとよ","We need to find the lair and smash it,
or else we won't survive.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,31,Gurdolin
0,,"まだ問題は残っているけど
あのズールを倒したわけですから
もうちょっと祝勝気分になりたかったですねえ","While there are still issues to tackle, 
we have taken down Zuhl. 
I had hoped to indulge in celebrating
that victory a bit more, honestly.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,32,Elliot
0,,一連の出来事の黒幕は黒騎士――,"The orchestrator of this chain of events
is the Black Knight himself――",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,33,Klaus
0,,"セシリーには悪いけど彼女の問題はさておいて
黒騎士によるレスタニアへの侵略と見なして
戦いの準備を進めた方がいいかもしれないよ","I feel bad for Cecily, but her issues aside,
it might be better for us to prepare for battle
against the Black Knight's invasion of Lestania.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,34,Klaus
0,,ふむ――事の次第をまとめると――,Hmm... to sum things up――,ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,35,Joseph
0,,"なるほど、セシリーなら、必ず魔物の前に
立つだろうからな","I understand. 
If it's Cecily, she will undoubtedly 
face the monsters head-on.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,37,Joseph
0,,"我々騎士団は要衝の守備を固める
神殿と砦はまかせてくれ","We, the Knights, shall fortify
the defenses of the stronghold.
Leave the Temple and fortress to us.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,0,Gerd
0,,"侵食魔の出現情報が混乱しているようだな
噂に惑わされないよう、気をつけるのだぞ","It seems the information given about the
emergence of the Corrupted isn't reliable.
Do not let yourself be misled by rumors; take care.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,1,Joseph
0,,"新興の侵食魔を放っておくと
居場所を失った、昔からいる魔物達が
人里になだれ込む可能性もあるんだ","If we leave the newly emerging 
Corruption Demons unchecked, 
the monsters that have lived here for ages
may lose their habitats and be forced
to storm into human settlements.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,2,Klaus
0,,もしかしたら、もう始まっているかもしれない！,Maybe that process has already started!,ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,3,Klaus
0,,"隊長さん、わたしもひとりの部下として
扱ってください
よろしくお願いします！","Captain, please treat me
as one of your subordinates.
I look forward to your guidance!",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,4,Cecily
0,,"少数の精鋭による遊撃部隊――
隊長、燃える割り当てですね！","A small elite strike force―― 
Captain, we have an exciting task, don't we!",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,5,Elliot
0,,"北の方へ行こうと思ってるんだ
もちろん隊長に従うけど、一応希望を
言ってみただけ","I'm thinking of going north.
I will definitely obey, Captain,
but I wanted to voice my preference.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,6,Lise
0,,"こりゃ忙しくなるぞ
今のうちに腹一杯喰っておくか","Things are about to get hectic.
I'd better eat my fill while I have the chance!",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,7,Gurdolin
0,,"神殿は我々が守る
心おきなく、遠征に出てくれ","The Temple will be safeguarded by us.
Embark on your expedition without hesitation!",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,8,Heinz
0,,"そうは見えないかもしれないが
わたしはあんたに一目置いているんだ","It may not appear so,
but I have great respect for you.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,9,Duke
0,,"わたしの目は確かだってことを
証明して見せてくれ",Show me that my judgment is sound.,ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,10,Duke
0,,"わたしはここで、おまえたちの武運が尽きることなく
長久であることを祈ろう","I shall pray that your fortunes of war
remain ever-flowing as you continue
to do battle for our sakes.",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,11,Logan
