246,MANDRAGORA_SPECIES_INFO_649,"侵食キノコを成した衣亜種マンドラゴラ
黄色い衣類を身に着けたマンドラゴラには
黄の植物しか育たなくなりキノコも例外でない
それはマンドラゴラの強い意志によるものか
衣類の成分によるものかはっきりしていない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,246,,Mandragora Info
247,MANDRAGORA_SPECIES_INFO_650,"侵食キノコを群生させた衣亜種マンドラゴラ
ふさふさと多数のキノコを生やしたその姿は
レスタニアの新たなトレンドヘアになっている
キノコから抽出される黄色素は落ちにくく
近年美容院でも染料として利用され始めている",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,247,,Mandragora Info
248,MANDRAGORA_SPECIES_INFO_651,"雨季に咲く植物を生やした衣亜種マンドラゴラ
衣亜種にもマンドレインジアを咲かせることは
できるが、マンドラゴラ自身で色味を勝手に
黄色に調節してしまうため、色変化を
楽しみたい養根家には勧められない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,248,,Mandragora Info
249,MANDRAGORA_SPECIES_INFO_652,"美しい一輪花を咲かせた衣亜種マンドラゴラ
明るい黄色を愛する衣亜種はマンドラローズの
存在を知ると、すぐさま咲かし頭を彩った
彼らは頭部のコントロールを自分で行うため
開花用肥料と衣服の素材を与えておけばよい",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,249,,Mandragora Info
250,MANDRAGORA_SPECIES_INFO_653,"希少な植物の花を咲かせた衣亜種マンドラゴラ
黄を愛するマンドラゴラは、自らの頭部を
彩るに相応しい新たな植物を決めきれずにいた
その時、偶然芽吹いた巨大花の、キッチュかつ
革新的なデザインはまさに求めていた物だった",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,250,,Mandragora Info
251,MANDRAGORA_SPECIES_INFO_661,"産まれたばかりの衣亜種マンドラゴラ
フレッシュなミントカラーを愛する衣亜種
として新たに発見された種類である
身に着けたミント色の衣は植物の汁で染め
られており、高い防虫効果が注目されている",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,251,,Mandragora Info
252,MANDRAGORA_SPECIES_INFO_662,"基本的な成長を遂げた衣亜種マンドラゴラ
緑色の衣は植物の繊維で編まれており
成長と共に拡張が必要になっていく
緑色には強いこだわりがあり、成長過程で
その意志を曲げるようなことはなさそうだ",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,252,,Mandragora Info
253,MANDRAGORA_SPECIES_INFO_663,"最も大きく成長した衣亜種マンドラゴラ
発見されている中で最大成長したものがこの種
多くの養根家たちが数多の肥料を試したが
1つとして花が咲くことがなく、ミント系の
衣亜種には花が咲かないという結論に至った",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,253,,Mandragora Info
254,MANDRAGORA_SPECIES_INFO_664,"南方の樹木の若木が生えた衣亜種マンドラゴラ
火山地帯の温暖肥料が市場に出回るように
なってから発見された完全なる新種だが
マンドラココナッツ種の育て方との違いは
メローな緑にこだわりがあることのみである",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,254,,Mandragora Info
255,MANDRAGORA_SPECIES_INFO_665,"南方の樹木を生やした衣亜種マンドラゴラ
衣亜種マンドラゴラとしては完全な新種であり
その生態は謎に溢れているが、特徴としては
穏やかかつ謙虚な性格を持ち、緑色を愛し
花などの華美な装飾を嫌っていることである",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,255,,Mandragora Info
256,MANDRAGORA_SPECIES_INFO_666,"南方の樹木の果実を成した衣亜種マンドラゴラ
緑色への愛は誰よりも強く、美しい緑でない
実は自らもいで捨ててしまう習性がある
衣亜種だからといって必須養分がノーマル種と
大きく異なりはしないが、衣の修繕素材が必要",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,256,,Mandragora Info
257,MANDRAGORA_SPECIES_INFO_701,"自作の花冠をつけた青色の成体マンドラゴラ
花亜種は自然回帰思想の強い種であり
過剰な肥料摂取を嫌がるため低燃費である
また、人の手による進化をあまり良しとせず
同種と群れを作りたがる性質がある",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,257,,Mandragora Info
258,MANDRAGORA_SPECIES_INFO_702,"自作の花冠をつけた赤色の成体マンドラゴラ
花亜種は自然回帰思想の強い種であり
過剰な肥料摂取を嫌がるため低燃費である
また、この新たな新種は決まった進化法則を
持たず、肥料の好き嫌いで気まぐれに進化する",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,258,,Mandragora Info
259,MANDRAGORA_SPECIES_INFO_703,"自作の花冠をつけた黄色の成体マンドラゴラ
花亜種は自然回帰思想の強い種であり
過剰な肥料摂取を嫌がるため低燃費である
この非常に気まぐれな亜種の進化の鍵は未だ
解明されていないが、植物性肥料を好むようだ",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,259,,Mandragora Info
260,MANDRAGORA_SPECIES_INFO_704,"自作の花冠をつけた白色の成体マンドラゴラ
花亜種は自然回帰思想の強い種であり
過剰な肥料摂取を嫌がるため低燃費である
花輪は根部に生える苔類を毟って作っており
与えた肥料の色が反映されやすいと言われる",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,260,,Mandragora Info
