10,q60301053_00_4775,お化けに＜ハロウィンプチマフィン＞を1０個納品する,"Deliver ""Halloween Petit Muffin"" ×10 to the ghost",ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,10,Joseph
9,q60301053_00_4777,シェリーに報告する,Report to Shelly,ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,9,Joseph
3,q60301053_00_4797,商店区にいる兵士から話を聞く,"Hear what the soldier has to say
in the Shopping District",ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,3,Shelly
4,q60301053_00_4798,噴水の近くを調査する,Investigate near the fountain,ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,4,Shelly
7,q60301053_00_4799,怪しい影を追いかける,Pursue the suspicious figure,ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,7,Shelly
8,q60301053_00_4800,怪しすぎるお化けを追いかける,Pursue the suspicious ghost,ui\00_message\quest_info\q60301053_00.gmd,\quest\q60301053.arc,q60301053.arc,8,Joseph
0,q60301055_00_345,笑顔振りまくメリークリスマス＜１＞,A Merry Christmas Spreading Cheer (1),ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,0,Nicholas
1,q60301055_00_345,立派なクリスマスツリーを作るお手伝いをしよう,Help build a magnificent Christmas tree!,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,1,Nicholas
12,q60301055_00_2786,(ﾒ|メ|め)(ﾘ|リ|り)(ｰ|ー).*(ｸ|ク|く)(ﾘ|リ|り)(ｽ|ス|す)(ﾏ|マ|ま)(ｽ|ス|す),(M|m)(e)(r)(r)(y).*(C|c)(h)(r)(i)(s)(t)(m)(a)(s),ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,12,Isaac
2,q60301055_00_4778,＜Say＞で「メリークリスマス」と言う,,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,2,Nicholas
3,q60301055_00_4779,ニコラスと話をする,Speak to Nicholas,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,3,Nicholas
4,q60301055_00_4780,アイザックに相談する,Consult with Isaac,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,4,Nicholas
5,q60301055_00_4781,リンウッド付近に現れるエントを探す,Find an Ent that appears near Lynwood,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,5,Nicholas
6,q60301055_00_4782,遭遇したエントを討伐する,Defeat the encountered Ent,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,6,Nicholas
7,q60301055_00_4783,エントの去った跡を調べる,Examine the trail left by the Ent,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,7,Nicholas
8,q60301055_00_4784,入手した大量の木材をニコラスに報告する,"Report the large amount of wood
you've acquired to Nicholas",ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,8,Isaac
9,q60301055_00_4785,＜輝く雪の大結晶＞を入手する,"Obtain ""Sparkling Snow Large Crystal""",ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,9,Isaac
10,q60301055_00_4786,ニコラスに報告する,Report to Nicholas,ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,10,Isaac
11,q60301055_00_4787,ニコラスに＜輝く雪の大結晶＞を20個納品する,"Deliver 20 ""Sparkling Snow Large Crystal"" 
to Nicholas",ui\00_message\quest_info\q60301055_00.gmd,\quest\q60301055.arc,q60301055.arc,11,Isaac
0,q60301056_00_346,笑顔振りまくメリークリスマス＜２＞,A Merry Christmas Spreading Cheer (2),ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,0,Mia
1,q60301056_00_346,"マルコとミーアの求める特別な""秘薬""とは？","What is the special ""elixir"" 
Marco and Mia are looking for?",ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,1,Mia
2,q60301056_00_4789,商店区のコーネリアに相談する,Talk to Cornelia in the shopping district,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,2,Mia
3,q60301056_00_4790,ポーン郷のアルヴァーに相談する,Talk to Alvar in the Pawn Cathedral,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,3,Mia
4,q60301056_00_4791,リンウッド近くに出現するエントの親玉を探す,Search for the boss Ent that appears near Lynwood,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,4,Mia
5,q60301056_00_4792,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,5,Mia
6,q60301056_00_4793,ポーン郷のアルヴァーに報告する,Report to Alvar in the Pawn Cathedral,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,6,Mia
7,q60301056_00_4794,ミーアに報告する,Report to Mia,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,7,Mia
8,q60301056_00_4795,マルコと話をする,Talk to Marco,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,8,Cornelia
9,q60301056_00_4796,ニコラスと話をする,Speak to Nicholas,ui\00_message\quest_info\q60301056_00.gmd,\quest\q60301056.arc,q60301056.arc,9,Cornelia
0,q60310000_00_283,【鬼哭蒐集】異世界は突然に,Ghost Wail Collection: Suddenly a Different World,ui\00_message\quest_info\q60310000_00.gmd,\quest\q60310000.arc,q60310000.arc,0,Wilson
1,q60310000_00_283,"ハイデル平原で起きている異変の調査で
ウィルソンに協力する","Assist Wilson in investigating the disturbances 
happening in the Hidell Plains",ui\00_message\quest_info\q60310000_00.gmd,\quest\q60310000.arc,q60310000.arc,1,Wilson
2,q60310000_00_3789,指定の場所を調査する,Investigate the specified location,ui\00_message\quest_info\q60310000_00.gmd,\quest\q60310000.arc,q60310000.arc,2,Wilson
3,q60310000_00_3790,襲撃してきた敵を討伐する,Defeat the attacking enemy,ui\00_message\quest_info\q60310000_00.gmd,\quest\q60310000.arc,q60310000.arc,3,Wilson
4,q60310000_00_3791,アンデッドの遺留品を入手する,Obtain undead relics,ui\00_message\quest_info\q60310000_00.gmd,\quest\q60310000.arc,q60310000.arc,4,Wilson
