0,,"今までは、エントたちは大樹に敬意を払って
あの辺りを避けているのかとも思っていたんだ
僕の思い違いだったみたいだけどね","One wondered if the Ents had held the great tree
in reverence, keeping clear of those parts all
this while— Seems 'twas my own
misjudgment, though.",ui\00_message\quest\q60207000.gmd,\quest\q60207000.arc,q60207000.arc,7,Rondejeel,Quest Dialogue
0,,"そうそう、これは今回のお礼だよ
いつも僕らに力を貸してくれてありがとう","Right, right — this here's your
recompense for this venture.
Thank you for always lending us your might.",ui\00_message\quest\q60207000.gmd,\quest\q60207000.arc,q60207000.arc,8,Rondejeel,Quest Dialogue
0,,"ウィルムの討伐、引き受けてくれるのかい
妹一人の手には余るようだったからね
助かるよ","Will you take on the Wyrm's extermination? 'Twas
beyond my sister alone — much obliged.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,0,Rondejeel,Quest Dialogue
0,,"妹によると、ウィルムは
《飛天のテラス》の奥に潜んでいたそうだ","My sister says the wyrm lay hidden deep within
the Soaring Sky Terrace.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,1,Rondejeel,Quest Dialogue
0,,"あんな鳥だらけのところに
氷竜がいるなんて不思議だけど、
もしかすると羽ばたきの音が
意外と心地よかったりするのかもね","'Tis queer, an ice wyrm dwelling amid so many
birds... Mayhap the beat of wings is a
comfort, in its way.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,2,Rondejeel,Quest Dialogue
0,,"――なんて、ちょっとウィルムのことを
人みたいに考えすぎたかな
とにかく、討伐の件は君に任せるよ
急ぎはしないから、頃合いを見て取り組んでくれ","Mayhap I thought too much on the wyrm as if
'twere a person. Anyhow, the extermination's in
your hands. No rush — tackle it when
the time feels right.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,3,Rondejeel,Quest Dialogue
0,,"妹によれば、ウィルムは
《飛天のテラス》の奥に潜んでいたそうだ
きっと今もテラスのどこかにいるはずだよ","My sister says the Wyrm lay hidden deep within
the Soaring Sky Terrace. 'Tis like as not still
lurking somewhere there.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,4,Rondejeel,Quest Dialogue
0,,"急ぎはしないから、君の都合のいい頃にでも
取り組んでみてくれ",No rush — have at it whene'er it suits you.,ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,5,Rondejeel,Quest Dialogue
0,,"ウィルムを討伐してきてくれてありがとう
これで《飛天のテラス》の調査を
進めることができるよ","Thank you for slaying the wrm. Now we can advance
the investigation of the Soaring Sky Terrace.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,6,Rondejeel,Quest Dialogue
0,,"今までに見つかっているエルフの遺跡は
それぞれ異なった特色を備えているんだけど
《飛天のテラス》は今に至るまで
鳥を呼び寄せるような不思議な力を残している","The elven ruins discovered hitherto each bear a
distinct character, yet the Soaring Sky Terrace
still harbors a curious power that draws birds.",ui\00_message\quest\q60207001.gmd,\quest\q60207001.arc,q60207001.arc,7,Rondejeel,Quest Dialogue
