key,old,new
q00000023_00_23,黄金の鍵,The Golden Key
q00000023_00_23,"テオドールの助力を得て
決戦のための準備を整える",Obtain assistance from Theodor and prepare for battle
q00000023_00_1048,メルゴダで待つクラウスを訪ねる,Visit Klaus waiting in Mergoda
q00000023_00_1049,巨人兵の居場所に関する情報を探す,Seek information on the Giant Warrior and its whereabouts
q00000023_00_1598,亡都メルゴダのワールドクエストを1回クリアする,Clear one World Quest in Mergoda Ruins
q00000023_00_1599,術師の取引所のアリアドネに報告する,Report to Ariadne in the Specialist Trading Post
q00000023_00_1600,巨人兵のいる亡都メルゴダ王宮層へ向かう,Seek out the giant warrior in the Mergoda Ruins Royal Palace Level
q00000023_00_1050,巨人兵ゴリアテを撃破し鍵を入手する,Defeat the Giant Warrior Goliath in order to obtain the key
q00000023_00_1601,鍵を拾う,Pick up the key
q00000023_00_1051,クラウスに鍵を渡す,Hand over the key to Klaus
q00000023_00_1195,クラウスと話す,Speak with Klaus
q00000023_00_1052,謁見の間のジョゼフに経緯を報告する,Report back to Joseph in the Audience Chamber
