260,ERROR_MATERIALS_CHANGE_002,"品質が現状維持のまま、もしくは
低下する可能性があるため使用できません","Can't use it because there is a possibility that
the quality will either remain the same or
decrease.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,260,,Crafting Related
260,ERROR_MATERIALS_CHANGE_002,"品質が現状維持のまま、もしくは
低下する可能性があるため使用できません","Can't use it because there is a possibility that
the quality will either remain the same or
decrease.",ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,260,,Crafting Related
260,ERROR_MATERIALS_CHANGE_002,"品質が現状維持のまま、もしくは
低下する可能性があるため使用できません","Can't use it because there is a possibility that
the quality will either remain the same or
decrease.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,260,,Crafting Related
260,ERROR_MATERIALS_CHANGE_002,"品質が現状維持のまま、もしくは
低下する可能性があるため使用できません","Can't use it because there is a possibility that
the quality will either remain the same or
decrease.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,260,,Crafting Related
238,ERROR_SHORTAGE_CRAFT_NUM,アシスタントの残りクラフト回数が足りません,"The remaining Crafting total of the Assistant is
not enough.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,238,,Crafting Related
238,ERROR_SHORTAGE_CRAFT_NUM,アシスタントの残りクラフト回数が足りません,"The remaining Crafting total of the Assistant is
not enough.",ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,238,,Crafting Related
238,ERROR_SHORTAGE_CRAFT_NUM,アシスタントの残りクラフト回数が足りません,"The remaining Crafting total of the Assistant is
not enough.",ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,238,,Crafting Related
238,ERROR_SHORTAGE_CRAFT_NUM,アシスタントの残りクラフト回数が足りません,"The remaining Crafting total of the Assistant is
not enough.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,238,,Crafting Related
238,ERROR_SHORTAGE_CRAFT_NUM,アシスタントの残りクラフト回数が足りません,"The remaining Crafting total of the Assistant is
not enough.",ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,238,,Crafting Related
236,ERROR_SHORTAGE_MATERIAL,素材が足りません,Insufficient materials,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,236,,Crafting Related
236,ERROR_SHORTAGE_MATERIAL,素材が足りません,Insufficient materials,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,236,,Crafting Related
236,ERROR_SHORTAGE_MATERIAL,素材が足りません,Insufficient materials,ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,236,,Crafting Related
236,ERROR_SHORTAGE_MATERIAL,素材が足りません,Insufficient materials,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,236,,Crafting Related
236,ERROR_SHORTAGE_MATERIAL,素材が足りません,Insufficient materials,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,236,,Crafting Related
237,ERROR_SHORTAGE_MONEY,所持金が足りません,You do not have enough gold.,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,237,,Crafting Related
237,ERROR_SHORTAGE_MONEY,所持金が足りません,You do not have enough gold.,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,237,,Crafting Related
237,ERROR_SHORTAGE_MONEY,所持金が足りません,You do not have enough gold.,ui\00_message\ui\Craft_res.gmd,\ui\uGUIPopCraftDetail.arc,uGUIPopCraftDetail.arc,237,,Crafting Related
237,ERROR_SHORTAGE_MONEY,所持金が足りません,You do not have enough gold.,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubList.arc,uGUISubList.arc,237,,Crafting Related
237,ERROR_SHORTAGE_MONEY,所持金が足りません,You do not have enough gold.,ui\00_message\ui\Craft_res.gmd,\ui\uGUISubRecipe.arc,uGUISubRecipe.arc,237,,Crafting Related
157,EXAM_RECEIPE_TITLE,昇格試験レシピ,Promotion Test Recipe,ui\00_message\ui\Craft_res.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,157,,Crafting Related
157,EXAM_RECEIPE_TITLE,昇格試験レシピ,Promotion Test Recipe,ui\00_message\ui\Craft_res.gmd,\ui\uGUICraft.arc,uGUICraft.arc,157,,Crafting Related
