7,RELEASE_CONTENT_9,リム転移,Rift Teleport,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7,,System Unlocks
8,RELEASE_CONTENT_10,竜力の継承,Dragon Force Augmentation,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8,,System Unlocks
9,RELEASE_CONTENT_11,クラフト,Craft,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9,,System Unlocks
10,RELEASE_CONTENT_12,リムストーン,Riftstone,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10,,System Unlocks
11,RELEASE_CONTENT_13,クエストボード,Quest Board,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11,,System Unlocks
12,RELEASE_CONTENT_15,エリアマスター,Area Master,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12,,System Unlocks
13,RELEASE_CONTENT_16,エリアマスターのワールドクエスト情報,Area Master's World Quest Info,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13,,System Unlocks
14,RELEASE_CONTENT_17,ファイターのジョブ修練,Fighter Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14,,System Unlocks
15,RELEASE_CONTENT_18,ハンターのジョブ修練,Hunter Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15,,System Unlocks
16,RELEASE_CONTENT_19,プリーストのジョブ修練,Priest Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16,,System Unlocks
17,RELEASE_CONTENT_20,シールドセージのジョブ修練,Shield Sage Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17,,System Unlocks
18,RELEASE_CONTENT_21,シーカーのジョブ修練,Seeker Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18,,System Unlocks
19,RELEASE_CONTENT_22,ソーサラーのジョブ修練,Sorcerer Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19,,System Unlocks
20,RELEASE_CONTENT_23,ウォリアーのジョブ修練,Warrior Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20,,System Unlocks
21,RELEASE_CONTENT_24,エレメントアーチャーのジョブ修練,Element Archer Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21,,System Unlocks
22,RELEASE_CONTENT_25,アルケミストのジョブ修練,Alchemist Job Training,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22,,System Unlocks
23,RELEASE_CONTENT_26,他のジョブへの転職,Change Vocations,ui\00_message\common\release_content.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23,,System Unlocks
