1,q40200160_00_498,"この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","To ensure the tower and our survival, 
we need to be mindful of our material stockpile. 
Recently, I've heard from Gilroy that 
<LQIM> is running low. 
Those who are free should help gather <LQVA> at once.",ui\00_message\quest_info\q40200160_00.gmd,\quest\q40200160.arc,q40200160.arc,1,
0,q40201001_00_341,【週期要請】ハイデル平原：治安維持討伐,【Periodic Request】Hidell Plains：Security Upkeep Dispatch,ui\00_message\quest_info\q40201001_00.gmd,\quest\q40201001.arc,q40201001.arc,0,
1,q40201001_00_341,"神殿に長期滞在予定の覚者達への依頼だ
神殿付近に増えつつある<LQEM>、<LQVA>体の討伐協力を頼みたい
長い目で見て個体数を調整していく予定だ","Request for Arisen planning a long-term stay at the temple.
<LQEM> are increasing near the temple, 
and we ask for your help in slaying <LQVA> of them.
In the long run, we aim to control their numbers.",ui\00_message\quest_info\q40201001_00.gmd,\quest\q40201001.arc,q40201001.arc,1,
0,q40201002_00_342,【週期要請】ハイデル平原：物資供給,【Periodic Request】Hidell Plains：Supply Provision,ui\00_message\quest_info\q40201002_00.gmd,\quest\q40201002.arc,q40201002.arc,0,
1,q40201002_00_342,"ハイデル平原エリアに長期滞在予定の覚者達への依頼だ
<LQIM>の流通量を安定させるべく<LQVA>個の備蓄を目指している
急ぎではないので、気が向いた時に協力を頼む","Request for Arisen planning a long-term stay in the Hidell Plains.
We aim to stockpile <LQVA> 
<LQIM> to stabilize its supply.
It's not urgent, so help when you have time.",ui\00_message\quest_info\q40201002_00.gmd,\quest\q40201002.arc,q40201002.arc,1,
0,q40201003_00_343,【週期要請】ブリア海岸：治安維持討伐,【Periodic Request】Breya Coast：Security Upkeep Dispatch,ui\00_message\quest_info\q40201003_00.gmd,\quest\q40201003.arc,q40201003.arc,0,
1,q40201003_00_343,"ローテスでの長期討伐を頼む！
<LQEM>を<LQVA>体討伐してくれないか
美味い魚を食べながら、ゆっくり討伐していってくれればいいさ","Long-term hunting request for Rotes. 
Could you take down <LQVA> <LQEM> 
for me? Enjoy some good fish while you
slowly handle the hunt.",ui\00_message\quest_info\q40201003_00.gmd,\quest\q40201003.arc,q40201003.arc,1,
0,q40201004_00_344,【週期要請】ブリア海岸：物資供給,【Periodic Request】Breya Coast：Supply Provision,ui\00_message\quest_info\q40201004_00.gmd,\quest\q40201004.arc,q40201004.arc,0,
1,q40201004_00_344,"ローテスでの長期採集を頼む！
<LQIM>を<LQVA>個集めてほしいんだ
たまにはさざ波の音を聞きながら、ゆったり採集ライフも良いもんだよ！","Long-term gathering request for Rotes. 
Please collect <LQVA> <LQIM>. 
Sometimes, listening to the gentle
waves while gathering can be quite relaxing!",ui\00_message\quest_info\q40201004_00.gmd,\quest\q40201004.arc,q40201004.arc,1,
0,q40201005_00_345,【週期要請】ミスリウ森林：治安維持討伐,【Periodic Request】Mysree Forest：Security Upkeep Dispatch,ui\00_message\quest_info\q40201005_00.gmd,\quest\q40201005.arc,q40201005.arc,0,
