0,,"それとも――よぼよぼになって
しわくちゃで生きながらえるのかな――","Or maybe... will I just become feeble and
shriveled, barely surviving...",ui\00_message\event\st0100\ev130.gmd,\event\st0100\st0100ev130.arc,st0100ev130.arc,14,Lise,Lestania Cutscene
0,,なんてね！,Just kidding!,ui\00_message\event\st0100\ev130.gmd,\event\st0100\st0100ev130.arc,st0100ev130.arc,15,Lise,Lestania Cutscene
0,,"レスタニアの大地のため――
暮らす人々のために使命をまっとうする――","For the land of Lestania—
For the people who inhabit it, I will fulfill my
mission—",ui\00_message\event\st0100\ev130.gmd,\event\st0100\st0100ev130.arc,st0100ev130.arc,16,Cecily,Lestania Cutscene
0,,"未来はどうあれ、後悔のない今を生きること――
わたしにはとても素敵に映りました","No matter what the future holds, living in the
present without regrets - that is what seemed
really wonderful to me.",ui\00_message\event\st0100\ev130.gmd,\event\st0100\st0100ev130.arc,st0100ev130.arc,17,Cecily,Lestania Cutscene
0,,ま、そうだね、ちょっと照れくさいけど、その通り！,"Well, yeah, it's a little embarrassing but it's
true!",ui\00_message\event\st0100\ev130.gmd,\event\st0100\st0100ev130.arc,st0100ev130.arc,18,Lise,Lestania Cutscene
0,,イリスを覚えているな？,"Do you remember Iris, Arisen?",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,0,Leo,Lestania Cutscene
0,,セシリーよ,Cecily.,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,1,Leo,Lestania Cutscene
0,,"おまえは知るまいが、かつて、覚者仲間に
イリスという女がいた","You may not know, but there was once a woman
named Iris who was a fellow Arisen.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,2,Leo,Lestania Cutscene
0,,"人懐こく、明るい娘だったが
心の中に闇を抱えていた","She was a friendly and cheerful girl, but she
carried darkness within her heart.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,3,Leo,Lestania Cutscene
0,,その闇を、邪悪な力に利用されてな――,"That darkness, was used by an evil power...",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,4,Leo,Lestania Cutscene
0,,結果、オレはイリスを殺した,"As a result, I had to kill Iris.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,5,Leo,Lestania Cutscene
0,,"心中、お察しします
でも、わたしには――関係ありません","I understand your feelings.
However, it does not concern me.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,6,Cecily,Lestania Cutscene
0,,見たところ、おまえの闇は深そうだ,It seems like your darkness runs deep.,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,7,Leo,Lestania Cutscene
0,,"わかりません
それよりも、ロイグに会わせてください！","You're not making sense.
Please let me see Loeg!",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,8,Cecily,Lestania Cutscene
0,,ロイグ？,Loeg?,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,9,Cecily,Lestania Cutscene
0,,無事で何よりだ、セシリー,"I'm glad you're safe, Cecily.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,10,Loeg,Lestania Cutscene
0,,族長ガラダの娘、セシリーだろ？,"The daughter of tribe chief Gearóid, Cecily,
right?",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,11,Loeg,Lestania Cutscene
0,,"そうです！　わたしの父はガラダ
そう、わたしは――ガラダの娘です！","That's right! My father is Gearóid.
Yes, I am... Gearóid's daughter!",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,12,Cecily,Lestania Cutscene
0,,"他には、他には何か知りませんか？
教えてください！",Do you know anything else? Please tell me!,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,13,Cecily,Lestania Cutscene
0,,"黒騎士に追われている理由！
わたしの、内なる力と――","The reason I'm being chased by the Black Knight!  
It's my dormant power, and—",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,14,Cecily,Lestania Cutscene
0,,この焼けるような使命感の正体は！？,"What is the true nature of this burning sense of
purpose!?",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,15,Cecily,Lestania Cutscene
0,,悪いけど――知らないんだ,"Sorry, but... I don't know.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,16,Loeg,Lestania Cutscene
0,,"わたしが知っているのは
君が黒騎士に追われているという事実だけ","The only thing I know is that you are being
pursued by the Black Knight.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,17,Loeg,Lestania Cutscene
0,,"理由は知らない
なんとかして助けようと思った","I don't know the reason, but I wanted to find a
way to help.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,18,Loeg,Lestania Cutscene
0,,でも、その望みは叶わず、こうして、ここに――,"But, that wish was not granted, and so, here...",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,19,Loeg,Lestania Cutscene
0,,そうですか――,Is that so...,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,20,Cecily,Lestania Cutscene
0,,どうしてセシリーを助けようと思ったの？,Why did you think of helping Cecily?,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,21,Lise,Lestania Cutscene
0,,"取り繕っても仕方がないから正直に言うと――
族長の娘だからさ","There's no point in lying, you're the daughter
of the chief of the tribe after all.",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,22,Loeg,Lestania Cutscene
0,,族長に一目置かれたかった,I wanted to earn the respect of the chief.,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,23,Loeg,Lestania Cutscene
0,,なーんだ、ロマンティックな話かと――,"Well, what a romantic story it turned out to be...",ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,24,Lise,Lestania Cutscene
0,,ん？,Hm?,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,25,Leo,Lestania Cutscene
0,,わっ（リアクション）,Wow... (Reaction),ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,26,Leo,Lestania Cutscene
0,,わっ（リアクション）,Wow... (Reaction),ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,27,Cecily,Lestania Cutscene
0,,わっ（リアクション）,Wow... (Reaction),ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,28,Loeg,Lestania Cutscene
0,,わっ（リアクション）,Wow... (Reaction),ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,29,Lise,Lestania Cutscene
0,,見つけたぞ！　女を渡せ！,I found her! Hand over the woman!,ui\00_message\event\st0100\ev135.gmd,\event\st0100\st0100ev135.arc,st0100ev135.arc,30,Zuhl,Lestania Cutscene
0,,"はぁ――はぁ――
オレが倒れたら――黒騎士様が動き出すぞ","Haa... haa...
When I fall... the Black Knight will move.",ui\00_message\event\st0100\ev140.gmd,\event\st0100\st0100ev140.arc,st0100ev140.arc,0,Zuhl,Lestania Cutscene
0,,魔物どもが主の意思により動くとなれば――,"If these monsters move according to their
master's will...",ui\00_message\event\st0100\ev140.gmd,\event\st0100\st0100ev140.arc,st0100ev140.arc,1,Zuhl,Lestania Cutscene
0,,"クックックッ――
もはやレスタニアに安寧はない――","Kukukku...
There will be no peace in Lestania anymore...",ui\00_message\event\st0100\ev140.gmd,\event\st0100\st0100ev140.arc,st0100ev140.arc,2,Zuhl,Lestania Cutscene
0,,"すっごい捨て台詞だったよね
これで腐れ縁に終止符！　やったね！","That was a really cliché line, wasn't it?
This puts an end to our cursed fate! We did it!",ui\00_message\event\st0100\ev140.gmd,\event\st0100\st0100ev140.arc,st0100ev140.arc,3,Lise,Lestania Cutscene
0,,"口惜しい――どうして記憶が戻らないの？
どうして？","How frustrating... Why can't I regain my memories?
Why?",ui\00_message\event\st0100\ev140.gmd,\event\st0100\st0100ev140.arc,st0100ev140.arc,4,Cecily,Lestania Cutscene
0,,ロイグ――どうした,Loeg—What's the matter?,ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,0,Leo,Lestania Cutscene
0,,"大地を巡る竜力が淀み、集まる場所がある
そこで竜力を取り入れれば――","Dragon Force, the power of dragons that
circulates through the earth, gathers in a certain
place. By harnessing the Dragon Force there...",ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,1,Loeg,Lestania Cutscene
0,,"覚者は更なる力を手に入れることができる
いつか話してくれただろう？","Arisen can obtain even greater power.
Didn't you mention it before?",ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,2,Loeg,Lestania Cutscene
0,,"その地を、教えてほしい
レオ――レスタニアの危機だ","I want you to tell me about that place, Leo—
Lestania is in danger.",ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,3,Loeg,Lestania Cutscene
0,,ふん――,Hmph—,ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,4,Leo,Lestania Cutscene
0,,――ひさしぶりだ,- Long time no see.,ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,5,Leo,Lestania Cutscene
0,,"生まれ合わせた時代のせいで
俺たちは理から外れた覚者になった","Because of the era we were born into, we have
become Arisen who are outside of order.",ui\00_message\event\st0100\ev145.gmd,\event\st0100\st0100ev145.arc,st0100ev145.arc,6,Leo,Lestania Cutscene
