0,,この場所は――,This place is—,ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,8,,st0404 Examine
0,,キースヒルト――,Kieshildt—,ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,9,,st0404 Examine
0,,"ヒルティを使って、オークたちのことを
知らせてくれたんだよね？","You used Hilty to inform us about the orcs, right?",ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,10,,st0404 Examine
0,,"森を守るため――
みんなを守るため――",To protect the forest—to protect everyone...,ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,11,,st0404 Examine
0,,今でも見守ってくれているんだよね？,"They're still watching over us, right?",ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,12,,st0404 Examine
0,,ありがとう、キースヒルト,"Thank you, Kieshildt.",ui\00_message\event\st0404\ev015.gmd,\event\st0404\st0404ev015.arc,st0404ev015.arc,13,,st0404 Examine
0,,諸君の,All of you...,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,0,,Fort Gritten Cutscene
0,,グリッテン砦防衛隊への参加,Participation in the Fort Gritten Defense,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,1,,Fort Gritten Cutscene
0,,感謝する！,Is appreciated!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,2,,Fort Gritten Cutscene
0,,オーク相手に情けは無用！,No mercy for orcs!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,3,,Fort Gritten Cutscene
0,,斬り、刺し、打ち捨てにして進め！,"Cut, stab, and push forward!",ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,4,,Fort Gritten Cutscene
0,,覚者たちよ！,Arisen!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,5,,Fort Gritten Cutscene
0,,存分に名をあげよ！,Make a name for yourself!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,6,,Fort Gritten Cutscene
0,,いざ,Now!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,7,,Fort Gritten Cutscene
0,,戦野へ！,To the battlefield!,ui\00_message\event\st0405\ev300.gmd,\event\st0405\st0405ev300.arc,st0405ev300.arc,8,,Fort Gritten Cutscene
