4,q60300011_00_4334,異界の狭間でアルヴァーと合流する,Rendezvous with Alvar at the Rift,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,4,Alvar
6,q60300011_00_4482,遭遇した敵を殲滅する,Defeat the enemy encountered,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,6,Alvar
7,q60300011_00_4483,調査を再開する,Continue the investigation,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,7,Alvar
8,q60300011_00_4484,遭遇した敵を殲滅する,Defeat the enemy encountered,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,8,Alvar
9,q60300011_00_4485,調査を再開する,Continue the investigation,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,9,Alvar
10,q60300011_00_4486,遭遇した敵を殲滅する,Defeat the enemy encountered,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,10,Alvar
11,q60300011_00_4487,敵が去った跡を調べる,Examine the traces of the enemy's departure,ui\00_message\quest_info\q60300011_00.gmd,\quest\q60300011.arc,q60300011.arc,11,Alvar
0,q60300020_00_267,英霊眠りし道へ　ラスニテ地方,Hero's Rest: Rathnite Region,ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,0,Ilva
1,q60300020_00_267,"眠れる竜力の解放の
仕方について調査する","Investigate the
way to release slumbering Dragon Force",ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,1,Ilva
2,q60300020_00_3340,<STG 1140>に向かい<NPC 606>に詳細確認する,"Head to <STG 1140> 
and check with <NPC 606> 
for details",ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,2,Ilva
4,q60300020_00_3341,<STG 1141>で英霊の試練をこなし石像を探す,"Complete the Trial of the spirits in <STG 1141> 
and search for the stone statue",ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,4,Ilva
5,q60300020_00_3342,<STG 443>に戻り<NPC 2852>に報告する,Return to <STG 443> and report to <NPC 2852>,ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,5,Ilva
6,q60300020_00_3401,<STG 201>の<NPC 1>に絶技の継承を行う,"Perform Special Skill Augmentation with 
<NPC 1> at 
<STG 201>",ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,6,Ilva
3,q60300020_00_3465,<NPC 606>と話して<STG 1141>へ向かう,Head to <STG 1141> and speak with <NPC 606>,ui\00_message\quest_info\q60300020_00.gmd,\quest\q60300020.arc,q60300020.arc,3,Ilva
0,q60300021_00_268,英霊眠りし道へ　フェルヤナ地方,Hero's Rest: Feryana Region,ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,0,Mustafa
1,q60300021_00_268,"眠れる竜力の解放の
仕方について調査する","Investigate the
way to release slumbering Dragon Force",ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,1,Mustafa
2,q60300021_00_3354,<STG 1148>に向かい<NPC 610>に詳細確認する,"Head to <STG 1148> 
and check with <NPC 610> 
for details",ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,2,Mustafa
4,q60300021_00_3355,<STG 1143>で英霊の試練をこなし石像を探す,"Complete the Trial of the spirits in <STG 1143> 
and search for the stone statue",ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,4,Mustafa
5,q60300021_00_3356,<STG 451>に戻り<NPC 3108>に報告する,Return to <STG 451> and report to <NPC 3108>,ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,5,Mustafa
6,q60300021_00_3402,<STG 201>の<NPC 1>に絶技の継承を行う,"Perform Special Skill Augmentation with 
<NPC 1> at 
<STG 201>",ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,6,Mustafa
3,q60300021_00_3466,<NPC 610>と話して<STG 1143>へ向かう,Head to <STG 1143> and speak with <NPC 610>,ui\00_message\quest_info\q60300021_00.gmd,\quest\q60300021.arc,q60300021.arc,3,Mustafa
0,q60300022_00_308,英霊眠りし道へ　メガドシス地方,Hero's Rest: Megadosys Region,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,0,Toygar
1,q60300022_00_308,"眠れる竜力の解放の
仕方について調査する","Investigate the
way to release slumbering Dragon Force",ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,1,Toygar
2,q60300022_00_4268,<STG 1149>に向かい幽霊の詳細を確認する,"Head to <STG 1149> 
to find out more about spirits",ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,2,Toygar
3,q60300022_00_4269,<NPC 706>と話しをする,Talk to <NPC 706>,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,3,Toygar
5,q60300022_00_4316,<STG 1150>で英霊の石碑を全て解放し偉大な英霊の試練を出現させる,"Release all the monuments of the Heroic Spirits in 
<STG 1150> 
and unleash the Trial of the Great Heroic Spirits",ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,5,Toygar
6,q60300022_00_4317,出現した偉大な英霊の試練と戦い勝利する,Conquer the Trial of the Great Heroic Spirits,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,6,Morgan
8,q60300022_00_4318,<NPC 3266>に報告する,Report to <NPC 3266>,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,8,Morgan
9,q60300022_00_4472,謁見の間の白竜から絶技の継承を受ける,"Receive the Special Skill Augmentation from the 
White Dragon in the audience chamber",ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,9,Morgan
4,q60300022_00_4481,モーガンから<STG 1150>へ向かう,Head from Morgan to <STG 1150>,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,4,Toygar
7,q60300022_00_4511,偉大なる試練の石碑を調べる,Search for the Great Trial Monument,ui\00_message\quest_info\q60300022_00.gmd,\quest\q60300022.arc,q60300022.arc,7,Morgan
0,q60300023_00_338,英霊眠りし道へ　ウルテカ地方,Hero's Rest: Urteca Region,ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,0,Youssef
1,q60300023_00_338,"眠れる竜力の解放の
仕方について調査する","Investigate the
way to release slumbering Dragon Force",ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,1,Youssef
2,q60300023_00_4625,<STG 1149>に向かい幽霊の詳細を確認する,"Head to <STG 1149> 
to find out more about spirits",ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,2,Youssef
3,q60300023_00_4626,<NPC 707>と話しをする,Talk to <NPC 707>,ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,3,Youssef
4,q60300023_00_4627,<NPC 707>から<STG 1155>へ向かう,Head to <STG 1155> from <NPC 707>,ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,4,Youssef
5,q60300023_00_4628,<STG 1155>で英霊の石碑を全て解放する,"Release all the monuments of the Heroic Spirits in 
<STG 1155>",ui\00_message\quest_info\q60300023_00.gmd,\quest\q60300023.arc,q60300023.arc,5,The White Dragon
