109,MANDRAGORA_SPECIES_INFO_231,"侵食キノコを群生したアルビノマンドラゴラ
黒いキノコを生やしたアルビノマンドラゴラは
捨てられた彼らが闇に紛れ、人間を闇討ちする
ための姿だという噂が流れている
今際の際に見る白い姿は死神の様だという",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,109,
110,MANDRAGORA_SPECIES_INFO_232,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
酸味成分が青色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
普通に育てた場合は大抵青色になる",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,110,
111,MANDRAGORA_SPECIES_INFO_233,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
苦味成分が赤色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
赤色にしたい場合は肥料が多く必要になる",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,111,
112,MANDRAGORA_SPECIES_INFO_234,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
アルビノマンドラゴラは根部の酸味が強いため
酸味の色変肥料が足りない時に進化しやすい
アルビノ種には毒があるので舐めないよう注意",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,112,
113,MANDRAGORA_SPECIES_INFO_235,"美しい一輪花を咲かせたアルビノマンドラゴラ
日光を好むマンドラローズと日光に弱い
アルビノ種は相反する性質を持つが、花を
人工的に色付けする場合は育成も比較的容易
肥料さえ大量に与えれば咲くが、色合いは微妙",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,113,
114,MANDRAGORA_SPECIES_INFO_236,"美しい一輪花を咲かせたアルビノマンドラゴラ
アルビノ種は傷や衝撃に弱いため茎に生える
棘で怪我をしないよう注意が必要である
アルビノ種で青いマンドラローズを育てるには
栄養豊富な肥料で根部を肥えさせると良い",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,114,
115,MANDRAGORA_SPECIES_INFO_237,"美しい一輪花を咲かせたアルビノマンドラゴラ
紫色は、特定のマンドラゴラにしか育たず
特にアルビノ種のものは質が良いとされている
豊富な肥料に加え、花弁に赤みを加えるための
微量な人工色素が絶妙な紫色を生み出す",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,115,
116,MANDRAGORA_SPECIES_INFO_238,"非常に希少な植物の花を咲かせたマンドラゴラ
毒々しい柄の花弁に蒼白な根部の組み合わせは
独特の禍々しさがあると大変評判になっている
マンドラフレシアの中でも比較的臭いが弱く
植物肥料で良く育つと言われているが真偽不明",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,116,
117,MANDRAGORA_SPECIES_INFO_239,"希少な植物の花が咲いたアルビノマンドラゴラ
アルビノ種に咲く紫のマンドラフレシアは
臭いも弱いことから観賞用として育てられる
近年の研究で、動物性肥料が臭いや赤みを
強めることが判明したため、バランスが重要",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,117,
118,MANDRAGORA_SPECIES_INFO_301,"産まれたばかりのチャコマンドラゴラ
体内の熱が高まりすぎて生きたまま炭化した
という奇妙な種で、構成成分はほぼ炭である
生きている間は常に静かに燃え続けているため
養根家たちは薪などの燃料を与えて育てている",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,118,
119,MANDRAGORA_SPECIES_INFO_302,"最も基本的な成長を遂げたチャコマンドラゴラ
アッカー産肥料が流通し始めてから発見された
この新しい種類にはまだ謎が多く
燃料だけでは進化しないことがあるが
何が進化の決め手となるかまだ判明していない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,119,
120,MANDRAGORA_SPECIES_INFO_303,"栄養の偏りにより
花を咲かせず成長したチャコマンドラゴラ
チャコ種観葉体は若干肥料配分が高度だと
言われており、壁にぶつかる新人養根家も多い
だが手をかけた分だけ愛情深くなる種でもある",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,120,
