13,pop_prof_job,Job,Vocation,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,13
16,pop_prof_job_balance,ジョブバランス,Job Balance,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,16
21,pop_prof_job_jp,ジョブ,Vocation,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,21
23,pop_prof_level,レベル,Level,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,23
40,pop_prof_level_wavedash,～,～,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,40
14,pop_prof_lobby,Lobby,Lobby,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,14
5,pop_prof_maching_profile_en,Matching Profile,Matching Profile,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,5
6,pop_prof_maching_profile_jp,マッチングプロフィール,Matching Profile,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,6
29,pop_prof_main_purpose,冒険目的,Adventure Purpose,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,29
0,pop_prof_mokuteki_1,冒険目的,Adventure Purpose,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,0
1,pop_prof_mokuteki_2,活動場所,Activity Location,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,1
19,pop_prof_mokuteki_now,現在の冒険目的,Current Adventure Purpose,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,19
12,pop_prof_name,Name,Name,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,12
18,pop_prof_ok,OK,Confirm,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,18
25,pop_prof_participate,パーティー参加を希望する,I would like to join a party,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,25
26,pop_prof_participate_not,パーティー参加を希望しない,I do not wish to join a party,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,26
4,pop_prof_party,パーティー参加要請,Party Invitation Request,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,4
11,pop_prof_party_info,パーティー詳細,Party List,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,11
15,pop_prof_pawn,ポーンの加入,Pawn is joining,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,15
2,pop_prof_playstyle,プレイスタイル,Play Style,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,2
24,pop_prof_profile,Profile,Profile,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,24
9,pop_prof_pt_ok,受ける,Accept,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,9
10,pop_prof_quick_party,マッチング中,Matching,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,10
36,pop_prof_quickparty,クイックパーティー,Quick Party,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,36
34,pop_prof_quickparty_continue,続ける,Continue,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,34
35,pop_prof_quickparty_end,終了,Close,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,35
38,pop_prof_quickparty_fail,マッチング失敗,Match failed,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,38
28,pop_prof_quickparty_name,セット名,Name,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,28
31,pop_prof_quickparty_pawn,ポーン：,Pawns:,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,31
32,pop_prof_quickparty_pawn_allow,許可する,Allow,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,32
33,pop_prof_quickparty_pawn_disallow,許可しない,Disallow,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,33
37,pop_prof_quickparty_retry,リトライ,Retry,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,37
39,pop_prof_quickparty_time,あと <VAL> 秒後に終了します,Quick party will quit after <VAL> seconds,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,39
27,pop_prof_quickparty_title00,設定の編集,Edit Settings,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,27
20,pop_prof_search,検索条件,Search Criteria,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,20
30,pop_prof_sub_purpose,小目的,Sub Purpose,ui\00_message\ui\pop_party_list_res.gmd,\ui\uGUIPopPartyList.arc,uGUIPopPartyList.arc,30
0,pps_001,名前で検索,Search by Name,ui\00_message\ui\pop_player_search.gmd,\ui\uGUIPopPlayerSearch.arc,uGUIPopPlayerSearch.arc,0
8,popp_cancel,キャンセル,Cancel,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,8
8,popp_cancel,キャンセル,Cancel,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,8
3,popp_comment,コメント,Comment,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,3
3,popp_comment,コメント,Comment,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,3
7,popp_decide,決定,Confirm,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,7
7,popp_decide,決定,Confirm,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,7
13,popp_job,遊びたいジョブ,Preferred Job,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,13
13,popp_job,遊びたいジョブ,Preferred Job,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,13
5,popp_maching_profile_en,Matching Profile,Matching Profile,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,5
5,popp_maching_profile_en,Matching Profile,Matching Profile,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,5
6,popp_maching_profile_jp,マッチングプロフィール,Matching Profile,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,6
6,popp_maching_profile_jp,マッチングプロフィール,Matching Profile,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,6
11,popp_main_purpose,冒険目的,Adventure Purpose,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,11
11,popp_main_purpose,冒険目的,Adventure Purpose,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,11
0,popp_mokuteki_1,冒険目的,Adventure Purpose,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,0
0,popp_mokuteki_1,冒険目的,Adventure Purpose,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,0
1,popp_mokuteki_2,活動場所,Activity Location,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,1
1,popp_mokuteki_2,活動場所,Activity Location,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,1
4,popp_party,パーティー参加,Party Invites,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,4
4,popp_party,パーティー参加,Party Invites,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,4
2,popp_playstyle,プレイスタイル,Play Style,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,2
2,popp_playstyle,プレイスタイル,Play Style,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,2
10,popp_pt_ng,受けない,Decline,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,10
10,popp_pt_ng,受けない,Decline,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,10
9,popp_pt_ok,受ける,Accept,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,9
9,popp_pt_ok,受ける,Accept,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,9
12,popp_sub_purpose,活動場所,Activity Location,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,12
12,popp_sub_purpose,活動場所,Activity Location,ui\00_message\ui\pop_profile_res.gmd,\ui\uGUIPopProfile.arc,uGUIPopProfile.arc,12
39,poptop_ability,アビリティ,Augments,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIBazaar.arc,uGUIBazaar.arc,39
39,poptop_ability,アビリティ,Augments,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIMenuAreaInfo.arc,uGUIMenuAreaInfo.arc,39
39,poptop_ability,アビリティ,Augments,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIPopTopSel.arc,uGUIPopTopSel.arc,39
13,poptop_areamaster_en,Area Master,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIBazaar.arc,uGUIBazaar.arc,13
13,poptop_areamaster_en,Area Master,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIMenuAreaInfo.arc,uGUIMenuAreaInfo.arc,13
13,poptop_areamaster_en,Area Master,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIPopTopSel.arc,uGUIPopTopSel.arc,13
12,poptop_areamaster_jp,エリアマスター,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIBazaar.arc,uGUIBazaar.arc,12
12,poptop_areamaster_jp,エリアマスター,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIMenuAreaInfo.arc,uGUIMenuAreaInfo.arc,12
12,poptop_areamaster_jp,エリアマスター,Area Master,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIPopTopSel.arc,uGUIPopTopSel.arc,12
43,poptop_battle_assist_en,Battle Assist,Battle Assist,ui\00_message\ui\poptop_sel_res.gmd,\ui\uGUIBazaar.arc,uGUIBazaar.arc,43
