75,error_not_reach_condition,使用条件を満たしていません,You do not meet the requirements.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,75
45,error_server_request_fail,通信リクエストに失敗しました,Communication request failed.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,45
45,error_server_request_fail,通信リクエストに失敗しました,Communication request failed.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,45
45,error_server_request_fail,通信リクエストに失敗しました,Communication request failed.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,45
45,error_server_request_fail,通信リクエストに失敗しました,Communication request failed.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,45
35,error_set_already,既にセット済みです,That augment is already set.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,35
35,error_set_already,既にセット済みです,That augment is already set.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,35
35,error_set_already,既にセット済みです,That augment is already set.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,35
35,error_set_already,既にセット済みです,That augment is already set.,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,35
46,get_conditions,習得条件,Learning Conditions,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,46
46,get_conditions,習得条件,Learning Conditions,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,46
46,get_conditions,習得条件,Learning Conditions,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,46
46,get_conditions,習得条件,Learning Conditions,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,46
76,guide_change_ex_custom_skill,EXスキル切り替え,EX Skill Switch,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,76
76,guide_change_ex_custom_skill,EXスキル切り替え,EX Skill Switch,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,76
76,guide_change_ex_custom_skill,EXスキル切り替え,EX Skill Switch,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,76
76,guide_change_ex_custom_skill,EXスキル切り替え,EX Skill Switch,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,76
32,heading_ability,Abilities,Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,32
32,heading_ability,Abilities,Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,32
32,heading_ability,Abilities,Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,32
32,heading_ability,Abilities,Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,32
5,heading_change_skill_ability,スキル・アビリティ習得/装備,Learn/Equip Skills and Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,5
5,heading_change_skill_ability,スキル・アビリティ習得/装備,Learn/Equip Skills and Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,5
5,heading_change_skill_ability,スキル・アビリティ習得/装備,Learn/Equip Skills and Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,5
5,heading_change_skill_ability,スキル・アビリティ習得/装備,Learn/Equip Skills and Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,5
37,heading_change_skill_ability_eng,Skills/Abilities,Skills/Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,37
37,heading_change_skill_ability_eng,Skills/Abilities,Skills/Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,37
37,heading_change_skill_ability_eng,Skills/Abilities,Skills/Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,37
37,heading_change_skill_ability_eng,Skills/Abilities,Skills/Augments,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,37
33,heading_command,Command,Command,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,33
33,heading_command,Command,Command,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,33
33,heading_command,Command,Command,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,33
33,heading_command,Command,Command,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,33
13,heading_current_ability,Set Ability,Set Augment,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,13
13,heading_current_ability,Set Ability,Set Augment,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,13
13,heading_current_ability,Set Ability,Set Augment,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,13
13,heading_current_ability,Set Ability,Set Augment,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,13
12,heading_current_skill,Set Custom Skill,Set Custom Skill,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,12
12,heading_current_skill,Set Custom Skill,Set Custom Skill,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,12
12,heading_current_skill,Set Custom Skill,Set Custom Skill,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,12
12,heading_current_skill,Set Custom Skill,Set Custom Skill,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,12
31,heading_custom_skill,Custom Skills,Custom Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,31
31,heading_custom_skill,Custom Skills,Custom Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,31
31,heading_custom_skill,Custom Skills,Custom Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,31
31,heading_custom_skill,Custom Skills,Custom Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,31
30,heading_normal_skill,Normal Skills,Core Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,30
30,heading_normal_skill,Normal Skills,Core Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,30
30,heading_normal_skill,Normal Skills,Core Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,30
30,heading_normal_skill,Normal Skills,Core Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,30
49,heading_skill,Skills,Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,49
49,heading_skill,Skills,Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,49
49,heading_skill,Skills,Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,49
49,heading_skill,Skills,Skills,ui\00_message\ui\job_skill_manager.gmd,\ui\uGUISkill.arc,uGUISkill.arc,49
