2,q50400003_00_4877,バフォメットを討伐する,Defeat the Baphomet,ui\00_message\quest_info\q50400003_00.gmd,\quest\q50400003.arc,q50400003.arc,2
3,q50400003_00_5132,報酬を受け取り、進行マーカーへ集合して帰還する,報酬を受け取り、進行マーカーへ集合して帰還する,ui\00_message\quest_info\q50400003_00.gmd,\quest\q50400003.arc,q50400003.arc,3
4,q50400003_00_96,,,ui\00_message\quest_info\q50400003_00.gmd,\quest\q50400003.arc,q50400003.arc,4
0,q50400004_00_97,黒き闇の覚者,黒き闇の覚者,ui\00_message\quest_info\q50400004_00.gmd,\quest\q50400004.arc,q50400004.arc,0
1,q50400004_00_97,"竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた黒騎士を
迅速に退けよ","竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた黒騎士を
迅速に退けよ",ui\00_message\quest_info\q50400004_00.gmd,\quest\q50400004.arc,q50400004.arc,1
2,q50400004_00_4878,黒騎士を討伐する,Defeat the Black Knight,ui\00_message\quest_info\q50400004_00.gmd,\quest\q50400004.arc,q50400004.arc,2
3,q50400004_00_5133,報酬を受け取り、進行マーカーへ集合して帰還する,報酬を受け取り、進行マーカーへ集合して帰還する,ui\00_message\quest_info\q50400004_00.gmd,\quest\q50400004.arc,q50400004.arc,3
4,q50400004_00_97,,,ui\00_message\quest_info\q50400004_00.gmd,\quest\q50400004.arc,q50400004.arc,4
0,q50400005_00_98,【高難度】黒き闇の覚者,High Difficulty: Arisen of the Black Darkness,ui\00_message\quest_info\q50400005_00.gmd,\quest\q50400005.arc,q50400005.arc,0
1,q50400005_00_98,"竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた黒騎士を
迅速に退けよ","竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた黒騎士を
迅速に退けよ",ui\00_message\quest_info\q50400005_00.gmd,\quest\q50400005.arc,q50400005.arc,1
2,q50400005_00_4879,黒騎士を討伐する,Defeat the Black Knight,ui\00_message\quest_info\q50400005_00.gmd,\quest\q50400005.arc,q50400005.arc,2
3,q50400005_00_5134,報酬を受け取り、進行マーカーへ集合して帰還する,報酬を受け取り、進行マーカーへ集合して帰還する,ui\00_message\quest_info\q50400005_00.gmd,\quest\q50400005.arc,q50400005.arc,3
4,q50400005_00_98,,,ui\00_message\quest_info\q50400005_00.gmd,\quest\q50400005.arc,q50400005.arc,4
0,q50400006_00_99,理を破壊する力,Power that Destroys Reason,ui\00_message\quest_info\q50400006_00.gmd,\quest\q50400006.arc,q50400006.arc,0
1,q50400006_00_99,"竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた
理を破壊せんとする黒き竜を打ち滅ぼせ","竜の翼たる歴戦の覚者たちよ
《暗黒の統べる地》に現れた
理を破壊せんとする黒き竜を打ち滅ぼせ",ui\00_message\quest_info\q50400006_00.gmd,\quest\q50400006.arc,q50400006.arc,1
2,q50400006_00_4880,黒竜を討伐する,Defeat the Black Dragon,ui\00_message\quest_info\q50400006_00.gmd,\quest\q50400006.arc,q50400006.arc,2
3,q50400006_00_5135,報酬を受け取り、進行マーカーへ集合して帰還する,報酬を受け取り、進行マーカーへ集合して帰還する,ui\00_message\quest_info\q50400006_00.gmd,\quest\q50400006.arc,q50400006.arc,3
4,q50400006_00_99,,,ui\00_message\quest_info\q50400006_00.gmd,\quest\q50400006.arc,q50400006.arc,4
0,,竜は理から生まれた――,竜は理から生まれた――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,0
0,,竜は理の守護者――,竜は理の守護者――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,1
0,,わたしは知ったのだ――,わたしは知ったのだ――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,2
0,,理はわたしを縛りつける――,理はわたしを縛りつける――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,3
0,,理はこの狭き世界にわたしを閉じ込める,理はこの狭き世界にわたしを閉じ込める,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,4
0,,理の外とは如何なるものか――,理の外とは如何なるものか――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,5
0,,わたしはその理の外を見たい――,わたしはその理の外を見たい――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,6
0,,理の壁を壊してやろう,理の壁を壊してやろう,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,7
0,,もはや何人もわたしを止めることは出来ぬ,もはや何人もわたしを止めることは出来ぬ,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,8
0,,この世界を壊して穴をあけるのだ――,この世界を壊して穴をあけるのだ――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,9
0,,もうすぐ終わる――,もうすぐ終わる――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,10
0,,おまえたちを倒し――,おまえたちを倒し――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,11
0,,わたしは理の外を見よう――,わたしは理の外を見よう――,ui\00_message\quest\q50400006.gmd,\quest\q50400006.arc,q50400006.arc,12
0,q50400007_00_100,【高難度】理を破壊する力,【高難度】理を破壊する力,ui\00_message\quest_info\q50400007_00.gmd,\quest\q50400007.arc,q50400007.arc,0
