"0","","すっごく勉強になりました――
ありがとうございます、覚者さま！
あの――また、お願いしてもいいでしょうか","すっごく勉強になりました――
ありがとうございます、覚者さま！
あの――また、お願いしてもいいでしょうか","ui\00_message\pawn\talk\stage\feature9001\persona02.gmd","\pw_talk\pt_feature9001_persona02.arc","pt_feature9001_persona02.arc","75"
"0","","あ、あ、あの――ごめんなさい、緊張しちゃって
その――呼んでくださって、ありがとうございます
よかったらこれからも、そのベルを鳴らして
戦いの相談――させてもらえたら嬉しいです","あ、あ、あの――ごめんなさい、緊張しちゃって
その――呼んでくださって、ありがとうございます
よかったらこれからも、そのベルを鳴らして
戦いの相談――させてもらえたら嬉しいです","ui\00_message\pawn\talk\stage\feature9001\persona02.gmd","\pw_talk\pt_feature9001_persona02.arc","pt_feature9001_persona02.arc","76"
"0","","えっと――それでは、今度からは
<VAL>は
自分にお任せ――で良いでしょうか？","えっと――それでは、今度からは
<VAL>は
自分にお任せ――で良いでしょうか？","ui\00_message\pawn\talk\stage\feature9001\persona02.gmd","\pw_talk\pt_feature9001_persona02.arc","pt_feature9001_persona02.arc","77"
"0","","えっと――それでは、今度からは
<VAL>について
<VAL>に対する行動は
自分にお任せ――で良いでしょうか？","えっと――それでは、今度からは
<VAL>について
<VAL>に対する行動は
自分にお任せ――で良いでしょうか？","ui\00_message\pawn\talk\stage\feature9001\persona02.gmd","\pw_talk\pt_feature9001_persona02.arc","pt_feature9001_persona02.arc","78"
"0","","はい――！　それでは、今度からは
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ようにすればいいんですね？","はい――！　それでは、今度からは
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ようにすればいいんですね？","ui\00_message\pawn\talk\stage\feature9001\persona02.gmd","\pw_talk\pt_feature9001_persona02.arc","pt_feature9001_persona02.arc","79"
"0","","マスター、今日は私から戦技のご提案があります！","マスター、今日は私から戦技のご提案があります！","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","0"
"0","","マスターにお仕えしてきたおかげで
私の意思疎通力が上がりました！","Thanks to serving the Master,
my communication skills have improved!","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","1"
"0","","マスター、新しい表現方法を思いつきました！","マスター、新しい表現方法を思いつきました！","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","2"
"0","","マスター、これからもよろしくお願いします！","マスター、これからもよろしくお願いします！","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","3"
"0","","マスター、見てくださいこの髪型！
どうです、お気に召しましたか？","マスター、見てくださいこの髪型！
どうです、お気に召しましたか？","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","4"
"0","","ありがとうございます！
髪型を変えた甲斐がありました！
これからずっとこの髪型で冒険する事をお望みなら
ぜひ《美容院》に行きましょう、マスター！","ありがとうございます！
髪型を変えた甲斐がありました！
これからずっとこの髪型で冒険する事をお望みなら
ぜひ《美容院》に行きましょう、マスター！","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","5"
"0","","そうですか――
そんなに前の髪型がお好きだったのですね！","そうですか――
そんなに前の髪型がお好きだったのですね！","ui\00_message\pawn\talk\stage\feature9001\persona03.gmd","\pw_talk\pt_feature9001_persona03.arc","pt_feature9001_persona03.arc","6"
