43,CHAT_COM_225,気にしないで！,Don't worry about it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,43
48,CHAT_COM_226,私が！,I!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,48
51,CHAT_COM_227,エンチャントをお願い！,Please enchant!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,51
53,CHAT_COM_228,ザコは無視しましょう！,Ignoring it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,53
55,CHAT_COM_229,この敵は倒しましょう！,Let's kill this enemy!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,55
58,CHAT_COM_230,急ぎましょう！,Make haste!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,58
64,CHAT_COM_231,手を出さないで,Do not hand it in,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,64
66,CHAT_COM_232,敵を引きつけます,Drawing enemy over,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,66
68,CHAT_COM_233,私に任せて！,Entrust it to me!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,68
70,CHAT_COM_234,私の背中に隠れて！,I'll conceal myself on the back!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,70
72,CHAT_COM_235,凍らせます！,Able to Freeze!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,72
74,CHAT_COM_236,スローにします！,I'll slow it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,74
76,CHAT_COM_237,眠らせます！,Able to put it to sleep!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,76
78,CHAT_COM_238,状態異常を狙います！,Aim debilitations at it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,78
80,CHAT_COM_239,状態異常にします！,Debilitating it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,80
82,CHAT_COM_240,弱点を攻撃して！,Strike at its weak point!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,82
84,CHAT_COM_241,別れて戦いましょう！,Split up and fight!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,84
93,CHAT_COM_242,今助けます！,I'll assist you!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,93
