#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,q40300135_00_664,他言無用、納品依頼,他言無用、納品依頼,ui\00_message\quest_info\q40300135_00.gmd,\quest\q40300135.arc,q40300135.arc,0
1,q40300135_00_664,"以下の物を探している
訳は聞かないでくれ
品物：<LQIM>
個数：<LQVA>つ","以下の物を探している
訳は聞かないでくれ
品物：<LQIM>
個数：<LQVA>つ",ui\00_message\quest_info\q40300135_00.gmd,\quest\q40300135.arc,q40300135.arc,1
0,q40300136_00_665,断熱靴下の試作,断熱靴下の試作,ui\00_message\quest_info\q40300136_00.gmd,\quest\q40300136.arc,q40300136.arc,0
1,q40300136_00_665,"ただ覚者殿を待つだけというのも
心苦しいものです
<LQIM>で熱から足元を守る敷材でも
お作りしましょうか
<LQVA>つあれば、試作くらいはできるかと！","ただ覚者殿を待つだけというのも
心苦しいものです
<LQIM>で熱から足元を守る敷材でも
お作りしましょうか
<LQVA>つあれば、試作くらいはできるかと！",ui\00_message\quest_info\q40300136_00.gmd,\quest\q40300136.arc,q40300136.arc,1
0,q40300137_00_666,秘密裡に進めたい取り引き,秘密裡に進めたい取り引き,ui\00_message\quest_info\q40300137_00.gmd,\quest\q40300137.arc,q40300137.arc,0
1,q40300137_00_666,"当方、怪しい者ではございません
ウルテカ山岳で採れるという<LQIM>――
他の地方では非常に価値が高いのです
ぜひ<LQVA>個、買い取らせていただきたいと、ええ","当方、怪しい者ではございません
ウルテカ山岳で採れるという<LQIM>――
他の地方では非常に価値が高いのです
ぜひ<LQVA>個、買い取らせていただきたいと、ええ",ui\00_message\quest_info\q40300137_00.gmd,\quest\q40300137.arc,q40300137.arc,1
0,q40300138_00_667,盗賊料理の材料集め,盗賊料理の材料集め,ui\00_message\quest_info\q40300138_00.gmd,\quest\q40300138.arc,q40300138.arc,0
1,q40300138_00_667,"たまには美味いものでも食いたくないか？
俺が料理してやるから、手分けして材料を探そうぜ
これを見たアンタの分担は
<LQIM>を<LQVA>個だ","たまには美味いものでも食いたくないか？
俺が料理してやるから、手分けして材料を探そうぜ
これを見たアンタの分担は
<LQIM>を<LQVA>個だ",ui\00_message\quest_info\q40300138_00.gmd,\quest\q40300138.arc,q40300138.arc,1
0,q40300139_00_668,＜エリアオーダー＞火垂れ山野営地補給,Area Order: Firefall Mountain Campsite Resupply,ui\00_message\quest_info\q40300139_00.gmd,\quest\q40300139.arc,q40300139.arc,0
1,q40300139_00_668,"野営地として運営しているこの場ですが
さすがに――もう少し手を入れた方が
覚者様も安心してお休みいただけるのでは――
<LQIM>が<LQVA>個あれば
まずは全ての箇所の補修が可能でしょう","野営地として運営しているこの場ですが
さすがに――もう少し手を入れた方が
覚者様も安心してお休みいただけるのでは――
<LQIM>が<LQVA>個あれば
まずは全ての箇所の補修が可能でしょう",ui\00_message\quest_info\q40300139_00.gmd,\quest\q40300139.arc,q40300139.arc,1
0,q50000001_00_32,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,0
1,q50000001_00_32,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ",ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,1
2,q50000001_00_1200,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,2
3,q50000001_00_1364,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,3
4,q50000001_00_1454,発見したダンジョンの主を討伐する,Defeat the found dungeon master,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,4
0,q50000002_00_33,古き力に魅かれし者,Drawn to Ancient Power,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,0
1,q50000002_00_33,"竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ",ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,1
2,q50000002_00_1264,制限時間内に現れる敵を全滅する,制限時間内に現れる敵を全滅する,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,2
3,q50000002_00_1365,最後の敵を討伐する,Defeat the final enemy,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,3
0,q50000003_00_34,古都の賜物,The Ancient City's Legacy,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,0
1,q50000003_00_34,"竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、指輪と霊材を求め
エルフの遺跡を占拠した
奴らの手に霊材が渡る前に、これを一掃せよ","竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、指輪と霊材を求め
エルフの遺跡を占拠した
奴らの手に霊材が渡る前に、これを一掃せよ",ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,1
2,q50000003_00_1265,制限時間内にモゴックを探し討伐する,制限時間内にモゴックを探し討伐する,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,2
3,q50000003_00_1267,第１守備隊を討伐する,Defeat the 1st Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,3
4,q50000003_00_1369,第２守備隊を討伐する,Defeat the 2nd Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,4
5,q50000003_00_1371,第３守備隊を討伐する,Defeat the 3rd Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,5
6,q50000003_00_1373,第４守備隊を討伐する,Defeat the 4th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,6
7,q50000003_00_1375,第５守備隊を討伐する,Defeat the 5th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,7
8,q50000003_00_1377,第６守備隊を討伐する,Defeat the 6th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,8
9,q50000003_00_1380,発見したモゴックを倒す,Defeat the found Mogok,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,9
0,q50000004_00_35,輝く扉,The Shining Gate,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,0
1,q50000004_00_35,"竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金郷への道を探し出せ","竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金郷への道を探し出せ",ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,1
2,q50000004_00_1266,制限時間内に討伐対象の敵を全て倒す,制限時間内に討伐対象の敵を全て倒す,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,2
6,q50000004_00_1273,王宮への扉に集う,王宮への扉に集う,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,6
7,q50000004_00_1274,制限時間内に最奥の強敵を倒す,"Defeat the formidable enemy in the innermost
within the time limit",ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,7
9,q50000004_00_1275,黄金郷へ向かう,Head to the Golden township,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,9
10,q50000004_00_1276,黄金竜ゴルゴランを討伐する,Defeat the Golden Dragon Golgorran,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,10
3,q50000004_00_1490,幻影牙竜を討伐する,Defeat the Phantom Tusk Dragon,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,3
4,q50000004_00_1491,幻影魔竜を討伐する,Defeat the Phantom Devil Dragon,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,4
5,q50000004_00_1492,扉の守護者を討伐する,Defeat the guardians at the door,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,5
8,q50000004_00_1493,ズールを倒す,Defeat Zuhl,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,8
0,q50101000_00_38,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,0
1,q50101000_00_38,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ",ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,1
2,q50101000_00_1637,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,2
3,q50101000_00_1638,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,3
4,q50101000_00_1639,発見したダンジョンの主を討伐する,Defeat the found dungeon master,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,4
0,q50101010_00_39,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,0
1,q50101010_00_39,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ",ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,1
2,q50101010_00_1696,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,2
3,q50101010_00_1697,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,3
4,q50101010_00_1698,発見したダンジョンの主を討伐する,Defeat the found dungeon master,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,4
0,q50101020_00_40,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,0
1,q50101020_00_40,"竜の翼たる歴戦の覚者たちよ
竜力渦巻く地へ向かい
巣くう亡者たちを駆逐せよ","竜の翼たる歴戦の覚者たちよ
竜力渦巻く地へ向かい
巣くう亡者たちを駆逐せよ",ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,1
2,q50101020_00_1699,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,2
