0,,"「ガチャ！ゴゴゴゴゴ――」の中で
すごく重みを感じるものを見つけた！","Found something with immense weight inside the ""Gacha""!",ui\00_message\examine_message\quest\quest_examine_q10310603.gmd,\quest\q10310603.arc,q10310603.arc,2,Sonel
0,,シチュー鍋の中を調べた――,Looked inside the stew pot--,ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,0,Sonel
0,,小さく硬いものを見つけた！,I found something small and hard!,ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,1,Sonel
0,,シチュー鍋の中を調べた――,Looked inside the stew pot--,ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,2,Sonel
0,,鈍く輝く金属製のものを見つけた！,"Found a dull, metallic object!",ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,3,Sonel
0,,シチュー鍋の中を調べた――,Looked inside the stew pot--,ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,4,Sonel
0,,手ごたえのあるものを見つけた！,Found something formidable!,ui\00_message\examine_message\quest\quest_examine_q10310700.gmd,\quest\q10310700.arc,q10310700.arc,5,Sonel
0,,"これが""自分の部屋""だろうか――","Is this ""my room""?",ui\00_message\examine_message\quest\quest_examine_q10310702.gmd,\quest\q10310702.arc,q10310702.arc,0,Sonel
0,,"他にそれらしい場所はないようだ
とにかく、ソネルに報告しよう","There doesn't seem to be any other likely places. 
Let's report to Sonel.",ui\00_message\examine_message\quest\quest_examine_q10310702.gmd,\quest\q10310702.arc,q10310702.arc,1,Sonel
0,,憲兵が見張っている――この先には行けなさそうだ,"The Military Police are on the lookout.
I don't think we can go any further.",ui\00_message\examine_message\quest\quest_examine_q10320100.gmd,\quest\q10320100.arc,q10320100.arc,0,Mephis
0,,新たな証拠品を手に入れた！,Got a new piece of evidence!,ui\00_message\examine_message\quest\quest_examine_q10320100.gmd,\quest\q10320100.arc,q10320100.arc,1,Mephis
0,,誰かの話し声が聞こえる――,Someone's voice can be heard――,ui\00_message\examine_message\quest\quest_examine_q10320100.gmd,\quest\q10320100.arc,q10320100.arc,2,Mephis
0,,探している資材を発見した！,We found the materials we were looking for!,ui\00_message\examine_message\quest\quest_examine_q10320200.gmd,\quest\q10320200.arc,q10320200.arc,0,Mephis
0,,探している忘れ物を発見した！,I found the forgotten item I was looking for!,ui\00_message\examine_message\quest\quest_examine_q10320200.gmd,\quest\q10320200.arc,q10320200.arc,1,Mephis
0,,兵士に伝言を伝えた――,I delivered the message to the soldier.,ui\00_message\examine_message\quest\quest_examine_q10320201.gmd,\quest\q10320201.arc,q10320201.arc,0,Mephis
0,,"""日記の１ページが落ちている""","""A page out of a diary has fallen down.""",ui\00_message\examine_message\stage\stage_examine_st0120.gmd,\stage\st0120\st0120.arc,st0120.arc,3,
0,,「高価そうな漂流物」を発見した,"""Possibly Valuable Flotsam"" found.",ui\00_message\examine_message\quest\quest_examine_q20010006.gmd,\quest\q20010006.arc,q20010006.arc,1,Traveling Female Hunter
0,,「ボロボロの漂流物」を発見した,"""Tattered Flotsam"" found.",ui\00_message\examine_message\quest\quest_examine_q20010006.gmd,\quest\q20010006.arc,q20010006.arc,0,Traveling Female Hunter
0,,「見た事も無い漂流物」を発見した,"""Unfamiliar Flotsam"" found.",ui\00_message\examine_message\quest\quest_examine_q20010006.gmd,\quest\q20010006.arc,q20010006.arc,2,Traveling Female Hunter
0,,脅威的な魔物が呼び寄せられた――！,A formidable enemy has been summoned—!,ui\00_message\examine_message\quest\quest_examine_q90020103.gmd,\quest\q90020103.arc,q90020103.arc,3,
0,,新たな竜族が出現した！,A new Dragonkin has appeared!,ui\00_message\examine_message\quest\quest_examine_q90000205.gmd,\quest\q90000205.arc,q90000205.arc,5,Zerkin
0,,新たな竜族が出現した！,A new Dragonkin has appeared!,ui\00_message\examine_message\quest\quest_examine_q90000206.gmd,\quest\q90000206.arc,q90000206.arc,5,Zerkin
0,,新たな竜族が出現した！,A new Dragonkin has appeared!,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,5,Zerkin
0,,閉ざされていた道が開けた,A path that was closed is now open.,ui\00_message\examine_message\quest\quest_examine_q50101000.gmd,\quest\q50101000.arc,q50101000.arc,0,
0,,閉ざされていた道が開けた,A path that was closed is now open.,ui\00_message\examine_message\quest\quest_examine_q50101010.gmd,\quest\q50101010.arc,q50101010.arc,0,
0,,閉ざされていた道が開けた,A path that was closed is now open.,ui\00_message\examine_message\quest\quest_examine_q50101020.gmd,\quest\q50101020.arc,q50101020.arc,0,
0,,証拠を入手した！,Acquired evidence!,ui\00_message\examine_message\quest\quest_examine_q10320300.gmd,\quest\q10320300.arc,q10320300.arc,2,Mephis
0,,《殲滅区　左方》に魔物が現れた！,"An enemy has appeared in the Extermination Area,
on the right side!",ui\00_message\examine_message\quest\quest_examine_q90020303.gmd,\quest\q90020303.arc,q90020303.arc,3,
0,,《殲滅区　左方》に魔物が現れた！,"An enemy has appeared in the Extermination Area,
on the right side!",ui\00_message\examine_message\quest\quest_examine_q90020304.gmd,\quest\q90020304.arc,q90020304.arc,3,
0,,《殲滅区　左方》に魔物が現れた！,"An enemy has appeared in the Extermination Area,
on the right side!",ui\00_message\examine_message\quest\quest_examine_q90020305.gmd,\quest\q90020305.arc,q90020305.arc,3,
0,,"パーティーメンバーの死亡により
戦況が悪化していく――","As the party members die, the war situation
worsens...",ui\00_message\examine_message\quest\quest_examine_q90030104.gmd,\quest\q90030104.arc,q90030104.arc,4,The White Dragon
0,,召喚された魔物を一掃したことで、骸の将の力が弱まっていく――,"By eliminating the summoned Enemies, the power of
the Necro Master weakens —",ui\00_message\examine_message\quest\quest_examine_q29300001.gmd,\quest\q29300001.arc,q29300001.arc,5,Walt
0,,残る総大将を討伐せよ！,Defeat the remaining general!,ui\00_message\examine_message\quest\quest_examine_q90000120.gmd,\quest\q90000120.arc,q90000120.arc,0,
0,,残る総大将を討伐せよ！,Defeat the remaining general!,ui\00_message\examine_message\quest\quest_examine_q90000121.gmd,\quest\q90000121.arc,q90000121.arc,0,
0,,クリスタルアイを討伐した,Defeated Crystal Eye,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,12,
0,,エメラルドアイを討伐した,Defeated the Emerald Eye,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,9,Zerkin
0,,ラピスアイを討伐した,Defeated the Lapis Eye,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,10,
0,,ルビーアイを討伐した,Defeated the Ruby Eye,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,11,
0,,《時番》を殲滅した,Defeated the Time Bonus enemy,ui\00_message\examine_message\quest\quest_examine_q90000205.gmd,\quest\q90000205.arc,q90000205.arc,0,Zerkin
0,,《時番》を殲滅した,Defeated the Time Bonus enemy,ui\00_message\examine_message\quest\quest_examine_q90000206.gmd,\quest\q90000206.arc,q90000206.arc,0,Zerkin
0,,《時番》を殲滅した,Defeated the Time Bonus enemy,ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,0,Zerkin
0,,《時番》を発見！討伐でタイムボーナス,"Discovered the Time Bonus enemy! Defeat them for
a time bonus",ui\00_message\examine_message\quest\quest_examine_q90000205.gmd,\quest\q90000205.arc,q90000205.arc,3,Zerkin
0,,《時番》を発見！討伐でタイムボーナス,"Discovered the Time Bonus enemy! Defeat them for
a time bonus",ui\00_message\examine_message\quest\quest_examine_q90000206.gmd,\quest\q90000206.arc,q90000206.arc,3,Zerkin
0,,《時番》を発見！討伐でタイムボーナス,"Discovered the Time Bonus enemy! Defeat them for
a time bonus",ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,3,Zerkin
0,,"パーティメンバーが死亡状態になったため
《宝物庫》への道が１つになりました","Due to the death of a party member, the path
leading to the ""Treasure Vault"" has narrowed to a
single route.",ui\00_message\examine_message\quest\quest_examine_q90020303.gmd,\quest\q90020303.arc,q90020303.arc,4,
0,,"パーティメンバーが死亡状態になったため
《宝物庫》へ道が１つになりました","Due to the death of a party member, the path
leading to the ""Treasure Vault"" has narrowed to a
single route.",ui\00_message\examine_message\quest\quest_examine_q90020304.gmd,\quest\q90020304.arc,q90020304.arc,4,
0,,"パーティメンバーが死亡状態になったため
《宝物庫》へ道が１つになりました","Due to the death of a party member, the path
leading to the ""Treasure Vault"" has narrowed to a
single route.",ui\00_message\examine_message\quest\quest_examine_q90020305.gmd,\quest\q90020305.arc,q90020305.arc,4,
0,,"3種の宝石に魅かれ
エルダードラゴン・ブレイズが出現した！","Enthralled by three types of gems, the Elder
Dragon Blaze has appeared!",ui\00_message\examine_message\quest\quest_examine_q90000207.gmd,\quest\q90000207.arc,q90000207.arc,8,Zerkin
0,,"時間内の征圧に失敗――
次のミッションへ進行","Failed to achieve the main objective within the
allotted time. Proceed to the next Mission.",ui\00_message\examine_message\quest\quest_examine_q90030104.gmd,\quest\q90030104.arc,q90030104.arc,2,The White Dragon
0,,共闘に失敗しました（仮）,Failed to join the battle (temporary),ui\00_message\examine_message\quest\quest_examine_q90000305.gmd,\quest\q90000305.arc,q90000305.arc,0,
0,,"まず、亡きご友人について
フィンダム人唯一の友人であること――
彼の志に敬意を表し、弔いの旅を続けていること――","First and foremost, I pay my respects to my late
comrade, the only friend of a Phindymian. I
continue my journey in tribute to his aspirations
and in mourning.",ui\00_message\examine_message\stage\stage_examine_st0120.gmd,\stage\st0120\st0120.arc,st0120.arc,6,
0,,落し物を見つけた！,Found a lost item!,ui\00_message\examine_message\quest\quest_examine_q10320300.gmd,\quest\q10320300.arc,q10320300.arc,0,Mephis
0,,エルフの遺物を発見した,Found an Elven relic.,ui\00_message\examine_message\quest\quest_examine_q20100002.gmd,\quest\q20100002.arc,q20100002.arc,0,Christoph
0,,キャメロンに営業許可証を渡した,Gave Cameron the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,5,Klaus
0,,コレットに営業許可証を渡した,Gave Colette the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,4,Klaus
0,,ファーガソンに営業許可証を渡した,Gave Ferguson the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,3,Klaus
0,,キトリッジに営業許可証を渡した,Gave Kittredge the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,1,Klaus
0,,モーリスに営業許可証を渡した,Gave Morris the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,2,Klaus
0,,ナンシーに営業許可証を渡した,Gave Nancy the permit.,ui\00_message\examine_message\quest\quest_examine_q20000003.gmd,\quest\q20000003.arc,q20000003.arc,0,Klaus
